,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,103.758,57.841,41.538,99.379,0,0,0,-174.309,-174.309,52.863,-204.462,0,0,-1.223,-1.223,0,-205.685,366.991,366.991,0.614,0.614,-40.927,-2.649,324.029,183.468,7.264,-40.927
2020-03-31,123.63500,53.69400,8.95100,62.64500,,,,17.73000,17.73000,155.05400,-214.52900,-22.57200,,2.23300,2.23300,,-234.86800,98.12800,98.12800,10.19500,10.19500,-53.26800,-4.03900,51.01600,-59.88200,2.50100,-53.26800
2019-12-31,106.243,56.766,186.111,242.877,-18.22,-46.304,-12.234,256.646,175.248,373.736,-243.34,-820,0,-0.793,-0.793,0,-1064.133,1064.045,1064.045,0,0,-64.858,-11.745,987.442,295.287,4.511,-64.858
2019-09-30,171.618,54.487,-24.844,29.643,0,0,0,-66.349,-66.349,146.35,-192.83,0,0,0.249,0.249,0,-192.581,49.131,49.131,1.609,1.609,-57.258,-0.204,-6.722,-80.36,5.033,-57.258
2019-06-30,174.97,52.948,15.67,68.618,0,0,0,-100.299,-100.299,144.372,-199.494,0,0,-0.222,-0.222,0,-199.716,64.829,64.829,0.529,0.529,-77.888,-0.76,-13.29,-67.091,4.58,-77.888
2019-03-31,151.52600,49.28300,-33.54300,15.74000,,,,-122.93900,-122.93900,54.91600,-205.77600,,,-1.41900,-1.41900,,-207.19500,118.22300,118.22300,2.67600,2.67600,-35.38700,-10.25500,75.25700,-90.04600,5.55600,-35.38700
2018-12-31,146.049,50.187,24.606,74.793,-97.448,-124.067,73.73,129.632,-20.152,169.224,-228.316,0.09,0,0.237,0.237,0,-227.989,20.938,20.938,1.331,1.331,-35.674,-0.193,-13.598,-85.906,3.443,-35.674
2018-09-30,143.479,49.707,-8.815,40.892,0,0,0,-40.624,-40.624,153.084,-190.73,-6.992,0.439,-4.128,-3.689,0,-201.411,77.328,77.328,-248.986,-248.986,-43.816,-0.587,-216.061,-266.918,3.709,-43.816
2018-06-30,310.686,50.474,-230.919,-180.445,0,0,0,3.861,3.861,102.303,-149.13,409.068,-0.439,-1.254,-1.693,0,258.245,169.326,169.326,-249.358,-249.358,-37.102,-1.451,-118.585,215.956,5.207,-37.102
2018-03-31,138.92500,50.33000,31.89000,82.22000,,,,-95.05000,-95.05000,121.55400,-131.81500,,,-0.72500,-0.72500,,-132.54000,-381.15900,-381.15900,0.64600,0.64600,-42.76000,-15.00900,-438.28200,-445.11500,2.86900,-42.76000
2017-12-31,-207.071,52.841,-62.108,-9.267,-74.545,-101.545,53.421,398.7,6.65,229.135,-130.184,1.039,0,-3.04,-3.04,-1.25,-133.435,34.548,34.548,1.227,1.227,-44.317,-0.059,-8.601,91.964,3.809,-44.317
2017-09-30,130.193,49.895,-3.905,45.99,0,0,0,-45.775,-45.775,129.299,-89.754,-5.881,-0.208,0.45,0.242,0,-95.393,45.317,45.317,3.674,3.674,-45.304,-0.148,3.539,38.394,6.103,-45.304
2017-06-30,113.689,49.122,-13.324,35.798,0,0,0,-298.629,-298.629,-137.04,-43.622,-4.926,0.208,-0.492,-0.284,0,-48.832,-7.498,-7.498,1.167,1.167,-53.362,-0.314,-60.007,-247.591,4.446,-53.362
2017-03-31,62.65700,45.07000,29.36700,74.43700,,,,-54.50900,-54.50900,82.58500,-54.14300,-27.74200,,0.49200,0.49200,1.25000,-80.14300,-684.82500,-684.82500,-247.83000,-247.83000,-34.33000,-54.81400,-1021.79900,-1015.22000,5.04600,-34.33000
2016-12-31,610.278,49.67,-746.144,-696.474,-42.816,25.974,43.953,81.492,318.879,281.41,-55.353,2888.226,0,-0.517,-0.517,0,2832.356,-860.546,-860.546,2.622,2.622,-46.274,-163.907,-1068.105,2036.157,3.213,-46.274
2016-09-30,137.697,47.994,-19.701,28.293,0,0,0,28.332,28.332,201.265,-41.792,0,-0.969,0.822,-0.147,0,-41.939,-77.459,-77.459,1.84,1.84,-41.091,-0.026,-116.736,39.938,5.085,-41.091
2016-06-30,-302.754,67.953,430.346,498.299,0,0,0,-118.483,-118.483,80.141,-41.389,3.434,-0.222,0,-0.222,0,-38.177,-51.531,-51.531,4.939,4.939,-51.302,-0.013,-97.907,-58.721,4.726,-51.302
2016-03-31,235.54800,60.55200,-134.65800,-74.10600,,,,10.46700,10.46700,172.70800,-58.12000,225.17700,1.19100,,1.19100,,168.24800,-262.76600,-262.76600,,,-32.54100,-1.96900,-297.27600,38.64800,4.00700,-32.54100
2015-12-31,182.677,59.704,-123.443,-63.739,-8.788,27.649,23.745,-2.067,-56.357,43.907,-63.081,2.75,0,-0.267,-0.267,0,-60.598,70.8711,70.8711,0.175,0.175,-32.623,-48.872,-10.449,-20.756,4.017,-32.623
2015-09-30,70.892,68.903,-16.526,52.377,0,0,0,59.755,59.755,183.72,-52.845,6.133,-1.433,1.265,-0.168,98,51.12,-151.198,-151.198,0,0,-47.445,-3.022,-201.665,27.252,1.978,-47.445
2015-06-30,59.346,67.483,27.858,95.341,0,0,0,-73.813,-73.813,87.392,-54.982,-3.295,-0.124,0,-0.124,0,-58.401,-39.2571,-39.2571,0.252,0.252,-40.79,-3.89,-83.685,-54.183,4.281,-40.79
2015-03-31,47.14900,63.98600,-43.20600,20.78000,,,,28.88100,28.88100,45.79100,-56.74100,-2097.19500,1.55700,,1.55700,59.70600,-2092.67300,-158.69190,-158.69190,0.09000,0.09000,-21.73000,-2.31500,-182.64700,-2228.34700,4.91200,-21.73000
2014-12-31,-14.048,25.228,66.824,92.052,36.221,-6.486,28.296,-83.211,-31.86,62.067,-33.894,0,0.649,-0.943,-0.294,-33.425,-67.613,1902.932,1902.932,0,0,-29.198,-14.656,1859.078,1836.648,3.82,-29.198
2014-09-30,81.34,25.63,15.031,40.661,0,0,0,25.785,25.785,135.395,-30.012,104.718,-0.642,0.943,0.301,-7.499,67.508,-10.478,-10.478,0.358,0.358,-29.123,-1.691,-40.934,138.001,3.128,-29.123
2014-06-30,29.379,24.905,64.74,89.645,0,0,0,23.409,23.409,145.974,-23.003,0,-1.509,0,-1.509,0,-24.512,-7.564,-7.564,-98.9,-98.9,-21.734,-0.003,-128.201,-8.924,3.917,-21.734
2014-03-31,64.23500,27.80900,17.63300,45.44200,,,,39.82600,39.82600,149.17300,-23.66700,,2.15100,,2.15100,,-21.51600,-8.53500,-8.53500,-48.74500,-48.74500,-19.58200,-3.75200,-80.61400,46.80400,3.40200,-19.58200
2013-12-31,161.346,27.893,-85.584,-57.691,-65.906,-1.81,19.267,44.614,8.35,115.338,-20.318,-2.315,-1.045,0,-1.045,0,-23.678,-0.655,-0.655,1.043,1.043,-19.533,0.137,-19.008,75.812,3.128,-19.533
2013-09-30,97.844,27.66,0.024,27.684,0,0,0,13.665,13.665,138.667,-31.86,0,0.446,0,0.446,0,-31.414,269.846,269.846,0.593,0.593,-29.539,-265.985,-25.085,86.768,2.507,-29.539
2013-06-30,91.128,26.573,1.324,27.897,0,0,0,-40.377,-40.377,80.204,-47.833,-0.25,0.768,-0.821,-0.053,0,-48.136,114.224,114.224,-519.303,-519.303,-21.241,266.399,-159.921,-120.245,2.016,-21.241
2013-03-31,89.51600,25.24400,-3.78000,21.46400,,,,-12.64100,-12.64100,98.65000,-55.33500,,,0.82100,0.82100,,-54.51400,-3.60400,-3.60400,-59.07800,-59.07800,-17.80800,-3.54200,-84.03200,-42.79200,2.51300,-17.80800
2012-12-31,43.465,24.592,46.235,70.827,-25.992,7.364,-11.473,86.902,58.782,182.284,-62.165,8.774,-0.478,0,-0.478,-2.459,-56.328,34.853,34.853,-21.934,-21.934,-17.826,-49.036,-53.943,75.054,4.403,-17.826
2012-09-30,114.434,24.979,-9.855,15.124,0,0,0,-3.974,-3.974,121.573,-92.085,-0.104,0.098,0,0.098,-12.5,-104.591,-40.474,-40.474,-20.228,-20.228,-17.888,1.969,-76.621,-59.109,0.078,-17.888
2012-06-30,53.595,25.214,48.812,74.026,0,0,0,-69.79,-69.79,61.365,-71.839,-2.25,-1.235,1.113,-0.122,-10,-84.211,-1.62,-1.62,-2.834,-2.834,-25.449,5.303,-24.6,-57.608,3.804,-25.449
2012-03-31,118.63300,24.23500,5.23300,29.46800,,,,-32.72800,-32.72800,123.54400,-54.78400,-0.13400,,-1.11300,-1.11300,,-56.03100,-7.14900,-7.14900,2.56900,2.56900,-15.57800,-1.97200,-22.13000,49.94300,6.92600,-15.57800
2011-12-31,59.778,24.827,49.915,74.742,-16.435,-41.749,-11.971,114.907,72.981,201.892,-63.463,-2.119,1.67,-1.629,0.041,0,-65.541,-127.959,-127.959,1.127,1.127,-14.661,3.847,-137.646,-11.842,7.704,-14.661
2011-09-30,122.958,24.616,4.027,28.643,0,0,0,-11.612,-11.612,139.297,-59.484,-5.137,0,-0.178,-0.178,0,-64.799,118.431,118.431,-178.111,-178.111,-15.138,-3.051,-77.869,-9.457,5.473,-15.138
2011-06-30,123.694,24.306,1.48,25.786,0,0,0,-42.029,-42.029,99.614,-35.733,-5.275,0,-0.267,-0.267,0,-41.275,3.28,3.28,0.877,0.877,-15.104,0.606,-10.341,49.702,7.103,-15.104
2011-03-31,113.76700,23.00400,-33.44800,-10.44400,,,,-56.76700,-56.76700,46.55600,-31.89400,-0.63300,,-8.79400,-8.79400,,-41.32100,-93.92800,-93.92800,0.20500,0.20500,-12.85600,3.31600,-103.26300,-88.63700,6.78900,-12.85600
2010-12-31,81.397,24.092,-28.798,-4.706,-57.414,-58.582,13.463,35.992,-27.449,55.577,-25.472,-4.505,0,-1.619,-1.619,0,-31.596,99.163,99.163,2.456,2.456,-12.76,0.711,89.57,104.977,4.229,-12.76
2010-09-30,97.02,23.075,0.629,23.704,0,0,0,28.41,26.056,141.588,-16.076,1.644,-1.213,0.938,-0.275,0,-14.707,-30.422,-30.422,2.908,2.908,-12.754,2.34,-37.928,100.55,2.873,-12.754
2010-06-30,86.086,23.71,10.261,33.971,0,0,0,-4.09,-3.958,116.06,-17.789,0,1.213,-1.391,-0.178,0,-17.967,-12.423,-12.423,-5.518,-5.518,-12.728,-2.469,-33.138,56.806,4.245,-12.728
2010-03-31,64.91400,24.70100,-1.54300,23.15800,,,,-74.82300,-72.60100,18.08400,-16.14100,-13.16600,,1.38600,1.38600,,-27.92100,-7.79100,-7.79100,-7.65600,-7.65600,-11.40100,0.40600,-26.44200,-41.47400,4.34700,-11.40100
2009-12-31,65.216,25.974,-1.022,24.952,1.269,180.132,-53.543,-83.64,7.852,99.117,-17.176,-1.939,-0.119,0,-0.119,0,-19.234,-6.969,-6.969,-5.742,-5.742,-13.924,-0.152,-26.787,48.357,2.185,-13.924
2009-09-30,57.329,24.135,-3.118,21.017,0,0,0,64.62,66.682,152.295,-23.151,-5.477,0.241,0,0.241,0,-28.387,-28.049,-28.049,1.876,1.876,-11.358,0.879,-36.652,87.958,2.401,-11.358
2009-06-30,40.132,24.629,2.288,26.917,0,0,0,45.263,29.196,106.635,-27.391,-8.692,-0.469,0.259,-0.21,0,-36.293,-71.32,-71.32,1.544,1.544,-16.987,0.673,-86.09,-11.423,2.13,-16.987
2009-03-31,26.94600,25.77500,-12.01900,13.75600,,,,-35.82800,-38.19200,0.47800,-33.06800,-4.34900,,-0.29900,-0.29900,,-37.71600,-13.69400,-13.69400,0.66300,0.66300,-13.87200,-4.35100,-31.25400,-69.40400,-6.40900,-13.87200
