,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2013-03-31,365.00000,58.00000,46.00000,104.00000,-52.00000,-6.00000,-193.00000,-684.00000,-935.00000,-466.00000,-14.00000,,405.00000,405.00000,-2.00000,389.00000,-372.00000,-1.00000,-373.00000,-358.00000,-358.00000,-92.00000,709.00000,-114.00000,-211.00000,33.00000,-92.00000
2012-12-31,332,57,82,139,9,-17,81,78,151,622,6,0,3074,3074,224,3304,-2571,0,-2571,-290,-290,-93,-1927,-4881,-954,36,-93
2012-09-30,151,58,131,189,-100,4,161,10,75,415,-44,0,1045,1045,-61,940,-49,2,-47,-310,-310,76,-477,-758,604,32,76
2012-06-30,170,54,157,211,-32,31,94,-181,-88,293,-38,0,279,279,166,407,31,-7,24,-369,-369,-226,285,-286,409,34,-226
2012-03-31,248.00000,56.00000,-14.00000,42.00000,-7.00000,-7.00000,-165.00000,64.00000,-115.00000,175.00000,-61.00000,,-134.00000,-134.00000,-39.00000,-234.00000,-38.00000,,-38.00000,-252.00000,-252.00000,-62.00000,-65.00000,-417.00000,-469.00000,32.00000,-62.00000
2011-12-31,281,49,-67,-18,-121,21,31,533,464,727,49,0,-2,-2,-134,-87,-2473,0,-2473,-246,-246,-54,2221,-552,88,44,-54
2011-09-30,219,1,267,268,18,57,-36,267,306,793,-60,0,-333,-333,-70,-463,108,-1,107,-437,-437,-55,200,-185,140,21,-55
2011-06-30,287,37,151,188,-92,-70,181,149,168,643,-42,0,-348,-348,-133,-523,-61,8,-53,-392,-392,-57,475,-27,93,38,-57
2011-03-31,223.00000,23.00000,44.00000,67.00000,-65.00000,-3.00000,-256.00000,49.00000,-275.00000,15.00000,-47.00000,,7.00000,7.00000,-33.00000,-73.00000,-149.00000,100.00000,-49.00000,-354.00000,-354.00000,-46.00000,102.00000,-347.00000,-401.00000,42.00000,-46.00000
2010-12-31,146,31,316,347,-215,28,89,-371,-469,24,-43,0,348,348,-17,288,-509,-472,-981,-133,-133,-45,24,-1135,-824,47,-45
2010-09-30,312,-293,150,-143,93,-17,23,157,256,425,-34,0,-756,-756,-43,-833,204,385,589,-175,-175,-47,-108,259,-142,41,-47
2010-06-30,398,220,-265,-45,-52,2,244,732,926,1279,-33,-866,-53,-53,-88,-1040,-1287,484,-803,-178,-178,-46,-199,-1226,-989,31,-46
2010-03-31,296.00000,152.00000,277.00000,429.00000,-267.00000,5.00000,-161.00000,-183.00000,-606.00000,119.00000,-21.00000,,885.00000,885.00000,-13.00000,851.00000,776.00000,,776.00000,17.00000,17.00000,-45.00000,11.00000,759.00000,1719.00000,39.00000,-45.00000
2009-12-31,274,-76,31,-45,21,23,166,-835,-625,-396,-27,0,-194,-194,29,-192,-157,0,-157,3,3,-4,264,106,-483,44,-4
2009-09-30,260,-52,-100,-152,-234,605,-66,211,516,624,-21,0,-868,-868,-11,-900,-210,0,-210,1,1,-48,-350,-607,-889,52,-48
2009-06-30,87,-143,-117,-260,-276,9,98,-632,-801,-974,-20,0,-3243,-3243,51,-3212,1359,0,1359,869,869,-57,664,2835,-1327,46,-57
2009-03-31,116.00000,391.00000,-105.00000,286.00000,303.00000,-336.00000,-172.00000,-769.00000,-974.00000,-572.00000,-15.00000,,-2068.00000,-2068.00000,14.00000,-2069.00000,1827.00000,,1827.00000,-9.00000,-9.00000,-55.00000,448.00000,2211.00000,-432.00000,40.00000,-55.00000
