,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-03-31,554.00000,259.00000,-38.00000,221.00000,,12.00000,-42.00000,-119.00000,-83.00000,692.00000,-616.00000,,,,,,-217.00000,-833.00000,200.00000,388.00000,588.00000,20.00000,20.00000,-317.00000,-51.00000,240.00000,77.00000,6.00000,-317.00000
2019-12-31,364,57,206,263,-60,-9,50,25,-59,539,-46,0,0,-8,0,-8,-832,-886,-466,-307,-773,1118,1118,-299,427,473,-8,-24,-299
2019-09-30,475,335,-77,258,35,-10,-14,-63,85,818,-723,0,0,2,0,2,6,-715,696,-240,456,14,14,-299,-6,165,262,5,-299
2019-06-30,441,309,-114,195,79,-12,-8,12,-40,596,-745,0,0,4,0,4,-16,-757,569,-218,351,13,13,-298,-10,56,-112,5,-298
2019-03-31,466.00000,306.00000,-40.00000,266.00000,-57.00000,31.00000,-94.00000,-186.00000,-258.00000,474.00000,-729.00000,,,2.00000,,2.00000,5.00000,-722.00000,,424.00000,424.00000,22.00000,22.00000,-296.00000,-8.00000,142.00000,-103.00000,14.00000,-296.00000
2018-12-31,415,299,-66,233,-10,-8,133,-104,-37,611,-894,0,0,3,0,3,-4,-895,457,-118,339,20,20,-287,0,72,-221,5,-287
2018-09-30,445,297,-75,222,-8,-7,35,71,218,885,-817,0,0,3,0,3,-3,-817,-9,-307,-316,531,531,-288,-4,-77,-11,5,-288
2018-06-30,515,286,-176,110,117,-11,-54,135,69,759,-777,0,0,-65,0,-65,-54,-896,190,419,609,47,47,-285,-7,364,222,1,-285
2018-03-31,452.00000,290.00000,-44.00000,246.00000,-71.00000,43.00000,-36.00000,-107.00000,-132.00000,566.00000,-750.00000,,,,,,-3.00000,-753.00000,144.00000,369.00000,513.00000,100.00000,100.00000,-273.00000,-9.00000,331.00000,142.00000,15.00000,-273.00000
2017-12-31,78,288,381,669,-58,5,83,-15,-40,707,-981,0,0,0,0,0,-12,-993,319,-154,165,178,178,-272,15,86,-192,8,-272
2017-09-30,355,284,117,401,-1,-7,-1,58,208,964,-779,0,0,0,0,0,-4,-783,494,-285,209,98,98,-271,-9,27,208,8,-271
2017-06-30,292,268,81,349,69,-2,-8,38,14,655,-696,3,0,0,0,0,-13,-706,470,-190,280,104,104,-271,-9,104,57,3,-271
2017-03-31,403.00000,265.00000,-325.00000,-60.00000,-43.00000,44.00000,-84.00000,-104.00000,-208.00000,135.00000,-677.00000,-3.00000,,,,,1.00000,-679.00000,64.00000,744.00000,808.00000,73.00000,73.00000,-258.00000,-16.00000,607.00000,66.00000,19.00000,-258.00000
2016-12-31,465,260,-52,208,14,-11,97,-96,-68,660,-847,23,0,0,0,0,-36,-860,76,297,373,11,11,-258,-7,119,-83,5,-258
2016-09-30,473,249,293,542,-45,-13,-1,-31,45,1060,-727,-9,0,0,0,0,17,-719,0,-202,-202,57,57,-259,-2,-406,-76,5,-259
2016-06-30,483,250,-113,137,78,-4,4,-7,-7,613,-690,-8,0,0,0,0,12,-686,336,-417,-81,34,34,-258,38,-267,-322,5,-258
2016-03-31,481.00000,247.00000,,247.00000,-62.00000,25.00000,-43.00000,-106.00000,-171.00000,557.00000,-656.00000,-6.00000,,0.00000,,,1.00000,-661.00000,,351.00000,351.00000,42.00000,42.00000,-255.00000,-23.00000,115.00000,-22.00000,13.00000,-255.00000
2015-12-31,399,238,-107,131,52,-36,64,7,54,584,-973,-5,0,0,0,0,2,-976,99,365,464,58,58,-254,-17,251,-145,5,-254
2015-09-30,393,245,-170,75,69,60,-97,144,250,718,-881,-8,0,0,1,1,0,-888,1049,-547,502,62,62,-250,-12,302,135,-12,-250
2015-06-30,-757,232,1350,1582,54,-76,-34,134,-152,640,-846,-14,0,0,150,150,-24,-734,88,113,201,48,48,-250,-387,-388,-268,24,-250
2015-03-31,647.00000,227.00000,15.00000,242.00000,-128.00000,76.00000,-49.00000,-162.00000,-249.00000,673.00000,-833.00000,-10.00000,,,-15.00000,-15.00000,-132.00000,-990.00000,,163.00000,163.00000,35.00000,35.00000,-250.00000,-45.00000,-97.00000,-285.00000,14.00000,-250.00000
2014-12-31,695,249,-168,81,-64,-7,93,-18,27,775,-1072,-13,0,7,-120,-113,843,-355,0,339,339,37,37,-249,37,164,405,-24,-249
2014-09-30,497,249,-8,241,36,7,-7,51,280,1045,-924,-12,0,5,0,5,60,-871,2,25,27,20,20,-248,-51,-252,-11,4,-248
2014-06-30,229,125,418,543,90,-96,-139,210,-116,652,-786,-8,0,341,5,346,-472,-920,296,-1095,-799,1002,1002,-236,312,279,-12,-8,-236
2014-03-31,316.00000,365.00000,194.00000,559.00000,-185.00000,96.00000,93.00000,-79.00000,51.00000,931.00000,-892.00000,-16.00000,,-334.00000,-5.00000,-339.00000,64.00000,-1183.00000,-239.00000,878.00000,639.00000,15.00000,15.00000,-234.00000,-28.00000,392.00000,154.00000,28.00000,-234.00000
2013-12-31,-99,-114,765,651,-132,14,267,-43,81,633,-861,8,0,-11,10,-1,-653,-1507,1485,553,2038,2,2,-233,-1142,665,-15,-45,-233
2013-09-30,411,340,222,562,110,-43,-65,260,329,1276,-971,-21,0,30,-3,27,11,-954,112,-711,-599,1104,1104,-219,-30,256,580,-46,-219
2013-06-30,405,335,127,462,-2,-26,63,-82,-160,703,-969,-40,0,35,-3,32,42,-935,-1,147,146,231,231,-216,-72,89,-142,91,-216
2013-03-31,413.00000,348.00000,-200.00000,148.00000,-187.00000,55.00000,-138.00000,-199.00000,-347.00000,244.00000,-828.00000,,,-52.00000,-4.00000,-56.00000,-15.00000,-899.00000,442.00000,416.00000,858.00000,,,-210.00000,-27.00000,621.00000,-48.00000,,-210.00000
2012-12-31,360,329,84,413,-12,-18,146,-192,-124,670,-1027,-71,0,34,-5,29,62,-1007,396,125,521,18,18,-210,-41,288,-45,49,-210
2012-09-30,355,334,170,504,-2,0,-49,200,279,1147,-769,0,0,8,-4,4,2,-763,144,-362,-218,19,19,-210,-22,-431,-35,0,-210
2012-06-30,271,304,-110,194,-11,0,-27,-89,-251,219,-627,0,-84,76,-18,58,11,-642,575,218,793,19,-231,-210,-37,315,-122,0,-210
2012-03-31,545.00000,319.00000,-144.00000,175.00000,32.00000,,-99.00000,-11.00000,-12.00000,728.00000,-682.00000,,,-22.00000,12.00000,-10.00000,-19.00000,-711.00000,,93.00000,93.00000,16.00000,16.00000,-203.00000,-30.00000,-124.00000,-99.00000,,-203.00000
2011-12-31,458,338,6,344,45,0,128,-124,7,661,-802,-102,0,-92,-3,-95,86,-913,-2,197,195,16,16,-203,-45,-37,-309,0,-203
2011-09-30,449,305,120,425,-98,0,-104,198,115,1032,-301,0,-381,-29,-3,-32,-26,-740,187,-1,186,15,15,-203,-41,-43,242,0,-203
2011-06-30,200,317,-16,301,21,0,52,124,60,618,-575,0,-5763,-15,-3,-18,-41,-6397,4350,-508,3842,2250,2250,-170,-88,5834,24,0,-170
2011-03-31,405.00000,255.00000,-291.00000,-36.00000,-57.00000,,-112.00000,-79.00000,-183.00000,196.00000,-428.00000,,381.00000,-7.00000,159.00000,152.00000,-7.00000,98.00000,,187.00000,187.00000,16.00000,16.00000,-170.00000,-20.00000,13.00000,320.00000,,-170.00000
2010-12-31,359,237,378,615,-13,0,142,-769,-615,337,-617,0,-6774,7,-4,3,-1,-7389,2872,513,3385,16,16,-169,-111,3121,-3928,0,-169
2010-09-30,253,198,251,449,-48,0,-5,412,419,1124,-356,0,0,-2,-3,-5,-21,-382,3,-285,-282,15,15,-134,-8,-409,348,0,-134
2010-06-30,92,184,3,187,56,0,-99,-395,-533,-226,-341,0,0,210,-2,208,-15,-148,1150,-122,1028,2396,2342,-132,-73,3165,2781,0,-132
2010-03-31,255.00000,161.00000,43.00000,204.00000,-101.00000,,178.00000,159.00000,316.00000,798.00000,-283.00000,,124.00000,-130.00000,-5.00000,-135.00000,-16.00000,-310.00000,597.00000,-36.00000,561.00000,14.00000,14.00000,-131.00000,-14.00000,430.00000,923.00000,,-131.00000
2009-12-31,157,229,88,317,145,0,51,-19,154,605,-404,67,81,-102,147,45,-78,-289,-100,18,-82,15,15,-131,-13,-211,105,0,-131
2009-09-30,26,224,309,533,-140,45,-17,226,114,679,-297,-19,0,-19,-7,-26,-9,-351,-486,7,-479,15,15,-130,-11,-605,-277,0,-130
2009-06-30,-3,204,117,321,80,-45,-85,33,-68,258,-254,-18,0,183,-5,178,4,-90,289,13,302,14,14,-130,-12,174,342,0,-130
2009-03-31,246.00000,203.00000,-99.00000,104.00000,-9.00000,,-99.00000,-5.00000,-62.00000,310.00000,-270.00000,-30.00000,,156.00000,-7.00000,149.00000,1.00000,-150.00000,-421.00000,-90.00000,-511.00000,16.00000,16.00000,-126.00000,-8.00000,-629.00000,-469.00000,,-126.00000
