,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2016-03-31,310.00000,297.00000,208.00000,505.00000,-30.00000,8.00000,-84.00000,-379.00000,-291.00000,524.00000,-857.00000,,-247.00000,-247.00000,-14.00000,-1118.00000,217.00000,-330.00000,-113.00000,15.00000,15.00000,-185.00000,-4.00000,-287.00000,-883.00000,-2.00000,-185.00000
2015-12-31,176,290,182,472,178,-10,-162,595,430,1078,-913,286,-299,-299,-44,-970,554,369,923,10,10,-173,-13,747,853,-2,-173
2015-09-30,428,285,288,573,-117,-16,241,-416,-288,713,-903,-34,0,0,-25,-962,-100,-85,-185,-2,-2,-180,0,-367,-618,-1,-180
2015-06-30,219,276,40,316,278,8,-100,283,392,927,-815,-252,35,35,-26,-1058,193,726,919,-5,-5,-190,-1,723,592,-1,-190
2015-03-31,370.00000,279.00000,166.00000,445.00000,-243.00000,40.00000,-58.00000,-275.00000,-256.00000,559.00000,-642.00000,,-35.00000,-35.00000,10.00000,-667.00000,,-281.00000,-281.00000,-2.00000,-2.00000,-190.00000,-1.00000,-474.00000,-582.00000,-1.00000,-190.00000
2014-12-31,82,275,224,499,79,-29,-29,710,499,1080,-544,-108,-112,-112,1,-763,998,-625,373,-2,-2,-186,-8,177,494,2,-186
2014-09-30,436,270,713,983,-59,-21,-1,-818,-925,494,-698,215,-289,-289,9,-763,0,-106,-106,-6,-6,-185,-3,-300,-569,-1,-185
2014-06-30,213,265,-462,-197,331,-20,-92,864,1017,1033,-679,-107,152,152,35,-599,-278,701,423,183,183,-368,0,238,672,-2,-368
2014-03-31,361.00000,261.00000,210.00000,471.00000,-307.00000,60.00000,113.00000,-57.00000,-608.00000,224.00000,-606.00000,,-44.00000,-44.00000,16.00000,-634.00000,650.00000,-621.00000,29.00000,-185.00000,-185.00000,,-6.00000,-162.00000,-572.00000,-1.00000,
2013-12-31,234,260,-81,179,64,5,75,735,901,1314,-761,93,-1,-1,-95,-764,-2,231,229,536,536,-721,6,50,600,-2,-721
2013-09-30,464,258,149,407,-72,-47,-72,-411,-498,373,-658,0,-172,-172,147,-683,-1,-180,-181,-542,-542,360,0,-363,-673,-1,360
2013-06-30,172,255,77,332,148,-51,-37,257,445,949,-660,0,-15,-15,126,-549,22,379,401,-1,-1,-180,-5,215,615,0,-180
2013-03-31,192.00000,251.00000,-166.00000,85.00000,-135.00000,60.00000,-84.00000,-358.00000,-361.00000,-84.00000,-676.00000,,13.00000,13.00000,,-663.00000,191.00000,482.00000,673.00000,-1.00000,-1.00000,-180.00000,-7.00000,485.00000,-262.00000,-1.00000,-180.00000
2012-12-31,207,246,347,593,43,25,93,-1,161,961,-608,0,-78,-78,30,-656,-1,199,198,7,7,-185,0,20,325,-1,-185
2012-09-30,440,240,209,449,-248,-18,107,-320,-498,391,-478,0,-256,-256,-28,-762,-302,-460,-762,-4,-1,-178,0,-941,-1312,-1,-175
2012-06-30,214,205,-113,92,52,-12,-11,871,539,845,-635,0,-8,-8,28,-615,-1,800,799,-4,-246,-171,0,382,612,-2,-174
2012-03-31,280.00000,264.00000,163.00000,427.00000,54.00000,31.00000,-78.00000,-658.00000,-305.00000,402.00000,-523.00000,,33.00000,33.00000,,-490.00000,399.00000,,399.00000,-8.00000,-8.00000,-178.00000,-4.00000,209.00000,121.00000,,-175.00000
2011-12-31,193,235,286,521,-16,19,-145,434,262,976,-550,0,11,11,0,-539,-1,0,-1,-10,-10,-176,0,-187,250,-3,-174
2011-09-30,386,232,239,471,-75,-65,26,-238,-285,572,-501,0,-31,-31,50,-482,0,0,0,-8,-8,-176,0,-184,-94,-2,-173
2011-06-30,169,229,-72,157,80,-65,78,1032,901,1227,-627,0,4,4,-10,-633,-2,-464,-466,24,24,-176,0,-618,-24,-2,-173
2011-03-31,314.00000,237.00000,174.00000,411.00000,61.00000,103.00000,-154.00000,-663.00000,-363.00000,362.00000,-456.00000,,,,-40.00000,-496.00000,-1.00000,464.00000,463.00000,25.00000,25.00000,-176.00000,,312.00000,178.00000,-4.00000,-173.00000
2010-12-31,235,227,31,258,-12,16,83,898,914,1407,-599,0,3,3,-13,-609,-5,-846,-851,361,361,-163,-5,-658,140,-2,-161
2010-09-30,353,211,500,711,-165,-36,-26,-776,-885,179,-548,0,-15,-15,4,-559,-185,693,508,53,53,-160,-1,400,20,-4,-157
2010-06-30,186,211,-124,87,182,-25,21,467,521,794,-551,0,0,0,4,-547,319,-322,-3,11,11,-159,-5,-156,91,-4,-156
2010-03-31,229.00000,204.00000,200.00000,404.00000,-131.00000,52.00000,-100.00000,-567.00000,-632.00000,1.00000,-465.00000,,,,5.00000,-460.00000,-45.00000,475.00000,430.00000,14.00000,14.00000,-158.00000,,286.00000,-173.00000,-5.00000,-155.00000
2009-12-31,204,177,109,286,167,43,150,180,507,997,-705,0,0,0,-9,-714,337,-509,-172,232,232,-153,-5,-98,185,-5,-151
2009-09-30,339,175,32,207,-208,-41,-11,-316,-520,26,-531,0,0,0,4,-527,-1,409,408,10,10,-153,0,265,-236,-4,-150
2009-06-30,153,174,-63,111,149,-23,93,351,534,798,-595,0,0,0,2,-593,-277,-122,-399,7,7,-153,0,-545,-340,-2,-150
2009-03-31,183.00000,202.00000,236.00000,438.00000,-57.00000,182.00000,-250.00000,125.00000,24.00000,645.00000,-529.00000,,,,3.00000,-526.00000,749.00000,-141.00000,608.00000,8.00000,8.00000,-153.00000,-5.00000,458.00000,577.00000,-3.00000,-150.00000
