,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-06-30,-197,426,193,619,18,157,-20,64,-253,169,-38,0,-10,126,116,-308,-230,-68,0,-68,52,52,-146,-10,-172,-227,64,-146
2019-03-31,-581,453,41,494,493,-13,-291,-73,291,204,-222,0,-36,36,0,-95,-317,-38,0,-38,5,5,-146,-40,-219,-331,84,-146
2018-12-31,-487,482,175,657,504,-308,-155,192,299,469,-220,0,-22,11,-11,-235,-466,-537,0,-537,53,53,-144,-3,-631,-633,79,-144
2018-09-30,511.00000,489.00000,302.00000,791.00000,-22.00000,-175.00000,-50.00000,-404.00000,-597.00000,705.00000,-277.00000,,-11.00000,9.00000,-2.00000,20.00000,-259.00000,-38.00000,,-38.00000,-555.00000,-555.00000,-148.00000,-66.00000,-807.00000,-359.00000,79.00000,-148.00000
2018-06-30,756,502,67,569,-186,-274,3,-49,-462,863,-190,-1,-23,12,-11,-47,-249,-37,0,-37,-362,-362,-150,-14,-563,42,78,-150
2018-03-31,61,684,605,1289,41,-389,267,-43,-323,1027,-213,0,-9,10,1,-187,-399,-2046,500,-1546,-108,-108,-148,-144,-1946,-1309,103,-148
2017-12-31,-823,548,-50,498,49,21,-106,1557,1507,1182,-251,-6,-19,29,10,-382,-629,-1089,0,-1089,79,79,-148,-9,-1167,-614,99,-148
2017-09-30,681.00000,543.00000,145.00000,688.00000,-148.00000,44.00000,-126.00000,-132.00000,-236.00000,1133.00000,-155.00000,-93.00000,-38.00000,16.00000,-22.00000,-108.00000,-378.00000,-62.00000,,-62.00000,20.00000,20.00000,-147.00000,-35.00000,-224.00000,532.00000,97.00000,-147.00000
2017-06-30,280,556,83,639,2,-87,-83,92,20,939,-125,0,-7,6,-1,-64,-190,482,0,482,112,112,-146,-497,-49,702,91,-146
2017-03-31,248,577,65,642,51,-169,158,71,108,998,-103,0,-35,171,136,-163,-130,-9,0,-9,33,33,-144,-40,-160,712,102,-144
2016-12-31,235,525,132,657,22,24,66,91,168,1060,-146,0,-155,241,86,-54,-114,-12,0,-12,66,66,-142,14,-74,863,102,-142
2016-09-30,-366.00000,755.00000,256.00000,1011.00000,-562.00000,28.00000,120.00000,-79.00000,-205.00000,440.00000,-183.00000,,-84.00000,73.00000,-11.00000,-8.00000,-202.00000,-4250.00000,,-4250.00000,85.00000,85.00000,-142.00000,-5.00000,-4312.00000,-4074.00000,99.00000,-142.00000
2016-06-30,-366,456,21,477,188,168,-113,62,244,355,-151,-9835,-170,702,532,-143,-9597,15159,-255,14904,462,462,-117,-3744,11505,2264,70,-117
2016-03-31,74,247,35,282,396,11,-243,-84,129,485,-133,0,-54,641,587,-11,443,-301,0,-301,10,10,-116,3,-404,524,42,-116
2015-12-31,251,253,65,318,-34,22,13,32,29,598,-149,0,-172,142,-30,-2,-181,-32,0,-32,39,39,-116,-26,-135,282,37,-116
2015-09-30,283.00000,237.00000,53.00000,290.00000,-84.00000,105.00000,-71.00000,-2.00000,-28.00000,545.00000,-151.00000,,-236.00000,124.00000,-112.00000,-10.00000,-273.00000,-31.00000,,-31.00000,-45.00000,-45.00000,-115.00000,-24.00000,-215.00000,57.00000,42.00000,-115.00000
2015-06-30,220,250,141,391,164,-47,-156,35,-123,488,-163,-10,-835,768,-67,-1,-241,224,0,224,-132,-132,-116,-11,-35,212,45,-116
2015-03-31,384,285,10,295,185,-40,-86,-13,5,684,-150,-241,573,-630,-57,-10,-458,-31,0,-31,-206,-206,-93,14,-316,-90,37,-93
2014-12-31,438,290,51,341,35,-10,45,99,-536,243,-305,-6,-475,630,155,28,-128,-32,0,-32,-236,-236,-93,-11,-372,-257,41,-93
2014-09-30,423.00000,289.00000,54.00000,343.00000,74.00000,-46.00000,49.00000,-24.00000,61.00000,827.00000,6.00000,,-120.00000,,-120.00000,-12.00000,-126.00000,-31.00000,,-31.00000,-184.00000,-184.00000,-94.00000,-37.00000,-346.00000,355.00000,39.00000,-94.00000
2014-06-30,317,308,132,440,-187,51,81,-17,-45,712,-161,0,-91,72,-19,0,-180,-31,0,-31,-210,-210,-70,14,-297,235,31,-70
2014-03-31,375,307,39,346,157,15,-199,21,-23,698,-161,0,-470,0,-470,0,-631,621,-500,121,-216,-216,-71,13,-153,-86,41,-71
2013-12-31,430,317,44,361,-170,-45,64,-11,-65,726,-170,-560,0,0,0,-35,-765,-57,500,443,-75,-75,-59,-484,-175,-214,42,-59
2013-09-30,495.00000,312.00000,-26.00000,286.00000,25.00000,-21.00000,22.00000,-23.00000,-101.00000,680.00000,-136.00000,-263.00000,0.00000,,,39.00000,-360.00000,-58.00000,,-58.00000,-128.00000,-128.00000,-59.00000,485.00000,240.00000,560.00000,42.00000,-59.00000
2013-06-30,-265,302,9,311,-81,9,-77,34,638,684,-136,0,-17,0,-17,17,-136,-57,0,-57,-173,-173,-60,-9,-299,249,30,-60
2013-03-31,391,309,28,337,32,6,-82,-9,-1,727,-188,26,0,0,0,-2,-164,-115,0,-115,-206,-206,0,2,-319,244,36,0
2012-12-31,335,309,127,436,220,101,-285,21,1,772,-246,-18,0,0,0,-15,-279,0,0,0,-95,-95,-121,2,-214,279,32,-121
2012-09-30,519.00000,313.00000,27.00000,340.00000,413.00000,-94.00000,-67.00000,-62.00000,77.00000,936.00000,-382.00000,-9.00000,,,,,-391.00000,-58.00000,,-58.00000,-183.00000,-183.00000,,25.00000,-216.00000,329.00000,39.00000,0.00000
2012-06-30,745,339,84,423,40,71,-95,46,-39,1129,-248,15,0,0,0,0,-233,-558,0,-558,-571,-571,0,59,-1070,-169,31,0
2012-03-31,483,188,54,242,-337,-94,902,37,483,1208,-140,-3541,0,0,0,0,-3681,-872,0,-872,18,18,0,2786,1932,-547,20,0
2011-12-31,145,140,142,282,609,179,-832,-20,-49,378,-119,0,0,0,0,0,-119,-32,0,-32,21,21,0,1,-10,249,24,0
2011-09-30,239.00000,158.00000,26.00000,184.00000,-150.00000,-68.00000,157.00000,7.00000,-71.00000,352.00000,-134.00000,,,,,,-134.00000,-31.00000,,-31.00000,2.00000,2.00000,,-4.00000,-33.00000,185.00000,17.00000,
2011-06-30,158,150,31,181,-36,-3,107,-57,108,447,-153,-15,0,0,0,0,-168,-31,0,-31,23,23,0,-11,-19,260,15,0
2011-03-31,146,151,20,171,79,-6,-86,22,-4,313,-175,0,0,0,0,0,-175,-25,0,-25,11,11,0,-4,-18,120,17,0
2010-12-31,225,151,19,170,75,-7,-5,8,110,505,-250,0,0,0,0,0,-250,-25,0,-25,22,22,0,0,-3,252,18,0
2010-09-30,197.00000,150.00000,19.00000,169.00000,-68.00000,-1.00000,162.00000,-17.00000,24.00000,390.00000,-200.00000,,,,,,-200.00000,-25.00000,,-25.00000,-48.00000,-48.00000,,7.00000,-66.00000,124.00000,19.00000,
2010-06-30,264,134,46,180,1,-17,-150,37,-81,363,-185,-253,0,0,0,0,-438,-25,0,-25,25,25,0,-17,-17,-92,17,0
2010-03-31,401,129,19,148,108,-54,-8,31,39,588,-177,0,0,1,1,0,-176,-19,0,-19,7,7,0,-9,-21,391,16,0
2009-12-31,429,126,9,135,-234,-58,170,35,-7,557,-199,0,0,3,3,0,-196,-19,0,-19,32,32,0,5,18,379,14,0
2009-09-30,288.00000,121.00000,13.00000,134.00000,-205.00000,-19.00000,258.00000,1.00000,12.00000,434.00000,-176.00000,,,,,,-176.00000,-19.00000,,-19.00000,15.00000,15.00000,,8.00000,4.00000,262.00000,13.00000,
2009-06-30,196,121,27,148,-98,9,66,12,5,349,-82,-19,0,1,1,0,-100,-20,0,-20,15,15,0,-29,-34,215,14,0
2009-03-31,274,358,131,489,190,79,-99,16,193,956,-408,-44,0,1,1,0,-451,-7,0,-7,-23,-23,0,0,-30,475,33,0
