,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-08-31,153.30000,64.70000,-31.90000,32.80000,-13.70000,-138.40000,67.80000,-6.50000,-50.10000,136.00000,-38.60000,,,,,,,-38.60000,,295.30000,295.30000,-302.40000,-302.40000,-83.30000,-16.70000,-107.10000,0.00000,8.20000,-83.30000
2017-05-31,151.9,68.2,-7.9,60.3,55.2,88.3,57.7,6.8,111.5,323.7,-82.9,0,-217.6,0,0,0,5.3,-295.2,-2.2,24.4,22.2,-398.2,-398.2,-86.1,0,-462.1,-432.2,-28.1,-86.1
2017-02-28,180.2,66.3,17.2,83.5,98.7,67.2,-58.4,8,40.6,304.3,-39,0,0,0,0,0,0,-39,-506.5,-2.9,-509.4,-405.3,-405.3,-109.5,-1.9,-1026.1,-758.9,9.8,-109.5
2016-11-30,125.9,66.3,54.9,121.2,-64,51.1,15.2,5,-30.8,216.3,-50.9,0,-105.4,0,0,0,-65.4,-221.7,-1.9,-3.9,-5.8,-69.7,-69.7,-109.9,842.2,656.8,720.3,10.8,-109.9
2016-08-31,190.00000,67.20000,-9.00000,58.20000,14.80000,-83.30000,56.50000,-4.80000,77.70000,325.90000,-56.10000,,486.30000,,,,-58.30000,371.90000,-553.90000,-3.30000,-557.20000,-53.00000,-53.00000,-109.50000,-18.00000,-737.70000,-75.90000,7.50000,-109.50000
2016-05-31,120.9,67.9,353.4,421.3,-57.5,131.2,-13.7,2.6,-21.6,520.6,-90.1,0,0,0,0,0,-38.9,-129,-3.3,-1,-4.3,52.4,52.4,-109,0.7,-60.2,332.1,12.3,-109
2016-02-29,206.3,69.4,133.1,202.5,-0.7,99.9,-94.4,10.5,-22.3,386.5,-57.5,10.1,-10.4,0,0,0,2551.2,2493.4,-2265.4,-166.8,-2432.2,45.4,45.4,-108.5,-10.9,-2506.2,394,29.5,-108.5
2015-11-30,159.3,49.5,179.9,229.4,-34.7,-51.9,-62,-13.3,-129.7,259,-5.5,0.3,0,0,0,0,-106.3,-111.5,-252,172.1,-79.9,25.6,25.6,-107.9,7.6,-154.6,-11.7,-9.2,-107.9
2015-08-31,-1152.40000,91.70000,1320.10000,1411.80000,-63.90000,-113.10000,51.80000,11.00000,-166.30000,93.10000,-88.70000,-10.40000,,,,,-26.40000,-125.50000,-2.50000,5.20000,2.70000,93.60000,93.60000,-107.10000,-1.40000,-12.20000,-50.40000,9.20000,-107.10000
2015-05-31,211.5,0.8,271.9,272.7,49.4,181.7,9.7,34.5,279.9,764.1,-11.3,0,54,-391.4,391.4,0,-216.5,-173.8,-0.2,-421.5,-421.7,1.1,1.1,-107,-15.8,-543.4,50,-9.6,-107
2015-02-28,-952.7,92.4,1237.7,1330.1,127.7,146.1,-245,-83.5,-54.6,322.8,-69.9,0,0.7,0,0,0,-31.2,-100.4,-2,-108.7,-110.7,23.5,23.5,-106.5,-7.1,-200.8,9.9,42.9,-106.5
2014-11-30,15.9,95.4,242.3,337.7,-92.2,-299,148.4,16.5,-169.5,184.1,-66.7,0,0,-11.5,0,-11.5,-20.8,-99,-2.5,-14.5,-17,28.1,28.1,-106.2,-1.2,-96.3,-11.9,-14.5,-106.2
2014-08-31,484.50000,96.00000,-304.80000,-208.80000,-16.60000,-92.10000,71.40000,13.50000,-42.10000,233.60000,-88.60000,0.00000,-75.40000,402.90000,,402.90000,92.70000,331.60000,-936.70000,407.30000,-529.40000,27.10000,27.10000,-105.50000,-5.90000,-613.70000,-6.40000,14.50000,-105.50000
2014-05-31,-321.4,-72.9,766.7,693.8,58.4,175.5,-51.6,28,228.2,600.6,39.1,0,0,0,0,0,-101.1,-62,-497.9,-3.9,-501.8,16.3,16.3,-105.4,-4.6,-595.5,-61.9,-45.5,-105.4
2014-02-28,236.9,149.7,114.1,263.8,131.7,196.4,-238.4,-80.7,-115.4,385.3,-129.8,0,-0.3,0,0,0,-7.4,-137.5,-20.5,-88,-108.5,17.1,17.1,-105.1,-0.8,-197.3,37.4,13.7,-105.1
2013-11-30,252.4,138,0,138,-170.1,-192,222.9,53.8,26.2,416.6,-160.1,0,-39.6,0,0,0,45.3,-154.4,-48.4,-48.5,-96.9,-61.7,-61.7,-105.6,0.3,-263.9,-13.3,14.8,-105.6
2013-08-31,147.20000,139.80000,13.50000,153.30000,30.40000,-172.60000,63.90000,-0.60000,-134.40000,166.10000,-170.30000,,,,,,-7.30000,-177.60000,-2.30000,97.20000,94.90000,32.00000,32.00000,-104.80000,0.50000,22.60000,30.50000,17.00000,-104.80000
2013-05-31,194,120.5,8,128.5,-39.4,290.9,-25.5,19.4,308,630.5,-126.2,-4.8,-1.1,1.8,-1.5,0.3,-33,-164.8,-1162.2,183.9,-978.3,77.1,77.1,-104.1,0.8,-1004.5,-555.8,14.2,-104.1
2013-02-28,123.4,112.8,10,122.8,97.1,98.9,-182.3,-52.4,56.9,303.1,-103.2,0,-4749.1,-1.8,0,-1.8,-0.3,-4854.4,4597.1,1.1,4598.2,357.2,357.2,-101.3,-55.9,4798.2,247,25,-101.3
2012-11-30,216.5,94.1,4.6,98.7,-74.1,-185.2,172.8,53.6,-160.5,154.7,-78.7,0,0,0,0,0,-2.6,-81.3,725.7,-272,453.7,-71.5,-71.5,-97.4,1.3,286.1,360.3,14.7,-97.4
2012-08-31,252.20000,91.20000,12.10000,103.30000,-35.80000,-148.50000,53.30000,-33.90000,-31.60000,323.90000,-96.50000,,-268.60000,,,,-0.20000,-365.30000,-16.90000,232.00000,215.10000,-64.20000,-64.20000,-97.90000,0.20000,53.20000,13.50000,13.10000,-97.90000
2012-05-31,-83.5,93.8,159.4,253.2,50.4,187.4,-15.7,13.4,102.9,272.6,-94.4,0,-328.6,0,-39.6,-39.6,-1,-463.6,-8,37,29,-238.3,-238.3,-99.8,0.8,-308.3,-501.2,6.6,-99.8
2012-02-29,280.7,90.6,-28.6,62,60.5,58.4,-249.4,26.3,-53.2,289.5,-76.8,-62.5,-249.1,0,0,0,0,-388.4,-7.5,3,-4.5,94.3,94.3,-99.1,1,-8.3,-102.3,10.8,-99.1
2011-11-30,183.1,95,-63,32,-52,-216.8,238.5,-31.2,-40.3,174.8,-63,57.5,-57.5,0,0,0,0,-63,-345.6,0,-345.6,-50.9,-50.9,-95.4,0,-491.9,-388.7,12.1,-95.4
2011-08-31,94.10000,91.50000,7.70000,99.20000,-63.10000,-12.10000,108.90000,-3.00000,121.80000,315.10000,-91.80000,-57.50000,,,,,,-149.30000,-2.50000,,-2.50000,55.70000,55.70000,-94.30000,,-41.10000,122.80000,12.30000,-94.30000
2011-05-31,256.2,96.6,-288.9,-192.3,25.6,120.9,33.7,24.9,348.5,412.4,-101.3,0,-0.1,0,0,0,9.2,-92.2,-2.6,0,-2.6,-132.9,-132.9,-97.8,0.1,-233.2,89.5,10.3,-97.8
2011-02-28,215.1,90.1,345.1,435.2,25.2,41.6,-56.2,-76.1,-29.5,620.8,-148.1,-18,5,0,0,0,429.1,268,-2.4,0,-2.4,-454,-454,-100.3,2.2,-554.5,337.7,11.8,-100.3
2010-11-30,201.8,88.4,67.1,155.5,-45.8,-204.9,126.4,21.3,-147,210.3,-69.8,0,-6.3,0,0,0,-4.4,-80.5,-250.9,0,-250.9,-89.3,-89.3,-87.9,0.1,-428,-295.7,14.3,-87.9
2010-08-31,146.30000,85.80000,-95.30000,-9.50000,-2.20000,-148.30000,81.10000,37.80000,-28.00000,108.80000,-128.10000,,-129.70000,,,,251.40000,-6.40000,-38.40000,,-38.40000,-89.10000,-89.10000,-88.50000,-0.40000,-216.40000,-112.30000,8.40000,-88.50000
2010-05-31,-22.1,83.1,235.4,318.5,1.6,167.3,-7.6,-72.1,69.8,366.2,-38.7,-3,-100.5,0,0,0,103.4,-38.8,-3.4,0,-3.4,-64,-64,-88.8,1.6,-154.6,167.6,14.3,-88.8
2010-02-28,228.7,81.5,-6.9,74.6,-20,141.7,-49.4,23.5,146,449.3,-117.7,0,21.7,0,0,0,5.1,-90.9,-3.4,0,-3.4,30.4,30.4,-88.7,0.7,-61,295.4,14.8,-88.7
2009-11-30,239.2,80.7,9.2,89.9,2.4,-143.9,173.5,44.5,65.5,394.6,-121.5,0,0,0,0,0,10,-111.5,-6.3,0,-6.3,2.4,2.4,-84.2,2,-86.1,200.5,14.7,-84.2
2009-08-31,165.20000,78.80000,-20.00000,58.80000,-74.10000,34.50000,-42.60000,-15.90000,38.60000,262.60000,-116.00000,,-3.00000,,,,4.90000,-114.10000,-2.70000,,-2.70000,-14.10000,-14.10000,-85.00000,-1.00000,-102.80000,46.50000,12.00000,-85.00000
2009-05-31,174.9,68.2,-99.3,-31.1,103.6,166.8,-19,46,356.5,500.3,-109.2,0,0,0,0,0,-6.8,-116,35.5,-181.5,-146,0,0,-85,-2.6,-233.6,155,12.6,-85
2009-02-28,804.1,236.7,-1166.1,-929.4,-28.8,-213.8,36.5,124.8,-251,-376.3,-302,0,-50.6,0,0,0,2259.8,1907.2,-21.1,-396.8,-417.9,-893.9,-893.9,-263.2,-18.4,-1593.4,-52.7,33.3,-263.2
