,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,185,40.1,-3.2,36.9,152.3,-69.1,68.1,-188.7,12.7,234.6,-6.6,0,0,-12,-12,-11.5,-30.1,17.8,-261.2,-243.4,4.1,4.1,-57.1,-3.5,-299.9,-93.5,3.9,-57.1
2020-03-31,206.20000,39.10000,26.50000,65.60000,-283.80000,-63.30000,-68.10000,-299.10000,-600.10000,-328.30000,-15.50000,,,-18.60000,-18.60000,-9.10000,-43.20000,-0.70000,530.70000,530.00000,1.80000,1.80000,-57.00000,,474.80000,97.10000,7.40000,-57.00000
2019-12-31,-2.8,39,206.8,245.8,-242.2,158.2,222.4,263.7,215.9,458.9,-63.3,0,0,-6,-6,-7.1,-76.4,-300.3,-29.3,-329.6,-78,-78,-52,-2.2,-461.8,-80.6,6.4,-52
2019-09-30,89.5,36.6,4.8,41.4,347.8,-24.8,-110.2,-73.4,124.2001,255.1,-21.3,0,0,-15.3,-15.3,-19.8,-56.4,899.4,-531.3,368.1,-86,-86,-52.3,-94.1,135.7,336.3,6.3,-52.3
2019-06-30,176.3,37.2,31.4,68.6,160.3,-17.3,-100.2,-252.1,-193.2001,51.7,-16.4,0,0,-14.1,-14.1,0.8,-29.7,-0.5,103.1,102.6,-97.2,-97.2,-52.8,-1.1,-48.5,-26.1,6.8,-52.8
2019-03-31,217.20000,37.30000,8.50000,45.80000,-389.40000,-109.70000,91.00000,-193.20000,-540.20000,-277.20000,7.10000,,,-12.60000,-12.60000,-18.70000,-24.20000,-0.50000,445.60000,445.10000,-104.30000,-104.30000,-53.20000,-37.20000,250.40000,-52.20000,6.10000,-53.20000
2018-12-31,34.6,38.8,131,169.8,-396.2,-88.5,62.8,417.8,-250,-45.6,-37,0,0,-18.4,-18.4,-38,-93.4,247,98.3,345.3,-200.1,-200.1,-22.3,-0.7,122.2,-14.8,5.2,-22.3
2018-09-30,74.8,37.8,55.5,93.3,309.9,-53.2,-161,-74.7,52.5,220.6,-15.7,9.4,0,-11.7,-11.7,-23.4,-41.4,-286.1,-20.6,-306.7,1.1,1.1,-22.3,-2.4,-330.3,-149.9,5.3,-22.3
2018-06-30,132.5,38.8,35,73.8,136.2,0.8,57.6,-179.7,65.5,271.8,-15.5,0,0,-9,-9,-16.7,-41.2,-114.7,-136.2,-250.9,4.1,4.1,-22.3,0,-269.1,-31.9,5.7,-22.3
2018-03-31,269.60000,34.80000,-143.90000,-109.10000,-331.40000,-59.80000,207.30000,-214.40000,-238.90000,-78.40000,-14.80000,98.20000,,-9.40000,-9.40000,-28.90000,45.10000,-0.60000,138.00000,137.40000,-1.20000,-1.20000,-22.30000,,113.90000,75.30000,6.30000,-22.30000
2017-12-31,531.1,26.6,-610.2,-583.6,-477.9,5.3,199.7,313,68.5,16,-2.6,-1225.6,0,0,0,-55.8,-1284,1495.2,-17.2,1478,1.6,1.6,-22.2,0,1457.4,189.2,4.8,-22.2
2017-09-30,55.8,25.1,14.7,39.8,7.5,-59.5,1.8,-38.8,-36.2,59.4,-15.6,38,0,0,0,-8.2,14.2,-95.8,18.1,-77.7,5.5,5.5,-22.3,0,-94.5,-19.4,5.1,-22.3
2017-06-30,75.3,22.5,5.4,27.9,200.5,-10.7,34.8,-70,191.8,295,-12.2,0,0,0,0,-20.7,-32.9,-102.1,-124.1,-226.2,4.6,4.6,-22.2,-2.5,-246.3,17.1,4.9,-22.2
2017-03-31,-123.80000,23.60000,220.90000,244.50000,78.80000,-37.90000,68.00000,-224.20000,-155.60000,-34.90000,-7.90000,,,,,-23.20000,-31.10000,-0.70000,120.10000,119.40000,8.20000,8.20000,-22.10000,-9.00000,96.50000,31.90000,6.30000,-22.10000
2016-12-31,16.4,25.4,137.4,162.8,-233.8,115.2,-9,258.3,-69.5,109.7,-16,0,0,0,0,-22,-38,-115.6,31,-84.6,-9.7,-9.7,-22.2,-20.1,-136.6,-66.5,4.6,-22.2
2016-09-30,79.6,25.6,57.3,82.9,7.7,60.1,-45,-36.6,1.1,163.6,-33.9,0,0,0,0,-3.6,-37.5,-76.2,9,-67.2,-0.1,-0.1,-22.1,0.1,-89.3,37.1,4.4,-22.1
2016-06-30,67,24.7,21.6,46.3,134.8,-33.8,-79.6,-64.2,11.2,124.5,-4.5,0,0,0,0,-11,-15.5,2.3,-61.8,-59.5,1.5,1.5,-22.2,0.1,-80.1,29.3,5,-22.2
2016-03-31,48.70000,24.90000,31.70000,56.60000,103.10000,-62.50000,103.90000,-178.20000,-5.30000,100.00000,-34.90000,,,,,-9.30000,-44.20000,-50.30000,2.40000,-47.90000,-0.60000,-0.60000,-22.10000,-0.40000,-71.00000,-14.30000,6.20000,-22.10000
2015-12-31,-202.7,-15.4,217.8,202.4,-174.9,35.8,-93.3,114,-47.3,-47.6,34.6,0,0,31.9,31.9,-70.4,-3.9,-12.3,-9.7,-22,-0.4,-0.4,-22.1,-0.2,-44.7,-95.1,3.2,-22.1
2015-09-30,0.4,38,80.4001,118.4001,74.1,32.8,-89.2,204.1,-256.7,-137.9,-22.5,-3.3999,0,34.5,34.5,-5.6,3,-0.6,-143,-143.6,0.2,0.2,-22.1,-0.4,-165.9,-303.8,3.9,-22.1
2015-06-30,746.3,31.4,-728.5001,-697.1001,188.9,9.2,-76.3,-266.7,75.4,124.6,-27,448.1,0,0,0,-1.7,419.4,626.7,-777.6,-150.9,1.8,1.8,-22.1,0.3,-170.9,372.3,3.8,-22.1
2015-03-31,-45.50000,22.80000,57.30000,80.10000,52.50000,-50.00000,-35.60000,-154.60000,-331.80000,-297.20000,-36.60000,,,,,-33.20000,-69.80000,-0.40000,383.00000,382.60000,0.60000,0.60000,-20.10000,1.70000,364.80000,-4.30000,4.50000,-20.10000
2014-12-31,78.3,22.6,-11.4,11.2,-176.7,109.6,-18.8,295.1,82.5,172,-39,0,0,27.5,27.5,-24.4,-35.9,-13.9,-38.4,-52.3,0.7,0.7,-20,-78.7,-150.3,-14.8,3.3,-20
2014-09-30,60.1,23,80,103,-79.3,-29.4,55.6,-13.4,-76,87.1,-41.8,18.3,0,0,0,-51.1,-74.6,-0.4,36.8,36.4,0.6,0.6,-20.1,-18.3,-1.4,9.9,3.1,-20.1
2014-06-30,113.3,24,-8.7,15.3,61.6,-34.5,24.7,-37,82.8,211.4,-37.9,-18.3,0,0,0,7.8,-48.4,-16.6,-98.4,-115,1.4,1.4,-20,-7.9,-141.5,21.9,4.6,-20
2014-03-31,70.40000,23.90000,52.50000,76.40000,-80.30000,-9.50000,-77.70000,-123.00000,-243.60000,-96.80000,-63.30000,199.10000,,,,-12.20000,123.60000,-0.70000,-39.60000,-40.30000,1.20000,1.20000,-18.00000,0.40000,-56.70000,-30.70000,3.80000,-18.00000
2013-12-31,31.9,-3.7,112.3,108.6,-288.3,16.4,44.2,165.2,-161,-20.5,-5.4,0,0,6.2,6.2,-83.5,-82.7,394.5,-256.2,138.3,0.4,0.4,-18,-3.2,117.5,13.6,2,-18
2013-09-30,19.9,34.2,100.1,134.3,-123.8,-24.4,72.3,38,-38.1,116.1,-74.2,-339.4,0,-1.7,-1.7,-42.5,-457.8,11,632.9,643.9,-248.8,-248.8,-18.5,-3.8,372.8,32.2,3.4,-18.5
2013-06-30,121.2,28.9,27,55.9,130.5,15,-16.2,-38.8,100.5,277.6,-45.6,0,0,-1.3,-1.3,-10.6,-57.5,0,-205,-205,5.5,5.5,-18.4,-6.5,-224.4,-5.2,3.6,-18.4
2013-03-31,135.00000,28.60000,29.10000,57.70000,-100.60000,-4.60000,-55.50000,-144.50000,-237.20000,-44.50000,-37.70000,-0.20000,,-3.20000,-3.20000,-14.10000,-55.20000,0.10000,311.60000,311.70000,-113.40000,-113.40000,-18.70000,-74.30000,105.30000,5.50000,5.20000,-18.70000
2012-12-31,106.2,31.3,11.9,43.2,-109,-50.6,47.7,167.2,-122.3,27.1,-66.3,-28.6,-13.9,9.7,-4.2,-24.2,-123.3,-2.6,96.3,93.7,5.8,5.8,-12.4,1.8,88.9,-7.3,3.3,-12.4
2012-09-30,94.6,17.9,19.1,37,-18.5,-53.2,19.8,-11.7,-46,85.6,-27.1,-15.8,0,-2.9,-2.9,-25.5,-71.3,-2.3,14.9,12.6,0.9,0.9,-12.5,-7.2,-6.2,8.9,2.5,-12.5
2012-06-30,110.3,34.5,33.5,68,53.2,-54.4,-3.4,-22.2,56.3,234.6,-42.3,-77.2,0,-3.8,-3.8,-7.8,-131.1,-2.7,-85.4,-88.1,3.1,3.1,-12.4,-0.5,-97.9,4.7,4.4,-12.4
2012-03-31,124.60000,32.20000,25.80000,58.00000,-117.30000,-36.30000,-12.70000,-64.40000,-170.20000,12.40000,-38.80000,-21.20000,,-3.00000,-3.00000,-4.90000,-67.90000,-6.90000,126.80000,119.90000,-140.10000,-140.10000,-10.50000,-2.30000,-33.00000,-88.10000,5.80000,-10.50000
2011-12-31,81.7,5.3,-76.7,-71.4,-107.8,-15.7,110.7,132,73,83.3,-37.2,-123.3,0,-3.2,-3.2,-57.4,-221.1,269.3,-13.7,255.6,-52.8,-52.8,-10.6,-3.5,188.7,49.5,2.3,-10.6
2011-09-30,90.9,31.6,45.9,77.5,-3.4,-30.6,29.9,-56.3,-14.2,154.2,-47.5,-1.5,0,0,0,-9,-58,-66.5,14.3,-52.2,-99.3,-99.3,-10.8,-9.9,-172.2,-77.2,3.6,-10.8
2011-06-30,112.2,32.3,26.1,58.4,117.3,-38.6,-30.8,-22,32.8,203.4,-40.7,0,0,0,0,-5.7,-46.4,-16.3,-22.1,-38.4,-9,-9,-10.8,0.4,-57.8,100.6,3.6,-10.8
2011-03-31,97.40000,30.40000,48.50000,78.90000,-113.90000,-25.00000,-44.40000,-34.20000,-235.90000,-59.60000,-30.20000,,,,,-2.30000,-32.50000,-7.60000,30.50000,22.90000,3.10000,3.10000,-9.00000,-1.00000,16.00000,-75.50000,5.30000,-9.00000
2010-12-31,-50.3,34.6,102.6,137.2,-41.5,17.6,53.1,5.1,-17.2,69.7,-47.1,-7.5,0,0,0,7.9,-46.7,-21.3,-9.3,-30.6,-95,-95,-9.1,4.8,-129.9,-105.8,3.1,-9.1
2010-09-30,85.9,32.5,-63.8,-31.3,25.9,-12,29.7,-38.6,42.9,97.5,-36,0,0,0,0,-5.7,-41.7,33,-6.6,26.4,-6.3,-6.3,-9.1,37.2,48.2,104.9,3.6,-9.1
2010-06-30,68.9,32.6,64.8,97.4,54,-6.6,22.3,-35,28.7,195,-26.8,0,0,0,0,-8.3,-35.1,-1.6,-57.7,-59.3,-21.1,-21.1,-9.1,5.9,-83.6,75.7,3.8,-9.1
2010-03-31,80.40000,33.90000,63.90000,97.80000,-148.30000,-6.90000,-14.00000,-35.30000,-185.90000,-7.70000,-29.80000,,,,,-0.70000,-30.50000,-1.10000,58.70000,57.60000,2.80000,2.80000,-9.10000,-2.60000,48.70000,10.10000,4.20000,-9.10000
2009-12-31,66.8,33.7,21.4,55.1,-34.3,29,31.7,-24.5,-63.6,58.3,-57.5,0,0,0,0,-2,-59.5,354.2,-327.5,26.7,4,4,-9,-3,18.7,16.7,2.1,-9
2009-09-30,29.4,32.3,56.9,89.2,-14.3,12.2,2.4,-16,-29.2,89.4,-29.6,-2.5,0,0,0,-2.6,-34.7,2.5,-35.3,-32.8,-16.6,-16.6,-9.1,-4.9,-63.4,-7.1,2.5,-9.1
2009-06-30,71.7,30.9,40.9,71.8,32.9,29.2,-45.4,3.9,-4.9,138.6,-40.1,-18.9,0,0,0,-3.1,-62.1,7.1,-49.7,-42.6,-13.4,-13.4,-9.1,-0.1,-65.2,12.1,2.5,-9.1
2009-03-31,70.90000,30.30000,62.90000,93.20000,-43.60000,-35.00000,-60.20000,-3.90000,-148.90000,15.20000,-30.10000,-12.90000,,,,-1.40000,-44.40000,11.80000,38.20000,50.00000,-0.40000,-0.40000,-9.10000,-8.40000,32.10000,2.50000,4.10000,-9.10000
