,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,1380,249,38,287,140,-133,0,53,26,1720,-129,0,1561,0,1561,5,1437,249,249,-795,-795,-823,-12,-1381,1776,69,-823
2020-03-31,1174.00000,250.00000,29.00000,279.00000,-242.00000,-2.00000,,-61.00000,-511.00000,851.00000,-161.00000,,992.00000,,992.00000,-5.00000,826.00000,749.00000,749.00000,-1495.00000,-1495.00000,-841.00000,-9.00000,-1596.00000,81.00000,63.00000,-841.00000
2019-12-31,1070,250,91,341,268,39,-93,-17,368,1754,-163,0,-1765,0,-1765,7,-1921,0,0,-441,-441,-841,-7,-1289,-1456,41,-841
2019-09-30,1425,275,44,319,77,39,93,61,242,1992,-149,0,-766,0,-766,1,-914,-2,-2,-262,-262,-721,-13,-998,80,48,-721
2019-06-30,1305,267,77,344,21,52,-93,20,183,1796,-256,0,-39,0,-39,37,-258,0,0,-717,-717,-722,-6,-1445,93,67,-722
2019-03-31,1217.00000,258.00000,63.00000,321.00000,-233.00000,86.00000,,230.00000,-451.00000,1107.00000,-249.00000,,1435.00000,,1435.00000,-13.00000,1173.00000,743.00000,743.00000,-1001.00000,-1001.00000,-724.00000,-16.00000,-998.00000,1282.00000,61.00000,-724.00000
2018-12-31,1239,249,16,265,378,-101,-7,111,627,2145,-314,0,1830,0,1830,-11,1505,0,0,-1971,-1971,-736,-7,-2714,936,42,-736
2018-09-30,1570,243,-6,237,-34,-26,0,163,313,2106,-370,0,-1384,0,-1384,-14,-1768,0,0,-1145,-1145,-602,-8,-1755,-1417,46,-602
2018-06-30,1405,233,75,308,-97,-58,0,90,184,1826,-249,0,162,0,162,6,-81,1000,1000,-916,-916,-606,-21,-543,1202,74,-606
2018-03-31,1366.00000,229.00000,39.00000,268.00000,-176.00000,-97.00000,,341.00000,-486.00000,1112.00000,-189.00000,,459.00000,,459.00000,-4.00000,266.00000,,,-695.00000,-695.00000,-611.00000,-11.00000,-1317.00000,61.00000,70.00000,-611.00000
2017-12-31,344,224,204,428,299,-49,19,18,1114,1929,-231,0,-660,0,-660,-7,-898,494,494,-544,-544,-611,-10,-671,360,45,-611
2017-09-30,1285,225,52,277,-106,39,-19,62,192,1722,-186,0,-298,0,-298,-4,-488,0,0,-574,-574,-495,-9,-1078,156,54,-495
2017-06-30,1056,225,21,246,-132,-104,0,102,-376,917,-151,0,135,0,135,8,-8,230,230,-566,-566,-498,-8,-842,67,75,-498
2017-03-31,997.00000,230.00000,77.00000,307.00000,-68.00000,-53.00000,,-85.00000,-491.00000,795.00000,-87.00000,,363.00000,,363.00000,-9.00000,267.00000,-250.00000,-250.00000,-389.00000,-389.00000,-500.00000,-4.00000,-1143.00000,-81.00000,68.00000,-500.00000
2016-12-31,1047,227,-34,193,166,18,72,-340,145,1387,-110,0,-567,0,-567,-8,-685,0,0,-418,-418,-499,0,-917,-215,48,-499
2016-09-30,1018,237,-69,168,-98,68,0,119,299,1465,-139,0,-463,0,-463,-1,-603,0,0,-346,-346,-382,0,-728,134,56,-382
2016-06-30,819,242,17,259,-76,-71,0,6,21,1109,-158,0,217,0,217,6,65,-501,-501,-334,-334,-382,-3,-1220,-46,76,-382
2016-03-31,711.00000,249.00000,96.00000,345.00000,-100.00000,-114.00000,,61.00000,-385.00000,653.00000,-124.00000,,700.00000,,700.00000,-3.00000,573.00000,,,-562.00000,-562.00000,-383.00000,,-945.00000,281.00000,72.00000,-383.00000
2015-12-31,836,261,27,288,318,80,0,-83,397,1559,-64,0,-617,0,-617,6,-675,0,0,-563,-563,-386,-68,-1017,-133,58,-386
2015-09-30,798,285,16,301,-47,114,0,64,314,1409,-139,0,521,0,521,7,389,-750,-750,-755,-755,-348,4,-1849,-51,66,-348
2015-06-30,696,291,25,316,-40,-41,0,17,-198,820,-116,0,-59,0,-59,1,-174,248,248,-603,-603,-354,5,-704,-58,84,-354
2015-03-31,656.00000,296.00000,78.00000,374.00000,-154.00000,-60.00000,,73.00000,-396.00000,609.00000,-122.00000,,280.00000,,280.00000,,158.00000,,,-424.00000,-424.00000,-356.00000,56.00000,-724.00000,43.00000,78.00000,-356.00000
2014-12-31,825,305,54,359,223,-33,0,-147,182,1434,-29,0,-462,0,-462,0,-491,0,0,-620,-620,-356,-74,-1050,-107,60,-356
2014-09-30,826,308,30,338,42,-7,0,128,200,1383,-97,0,-292,0,-292,6,-383,0,0,-602,-602,-319,11,-910,90,62,-319
2014-06-30,683,307,18,325,-165,-30,0,33,-236,775,-77,0,879,0,879,0,802,-1000,-1000,-618,-618,-323,15,-1926,-349,77,-323
2014-03-31,487.00000,310.00000,41.00000,351.00000,-149.00000,17.00000,,-7.00000,-365.00000,462.00000,-40.00000,,-266.00000,,-266.00000,1.00000,-305.00000,498.00000,498.00000,-437.00000,-437.00000,-325.00000,45.00000,-219.00000,-62.00000,78.00000,-325.00000
2013-12-31,511,313,118,431,318,-5,0,-129,285,1199,-107,0,-45,0,-45,29,-123,0,0,-566,-566,-326,8,-884,192,66,-326
2013-09-30,629,318,80,398,-30,-6,0,277,147,1150,-120,0,-94,0,-94,3,-211,0,0,-385,-385,-308,9,-684,255,71,-308
2013-06-30,660,321,35,356,-160,-20,0,-295,-301,675,-98,0,402,0,402,5,309,-514,-514,-378,-378,-309,4,-1197,-213,75,-309
2013-03-31,362.00000,345.00000,98.00000,443.00000,-112.00000,57.00000,,39.00000,-385.00000,360.00000,-66.00000,,79.00000,,79.00000,9.00000,22.00000,,,-225.00000,-225.00000,-232.00000,52.00000,-405.00000,-23.00000,75.00000,-232.00000
2012-12-31,264,419,58,477,381,91,123,-175,426,1085,-96,0,-102,-51,-153,60,-189,-1375,0,-467,-467,-235,12,-690,206,64,-235
2012-09-30,784,327,41,368,18,37,-9,31,31,1205,-150,0,-1311,20,-1291,0,-1441,1492,992,-537,-537,-194,-7,254,18,66,-194
2012-06-30,446,326,85,411,-151,-32,-77,77,-211,675,-146,0,438,29,467,0,321,0,-575,-232,-232,-195,5,-997,-1,64,-195
2012-03-31,265.00000,329.00000,65.00000,394.00000,63.00000,-91.00000,-37.00000,31.00000,-178.00000,449.00000,-103.00000,,371.00000,2.00000,373.00000,,270.00000,,-300.00000,-41.00000,-41.00000,-195.00000,18.00000,-518.00000,201.00000,69.00000,-195.00000
2011-12-31,298,425,130,555,236,203,-70,-190,250,971,-153,-35,-889,-71,-960,151,-997,-188,-188,-173,-173,-193,-9,-563,-589,66,-193
2011-09-30,600,226,94,320,22,22,95,-8,204,1140,-179,-5390,863,10,873,0,-4696,1200,1200,-417,-417,-148,1,636,-2920,93,-148
2011-06-30,672,226,7,233,-102,-84,58,-3,-291,629,-274,0,-311,43,-268,0,-542,3485,3485,-272,-272,-150,8,3071,3158,53,-150
2011-03-31,666.00000,231.00000,88.00000,319.00000,-44.00000,-158.00000,-83.00000,-9.00000,-438.00000,516.00000,-194.00000,,239.00000,18.00000,257.00000,,63.00000,,,-421.00000,-421.00000,-153.00000,19.00000,-555.00000,24.00000,57.00000,-153.00000
2010-12-31,942,238,-240,-2,237,-91,-97,-12,236,1230,-153,-140,-310,55,-255,0,-548,0,0,-313,-313,-153,10,-456,226,47,-153
2010-09-30,859,224,20,244,-29,-66,115,23,215,1318,-396,-59,-225,18,-207,0,-662,0,0,-559,-559,-143,1,-701,-45,47,-143
2010-06-30,769,227,42,269,-188,-73,8,-8,-476,562,-283,0,420,67,487,0,204,0,0,-700,-700,-147,2,-845,-79,49,-147
2010-03-31,658.00000,224.00000,36.00000,260.00000,-251.00000,-74.00000,-26.00000,15.00000,-208.00000,710.00000,-219.00000,,169.00000,-1.00000,168.00000,,-51.00000,,,-475.00000,-475.00000,-149.00000,,-624.00000,35.00000,47.00000,-149.00000
2009-12-31,655,223,109,332,156,-86,-36,40,80,1001,-436,0,-213,-2,-215,0,-651,0,0,-314,-314,-149,1,-462,-112,43,-149
2009-09-30,538,229,117,346,-186,-53,54,13,-50,834,-226,0,-740,16,-724,0,-950,0,0,-217,-217,-138,0,-355,-471,46,-138
2009-06-30,260,233,53,286,-116,37,101,15,11,557,-48,-51,201,40,241,0,142,0,0,-231,-231,-139,0,-370,329,47,-139
2009-03-31,17.00000,240.00000,53.00000,293.00000,-218.00000,279.00000,-119.00000,47.00000,-59.00000,251.00000,-43.00000,-104.00000,509.00000,1.00000,510.00000,,363.00000,,,-83.00000,-83.00000,-141.00000,,-224.00000,390.00000,50.00000,-141.00000
