,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2014-03-31,41.56000,24.48500,1.18800,25.67300,-34.44900,-120.14200,27.94300,-8.52200,-129.46900,-62.23600,-12.16900,,,,,,-12.16900,136.08900,2.47800,138.56700,,,-29.85000,1.47400,110.19100,35.27300,3.32200,-29.85000
2013-12-31,32.266,25.45,32.349,57.799,89.948,152.137,-11.821,18.483,244.231,334.296,-12.713,-559.855,0,0,0,0,-572.568,232.1758,30.983,263.1588,0,0,-19.827,-8.156,235.176,-16.457,16.436,-19.827
2013-09-30,125.263,23.373,0.836,24.209,30.762,23.077,-0.09,-0.813,89.187,238.659,-8.652,0,0,0,0,0,-8.652,-128.3648,-25.118,-153.4828,-5.279,-5.279,-19.818,-1.394,-179.974,50.015,2.739,-19.818
2013-06-30,121.586,24.088,6.488,30.576,-71.246,3.726,23.721,7.732,-55.928,96.234,-9.643,0,0,0,0,0,-9.643,-49.7681,0.644,-49.1241,0.873,0.873,-19.797,-4.037,-72.085,13.76,2.493,-19.797
2013-03-31,51.37900,24.90000,0.95900,25.85900,-44.66100,-95.19200,19.08700,-12.54500,-155.14600,-77.90800,-6.53000,,,,,,-6.53000,103.41100,3.63900,107.05000,4.40600,4.40600,,-0.81600,110.64000,25.74900,2.51000,
2012-12-31,80.388,25.031,-6.629,18.402,76.117,83.391,-22.08,-7.249,145.412,244.202,-11.408,0,-0.004,0,0,0,-11.412,-347.824,-24.687,-372.511,4.649,4.649,0,-3.726,-371.588,-139.473,13.774,0
2012-09-30,109.892,25.233,-2.635,22.598,3.633,98.856,32.784,-4.605,164.175,296.665,-10.157,0,-0.195,0,0,0,-10.352,-139.723,3.292,-136.431,3.372,3.372,0,-1.516,-134.575,152.607,2.873,0
2012-06-30,1.231,25.02,69.413,94.433,-74.733,140.218,-1.642,12.295,11.191,106.855,-9.989,0,12.903,0,0,0,2.914,-120.264,5.86,-114.404,0.408,0.408,0,0.238,-113.758,-4.938,2.077,0
2012-03-31,-26.83000,26.92000,0.32400,27.24400,-51.82900,-8.64700,-49.64500,5.01200,-94.52900,-94.11500,-9.01600,,,,,,-9.01600,124.43700,-21.54600,102.89100,0.32300,0.32300,,-1.07000,102.14400,-0.74500,1.77200,
2011-12-31,40.965,29.089,14.208,43.297,117.527,116.893,-53.82,1.334,116.09,200.352,-20.394,0,0,0,0,0,-20.394,-209.7822,28.897,-180.8852,0.32,0.32,0,-11.967,-192.532,-12.652,10.272,0
2011-09-30,90.832,27.468,2.192,29.66,14.175,-97.368,-56.147,-0.571,-79.113,41.379,-20.545,0,0,0,0,0,-20.545,-30.5551,5.163,-25.3921,8.722,8.722,0,0.961,-15.709,3.342,2.664,0
2011-06-30,86.782,28.189,1.817,30.006,-62.957,-92.429,91.071,5.289,-84.006,32.782,-22.21,0,-9.154,0,0,0,-31.364,-23.2119,-0.722,-23.9339,5.637,5.637,0,-3.487,-21.784,-20.149,0.689,0
2011-03-31,48.10900,27.63800,4.86200,32.50000,-42.16000,-215.00400,58.60200,-2.41300,-181.64400,-101.03500,-13.33000,,,,,,-13.33000,153.76700,-21.36900,132.39800,2.42500,2.42500,,0.16200,134.98500,21.13300,2.54800,
2010-12-31,28.056,30.391,47.986,78.377,77.453,101.287,-80.03,2.485,63.695,170.128,-27.497,0,-222.878,0,0,0,-250.375,60.751,7.7639,68.5149,2.501,2.501,0,-22.548,48.468,-31.825,11.214,0
2010-09-30,61.312,27.981,-0.073,27.908,-14.088,-83.713,1.951,-5.049,-62.022,27.198,-20.198,0,0,0,0,0,-20.198,18.797,9.969,28.766,2.017,2.017,0,0.187,30.97,38.699,2.502,0
2010-06-30,85.412,27.774,-4.951,22.823,-74.465,-116.279,87.086,11.004,-133.545,-25.31,-25.067,0,0,0,0,0,-25.067,74.134,-30.185,43.949,1.384,1.384,0,0.197,45.53,-5.823,2.55,0
2010-03-31,36.51300,30.97900,5.46000,36.43900,10.77100,-133.14000,20.92700,3.15700,-111.91400,-38.96200,12.16400,,,,,-0.51900,11.64500,34.81800,-4.06100,30.75700,0.03600,0.03600,,-0.07600,30.71700,3.67700,3.26800,
2009-12-31,-1.082,33.002,46.813,79.815,88.831,89.388,35.445,-3.284,124.964,203.697,-4.965,0,0,0,0,0.006,-4.959,-128.1659,4.1228,-124.0431,0.803,0.803,0,-74.999,-198.239,0.326,10.06,0
2009-09-30,41.138,24.176,19.069,43.245,-30.543,100.288,4.083,2.465,99.907,184.29,-14.858,0,0,0,0,0.01,-14.848,-177.2071,-1.7018,-178.9089,0.376,0.376,0,-0.23,-178.763,-8.944,9.255,0
2009-06-30,30.555,24.625,3.266,27.891,-76.412,72.322,5.096,13.497,26.047,84.493,-13.771,0,0,0,0,0,-13.771,-48.365,-6.803,-55.168,0,0,0,-0.274,-55.442,15.892,8.819,0
2009-03-31,-19.32800,25.91900,6.28100,32.20000,-21.68100,-13.17800,-41.10200,9.53200,-70.84800,-57.97600,-55.26600,,,,,,-55.26600,69.58300,9.00700,78.59000,,,,-0.32000,78.27000,-35.67300,9.56300,
