,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-07-31,126.80000,106.00000,7.40000,113.40000,7.30000,-71.20000,35.30000,4.30000,64.10000,304.30000,-69.60000,,,,,31.50000,-38.10000,,-170.10000,-170.10000,-6.60000,-6.60000,-84.90000,1.50000,-260.10000,16.40000,6.60000,-84.90000
2017-04-30,110.4,104.2,-21.4,82.8,-18.1,88.2,5.5,-43.3,71,264.2,-55.7,0,0,40.6,40.6,-26.5,-41.6,0,312,312,-418.6,-418.6,-87.2,0.1,-193.7,27.2,0,-87.2
2017-01-31,134.6,104.3,85.5,189.8,96.9,34.1,2.1,17.3,95.1,419.5,-52.2,0,0,0,0,0.4,-51.8,0,-264,-264,-0.2,-0.2,-87.2,0.1,-351.3,17.8,6.9,-87.2
2016-10-31,177.3,104.8,7.7,112.5,4.4,-15.4,-23.7,-23.6,-153.4,136.4,-33.8,0,0,0,0,0,-33.8,-100,100,0,-0.7,-0.7,-87.1,-0.1,-87.9,12.2,7,-87.1
2016-07-31,170.00000,105.70000,8.80000,114.50000,-74.30000,-117.30000,18.20000,48.00000,-45.60000,238.90000,-50.20000,,,,,-12.30000,-62.50000,-100.00000,22.00000,-78.00000,-18.10000,-18.10000,-77.80000,0.70000,-173.20000,-0.20000,8.10000,-77.80000
2016-04-30,191,106.4,-86.4,20,57.1,48,60.9,-13.3,125.2,336.2,-36.8,0,0,0,0,27.8,-9,0,146,146,-433.3,-433.3,-80.1,0.2,-367.2,-30.7,7.7,-80.1
2016-01-31,185.3,107.3,-10.9,96.4,99.5,84.5,24.9,-19.7,260.6,542.3,-43.4,193.7,0,-16,-16,-7.6,126.7,-350,-232,-582,-0.4,-0.4,-80,0.1,-662.3,1.5,10.5,-80
2015-10-31,176,107.7,9.3,117,-97.7,99.2,-1.9,26.5,-17.5,275.5,-64.2,0,0,0,0,6.3,-57.9,-200,67.4,-132.6,-0.5,-0.5,-80.1,0,-213.2,5.4,8.7,-80.1
2015-07-31,136.40000,108.70000,5.50000,114.20000,-80.80000,8.40000,-37.80000,17.60000,56.40000,307.00000,-53.00000,7.90000,,,,7.00000,-38.10000,-250.00000,76.60000,-173.40000,-6.90000,-6.90000,-76.40000,0.50000,-256.20000,8.00000,7.70000,-76.40000
2015-04-30,-90.3,77.8,170.1,247.9,87.1,41.8,43.5,21.2,69.9,227.5,-84.6,-1240,0,0,0,-18.1,-1342.7,1288.6,-38,1250.6,-9,-9,-65,-40.9,1135.7,13.9,7.6,-65
2015-01-31,160.9,63.1,5.7,68.8,75.4,113.9,-29.4,40.2,198,427.7,-48,-0.2,0,0,0,-10.7,-58.9,0,-281.9,-281.9,-4,-4,-65.1,0.9,-350.1,6.4,3.8,-65.1
2014-10-31,158.3,63.1,6.6,69.7,-57.7,22.9,-29.7,10,-136,92,-64.7,-80.3,0,0,0,3,-142,0,75.9,75.9,-0.7,-0.7,-65,1.6,11.8,-44.1,5.2,-65
2014-07-31,116.00000,63.20000,7.30000,70.50000,-83.00000,-153.30000,-9.80000,20.20000,-194.60000,-8.10000,-47.80000,,,,,-4.30000,-52.10000,-100.00000,221.60000,121.60000,-10.60000,-10.60000,-58.90000,7.80000,59.90000,-4.10000,6.90000,-58.90000
2014-04-30,118.5,65.1,-5.7,59.4,56.5,-64.9,68.6,3.3,89,266.9,-121.7,0,10,0,10,-1.4,-113.1,-50,248.4,198.4,-281.9,-281.9,-60.6,-26.2,-170.3,-15.1,4.9,-60.6
2014-01-31,166.7,65,6.4,71.4,96.9,154.8,-40.8,-5.6,183,421.1,-65.1,0.2,0,0,0,0.6,-64.3,0,-207,-207,-61.4,-61.4,-61,0.1,-329.3,18.1,5.7,-61
2013-10-31,153.4,64.2,8.6,72.8,-103,40.6,-3.9,-8.9,-140.3,85.9,-46.8,-102,0,0,0,-1.8,-150.6,0,122,122,0.1,0.1,-61,-1.4,59.7,-7,6.7,-61
2013-07-31,126.60000,62.10000,4.70000,66.80000,-44.30000,-115.10000,-20.60000,7.20000,-111.30000,82.10000,-35.20000,,,,,-7.10000,-42.30000,,85.00000,85.00000,-165.30000,-165.30000,-55.40000,0.10000,-135.60000,-98.90000,5.60000,-55.40000
2013-04-30,130.3,63.3,-9.3,54,46.2,-67.7,11.2,-3.4,-12.1,172.2,-59.8,0,0,0,0,0.4,-59.4,-50,0,-50,-188.4,-188.4,-56.3,0.9,-293.8,-182.4,5.5,-56.3
2013-01-31,154.2,61.4,6,67.4,109.3,97.5,0,-14.1,102.4,324,-45.5,0,0,0,0,11.3,-34.2,0,0,0,0.9,0.9,-56.3,0.5,-54.9,235.2,5.3,-56.3
2012-10-31,148.8,62.3,7.9,70.2,-78.3,44.1,0,18.5,-36.1,182.9,-51.9,0,0,0,0,-11.8,-63.7,0,0,0,-170.5,-170.5,-57.4,0.2,-227.7,-107.9,6.2,-57.4
2012-07-31,110.90000,63.90000,5.30000,69.20000,-44.00000,-58.70000,,-6.60000,-3.40000,176.70000,-46.00000,,,,,17.70000,-28.30000,,,,-4.00000,-4.00000,-52.80000,-7.80000,-64.60000,81.80000,4.30000,-52.80000
2012-04-30,104.086,68.67,-6.061,62.609,17.734,30.162,35.8,-53.399,94.966,261.661,-76.093,5.087,0,-35.9,-35.9,-19.379,-126.285,0.04,0,0.04,-224.197,-224.197,-54.311,0.615,-277.853,-140.683,5.176,-54.311
2012-01-31,116.844,58.613,9.525,68.138,97.928,194.251,0,0.977,224.323,409.305,-59.303,-379.509,0,0,0,1.229,-437.583,0,0,0,-44.729,-44.729,-54.564,2.186,-97.107,-125.86,3.97,-54.564
2011-10-31,127.247,61.498,20.67,82.168,-113.874,58.241,0,22.912,-91.243,118.172,-67.302,9.268,0,0,0,-2.232,-60.266,748.56,-306.7,441.86,-38.931,-38.931,-54.666,-7.635,340.628,393.813,6.522,-54.666
2011-07-31,111.52300,58.21900,7.66600,65.88500,7.51200,-330.85400,,-8.89000,-235.64600,-58.23800,-67.50200,-362.84600,18.60000,,18.60000,-0.01800,-411.76600,,306.70000,306.70000,-5.14300,-5.14300,-50.15900,2.53400,253.93200,-217.37000,6.03200,-50.15900
2011-04-30,94.898,62.349,-50.738,11.611,-52.417,-125.602,54.3,1.124,-109.289,-2.78,-68.169,0,20.037,0,20.037,-0.001,-48.133,0,0,0,-137.24,-137.24,-50.935,3.207,-184.968,-229.813,6.014,-50.935
2011-01-31,131.995,62.167,25.276,87.443,126.835,89.347,0,-9.438,155.396,374.834,-44.397,0,9.5,0,9.5,-0.11,-35.007,0,0,0,-234.313,-234.313,-47.732,2.517,-279.528,62.12,5.718,-47.732
2010-10-31,149.726,57.774,9.351,67.125,-110.06,-56.038,0,-4.597,-170.067,46.784,-35.078,0,9,0,9,-0.029,-26.107,-10,0,-10,0.661,0.661,-47.739,0.263,-56.815,-35.31,6.94,-47.739
2010-07-31,102.88100,57.31000,9.31100,66.62100,-66.95800,-111.90700,,-7.28900,-196.74000,-27.23800,-26.65600,,-57.03700,,-57.03700,0.04000,-83.65300,400.00000,,400.00000,-3.70800,-3.70800,-47.59400,2.21300,350.91100,239.20300,5.32800,-47.59400
2010-04-30,120.606,51.604,-41.035,10.569,44.62,5.467,0,26.061,70.729,201.904,-24.126,19.554,0,0,0,0.094,-4.478,0,0,0,-0.035,-0.035,-41.638,0.109,-41.564,158.009,7.153,-41.638
2010-01-31,135.479,46.311,16.772,63.083,129.587,99.201,0,-13.809,125.2,323.762,-23.219,0,0,0,0,-0.014,-23.233,-550,0,-550,4.432,4.432,-41.593,1.437,-585.724,-284.147,5.698,-41.593
2009-10-31,139.99,44.189,7.923,52.112,-104.014,24.129,0,7.026,21.558,213.66,-62.162,0,11.115,0,11.115,-0.658,-51.705,0,0,0,0.118,0.118,-41.586,-0.427,-41.895,119.936,6.686,-41.586
2009-07-31,98.06300,43.64800,6.79600,50.44400,-38.67200,-174.95700,,16.88600,-174.35500,-25.84800,-27.27100,,2.40400,,2.40400,-0.16000,-25.02700,-75.00000,,-75.00000,-3.67100,-3.67100,-41.40700,0.71300,-119.36500,-166.92100,6.41200,-41.40700
2009-04-30,94.268,41.494,46.795,88.289,-5.337,53.549,0,-69.905,-24.574,157.983,-25.786,-5.186,1.705,0,1.705,-1.429,-30.696,0,0,0,-0.543,-0.543,-37.853,0.676,-37.72,96.786,9.269,-37.853
2009-01-31,171.685,76.779,13.584,90.363,-73.294,-18.88,0,25.431,26.962,289.01,-82.321,-72.149,1.308,0,1.308,6.877,-146.285,400,0,400,-1.506,-1.506,-347.023,-1.15,50.321,188.366,12.836,-347.023
