,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2016-04-30,231.60000,70.60000,-142.10000,-71.50000,12.70000,90.10000,20.40000,-50.80000,109.30000,-45.90000,,-158.00000,-1.50000,,-1.50000,-12.80000,-218.20000,-51.90000,15.10000,-36.80000,-52.20000,-52.20000,-6.20000,-2.00000,-97.20000,-191.30000,10.30000,-6.20000
2016-01-31,134.2,70.4,-4.9,65.5,165.5,-2.1,4.4,317.3,517,-94.8,0,0,0,0,0,-16.3,-111.1,-149.5,-1.7,-151.2,-49.4,-49.4,0,-7.2,-207.8,186.5,10.6,0
2015-10-31,221.9,63,-1.3,61.7,-238.3,70.5,-4.8,-218.5,65.1,-68.1,0,0,-4,0,-4,-11.1,-83.2,-34.8,19.5,-15.3,-60.1,-60.1,-3.1,-0.2,-78.7,-96.8,11,-3.1
2015-07-31,102.2,63,10.8,73.8,134.8,-248,50,86.6,262.6,-52.4,0,0,-0.2,0,-0.2,-12,-64.6,-115.9,-2.5,-118.4,-15.8,-15.8,-3.2,-0.5,-137.9,47.4,11.9,-3.2
2015-04-30,114.10000,61.00000,1.80000,62.80000,-28.80000,83.40000,23.70000,-116.50000,60.40000,-48.50000,,,-22.40000,,-22.40000,8.30000,-62.60000,-49.80000,2.10000,-47.70000,-5.70000,-5.70000,-6.20000,0.10000,-59.50000,-60.00000,8.50000,-6.20000
2015-01-31,51.5,63.3,177.2,240.5,151.4,-76.1,-37.9,173.2,465.2,-82.3,0,1.2,0,0,0,-36.4,-117.5,-180.8,-31.4,-212.2,2.9,2.9,0,-0.4,-209.7,114.2,11.4,0
2014-10-31,225.7,60.3,4.5,64.8,-167.3,93.1,18.6,-136.8,153.7,-70.8,0,-7.3,0,0,0,-11.5,-89.6,-24.9,-128.7,-153.6,2.6,2.6,-3.1,2.6,-151.5,-96,12.9,-3.1
2014-07-31,126.5,60.4,-4.2,56.2,78.9,-200.8,26.2,38.9,221.6,-52,0,0,0,0,0,-12.4,-64.4,-219.8,20.4,-199.4,0.4,0.4,-6.3,-0.8,-206.1,-51.9,12.7,-6.3
2014-04-30,35.20000,60.70000,81.30000,142.00000,-80.40000,112.10000,-29.40000,-228.60000,-51.40000,-50.70000,,-7.40000,-26.20000,,-26.20000,-1.90000,-86.20000,-80.90000,139.90000,59.00000,-4.00000,-4.00000,-3.10000,0.90000,52.80000,-80.20000,11.70000,-3.10000
2014-01-31,-37.6,70.5,-17.3,53.2,144.3,-118,96.6,385.1,376.4,-70.9,0,43.2,0,0,0,-25.4,-53.1,-297.3,-5.7,-303,23.6,23.6,0,12.4,-267,50.7,10.9,0
2013-10-31,196.6,61.7,-63.9,-2.2,-161.7,132.7,-16.1,-202.6,-8.2,-60.6,0,0,-3.5,0,-3.5,-10.8,-74.9,-21.2,9,-12.2,-0.7,-0.7,-3.1,5.3,-10.7,-86.4,12.6,-3.1
2013-07-31,-5.3,97.2,29.9,127.1,55.1,-204.6,21.7,57.2,179,-59.9,0,0,0,0,0,-12.5,-72.4,-181.7,-11.3,-193,-22.8,-22.8,-3.1,-2,-220.9,-117.4,15.6,-3.1
2013-04-30,-10.30000,84.20000,-8.20000,76.00000,-69.40000,145.60000,53.70000,-201.00000,-135.30000,-45.70000,,-1797.00000,0.00000,,,-14.20000,-1856.90000,2093.40000,-236.30000,1857.10000,-10.00000,-10.00000,-6.10000,12.40000,1853.40000,-145.90000,18.90000,-6.10000
2013-01-31,80.708,37.856,-22.442,15.414,177.977,-6.878,-108.448,188.1,284.222,-73.552,0,-24.796,-6.5,0,-6.5,-15.506,-120.354,437.814,-7.374,430.44,6.134,6.134,-2.663,4.238,438.149,615.567,7.228,-2.663
2012-10-31,167.698,34.752,5.784,40.536,-168.372,66.406,50.554,-130.154,78.08,-55.363,0,-13.104,-1.9,0,-1.9,-9.945,-80.312,12.266,-0.277,11.989,2.422,2.422,-2.747,-1.656,10.008,14.644,7.481,-2.747
2012-07-31,89.918,34.333,15.279,49.612,107.706,-193.173,-48.61,68.276,207.806,-42.611,0,0,0,0,0,-12.214,-54.825,-19.388,-94.602,-113.99,-6.812,-6.812,-0.007,0.953,-119.856,23.374,8.375,-0.007
2012-04-30,95.47600,33.45900,10.17900,43.63800,-61.61100,76.14500,8.30400,-139.62200,-0.50800,-39.07400,,,,,,-13.53500,-52.60900,-30.29200,94.35300,64.06100,-2.44400,-2.44400,-5.48300,0.46500,56.59900,5.41500,10.51600,-5.48300
2012-01-31,39.062,33.242,69.108,102.35,131.342,14.925,-30.163,175.969,317.381,-51.949,0,-9.641,0,0,0,-15.483,-77.073,-164.482,0.22,-164.262,12.18,12.18,-2.721,4.313,-150.49,73.216,9.82,-2.721
2011-10-31,112.239,32.321,18.51,50.831,-211.584,61.177,13.86,-151.428,32.351,-43.993,0,-25,-33.85,0,-33.85,-9.891,-112.734,-38.784,-0.186,-38.97,0.633,0.633,-2.719,-2.094,-43.15,-127.71,10.468,-2.719
2011-07-31,66.729,31.966,19.379,51.345,93.537,-223.596,16.006,32.434,150.508,-39.432,0,0,-4.5,0,-4.5,-12.335,-56.267,-98.184,0.729,-97.455,0.022,0.022,-0.02,-0.942,-98.395,-7.267,10.927,-0.02
2011-04-30,57.66700,34.48100,27.47600,61.95700,-54.13500,36.24600,31.99300,-129.14300,-9.51900,-34.46700,,,-10.35000,,-10.35000,-12.97000,-57.78700,-149.27500,7.40900,-141.86600,6.35200,6.35200,-5.41400,-10.69800,-151.62600,-203.76000,9.72300,-5.41400
2011-01-31,52.766,33.527,-7.332,26.195,91.697,-4.539,-8.254,139.37,218.331,-45.596,0,-0.309,0,0,0,-13.826,-59.731,-150.662,4.868,-145.794,3.275,3.275,-2.672,-0.874,-146.065,7.281,10.231,-2.672
2010-10-31,99.848,51.37,21.521,72.891,-300.662,5.046,95.6,-128.83,43.909,-26.385,2490.607,-2492.816,0,0,0,-8.377,-36.971,-0.359,-4.617,-4.976,13.558,13.558,-2.691,-0.219,5.672,16.097,10.826,-2.691
2010-07-31,-70.624,50.174,102.121,152.295,138.827,-121.11,-78.781,55.866,137.537,-24.192,-2490.607,0,0,0,0,-150.697,-2665.496,2309.368,4.617,2313.985,0.507,189.102,-0.478,-303.095,2199.514,-316.255,8.134,-0.478
2010-04-30,-27.61300,12.06600,47.67200,59.73800,-44.62900,-21.05200,7.88100,-72.73100,-40.60600,-4.82200,,,,,,-11.24500,-16.06700,,,,368.64700,368.64700,-4.17400,2.93200,367.40500,310.71300,4.09000,-4.17400
2010-01-31,27.023,12.193,8.267,20.46,83.254,18.068,-21.096,85.803,133.286,-4.461,5.699,-1.582,0,0,0,-11.767,-12.111,0,0,0,4.28,4.28,-1.965,0.74,3.055,124.268,5.087,-1.965
2009-10-31,83.619,12.493,10.018,22.511,-111.612,20.431,-8.379,-105.855,0.275,-6.529,0,0,0,0,0,-7.077,-13.606,0,0,0,2.04,2.04,-1.961,0.27,0.349,-12.982,3.747,-1.961
2009-07-31,26.557,12.726,4.99,17.716,50.207,-20.797,-16.288,58.196,102.469,-6.666,0,0,0,0,0,-9.006,-15.672,0,0,0,0.641,0.641,0,0.153,0.794,87.591,2.959,0
2009-04-30,24.71100,12.47700,3.18500,15.66200,-23.05100,3.06600,-8.63400,-61.98900,-21.61600,-6.20000,-5.69900,,,,,-9.58500,-21.48400,,,,0.71700,0.71700,-3.88500,0.10600,-3.06200,-46.16200,2.66300,-3.88500
2009-01-31,91.771,55.366,62.678,118.044,-39.446,38.562,21.84,30,239.815,-88.141,0,-35.042,1.864,0,1.864,-55.365,-176.684,0,0,0,2.792,2.792,-7.76,1.158,-3.81,58.253,10.527,-7.76
