,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,124.766,67.603,14.086,81.689,98.63,-18.947,-58.664,-4.321,65.354,271.809,-37.345,-30.418,0,0,0,-67.763,0,5,5,0,0,-70.671,-1.787,-67.458,140.125,4.968,-70.671
2020-03-31,176.27900,68.75200,-20.65700,48.09500,-25.31300,-61.93600,-34.94500,-8.65400,-148.51100,75.86300,-38.94000,-191.57100,,,,-230.51100,,415.30000,415.30000,-52.91600,-52.91600,-70.89900,-10.53100,280.95400,111.65400,3.25200,-70.89900
2019-12-31,168.122,69.993,31.018,101.011,59.7,17.542,16.545,-17.897,92.075,361.208,-48.198,0,0,0,0,-48.198,42.357,-98,-55.643,-120,-120,-71.125,-8.844,-255.612,56.721,5.209,-71.125
2019-09-30,206.006,66.787,7.142,73.929,-4.375,19.142,3.253,-5.977,70.93,350.865,-45.979,-215.687,215.304,215.304,-2.25,-48.612,0,-175,-175,-23.28,-23.28,-71.342,-8.279,-277.901,19.206,7.876,-71.342
2019-06-30,198.085,67.769,0.699,68.468,-20.976,-20.513,15.51,-8.438,-57.844,208.709,-51.507,197.056,-215.304,-215.304,0,-69.755,0,11.457,11.457,0,0,-69.921,-2.132,-60.596,78.312,8.435,-69.921
2019-03-31,105.70500,67.73800,57.49100,125.22900,-42.25200,-73.04100,-22.63800,-14.92100,-206.41000,24.52400,-36.95200,-172.83800,,,-7.90000,-217.69000,,125.89300,125.89300,,,-69.80900,-20.01700,36.06700,-153.20700,8.18200,-69.80900
2018-12-31,141.569,76.562,11.781,88.343,32.114,45.299,17.688,1.218,140.597,370.509,-35.211,1.868,0,0,-2.012,-35.355,0,-78.339,-78.339,-2.206,-2.206,-70.444,2.464,-148.525,186.944,7.852,-70.444
2018-09-30,157.305,68.09,-1.955,66.135,-11.684,-45.011,23.306,-2.268,20.504,243.944,-35.922,0,0,0,0,-35.922,0,14.033,14.033,-147.794,-147.794,-70.804,-27.911,-232.476,-33.537,5.443,-70.804
2018-06-30,139.958,69.303,29.047,98.35,-130.784,-21.786,71.282,-17.558,-79.103,159.205,-51.435,-0.172,0,0,0.001,-51.606,0,-141.482,-141.482,-700,-700,-69.631,683.379,-227.734,-124.408,3.658,-69.631
2018-03-31,131.43500,68.62500,-20.72000,47.90500,22.78100,-63.55400,-6.69000,-14.77800,-163.80500,15.53500,-42.51800,-66.31600,,,-13.76300,-122.59700,-350.00000,195.06600,-154.93400,-44.97700,-44.97700,-72.69100,-16.50100,-289.10300,-386.74200,6.74500,-72.69100
2017-12-31,296.448,71.117,-259.331,-188.214,21.353,66.287,27.318,-21.014,177.178,285.412,-33.921,249.871,0,0,0,215.95,0,97.331,97.331,-105.023,-105.023,-73.41,-4.63,-85.732,431.925,4.195,-73.41
2017-09-30,178.912,72.533,-14.838,57.695,-2.594,14.762,-5.72,8.769,19.158,255.765,-47.584,0,0,0,0,-47.584,0,-122.483,-122.483,0,0,-73.367,-1.785,-197.635,20.451,3.017,-73.367
2017-06-30,164.058,44.03,-34.686,9.344,-39.002,-4.839,28.621,2.681,-54.096,119.306,-34.948,-24.79,0,0,18.782,-40.956,0,-141.544,-141.544,0,0,-68.666,-6.063,-216.273,-113.942,4.056,-68.666
2017-03-31,172.24700,95.59800,-77.28800,18.31000,-23.20700,-75.60500,43.83300,-14.25600,-111.63100,78.92600,-41.84100,120.39700,,,2.36900,80.92500,,-15.90000,-15.90000,,,-68.51600,-8.87700,-93.29300,66.38400,12.80500,-68.51600
2016-12-31,161.162,-13.749,-129.968,-143.717,-42.258,17.936,32.254,19.055,144.205,161.65,-18.558,-900.802,0,0,0,-919.36,654.51,-100.441,554.069,1.603,1.603,-67.98,-2.676,485.016,-165.609,0.859,-67.98
2016-09-30,130.084,86.723,25.435,112.158,-32.22,-4.794,33.205,-37.063,-10.577,231.665,-38.949,-26.592,0,0,-0.569,-66.11,0,169.719,169.719,2.862,2.862,-68.506,-5.584,98.491,259.615,3.431,-68.506
2016-06-30,118.29,88.094,-22.497,65.597,-19.674,13.049,19.676,8.552,23.981,207.868,-30.237,-39.178,0,0,0,-69.415,0,-61.543,-61.543,1.785,1.785,-65.313,-2.607,-127.678,11.42,2.973,-65.313
2016-03-31,99.35600,88.60400,0.15900,88.76300,20.10300,-29.47800,-14.29900,-14.00100,-54.70600,133.41300,-36.61100,-388.75800,,,-0.48800,-425.85700,,247.09900,247.09900,2.18100,2.18100,-65.94000,-4.83300,178.50700,-118.46500,11.38700,-65.94000
2015-12-31,141.825,91.706,31.946,123.652,78.444,41.071,8.946,-12.128,51.126,316.603,-37.839,-561.343,-17.752,-17.752,1.35,-615.584,94.328,-10.2,84.128,0.398,0.398,-65.225,-0.221,19.08,-300.488,5.172,-65.225
2015-09-30,186.098,77.174,7.059,84.233,-57.987,21.197,27.391,-19.5,11.882,282.213,-37.768,4.314,0,0,0,-33.454,-0.034,79.3,79.266,-99.885,-99.885,-65.085,-0.33,-86.034,67.505,6.674,-65.085
2015-06-30,332.396,78.027,-171.298,-93.271,-10.278,19.722,25.464,14.864,-20.214,218.911,-42.125,500,0,0,0,457.875,-0.011,-243.6,-243.611,-299.384,-299.384,-63.217,-2.117,-608.329,56.682,5.464,-63.217
2015-03-31,209.51000,80.18200,-78.93300,1.24900,27.73700,-18.86100,-18.87600,-12.57900,-79.42700,131.33200,-21.91500,178.50000,,,,156.58500,-0.03100,-152.50000,-152.53100,-197.26900,-197.26900,-64.44200,-2.36100,-416.60300,-143.09500,13.38700,-64.44200
2014-12-31,169.294,81.286,-6.863,74.423,122.674,43.376,-30.971,-2.783,201.061,444.778,-52.826,-423.468,0,0,1.775,-474.519,-4.953,327.48,322.527,-206.4201,-206.4201,-65.854,-1.233,49.02,-24.653,6.918,-65.854
2014-09-30,231.844,74.481,19.271,93.752,-42.048,-9.835,29.934,-32.779,-33.584,292.012,-25.427,-48.833,0,0,0,-74.26,-1.568,102.52,100.952,-72.487,-72.487,-66.203,-0.796,-38.534,158.846,8.297,-66.203
2014-06-30,213.959,75.548,-12.601,62.947,-66.225,-49.036,20.214,11.877,-91.893,185.013,-41.91,-28.735,0,0,-17.53,-88.175,0.002,-26.3,-26.298,-13.42,-13.42,-62.445,-12.038,-114.201,61.349,7.912,-62.445
2014-03-31,160.13800,75.87300,18.40400,94.27700,-101.60800,-48.22200,40.99900,-19.07400,-226.05400,28.36100,-31.49700,-109.87000,,,-4.23600,-145.60300,-0.04700,-152.20000,-152.24700,-288.41300,-288.41300,-63.98500,352.87100,-151.77400,-317.84300,8.50100,-63.98500
2013-12-31,193.963,62.923,22.204,85.127,100.795,52.424,-22.465,-35.1,112.085,391.175,-28.312,-131.147,0,0,0.596,-158.863,400.53,-442.308,-41.778,-77.698,-77.698,-63.709,28.478,-154.707,64.058,7.096,-63.709
2013-09-30,269.114,72.599,-39.943,32.656,4.985,-13.61,-4.885,-3.681,-20.434,281.336,-39.109,-49.973,0,0,-1.05,-90.132,0.025,6.265,6.29,-26.418,-26.418,-63.873,-28.478,-112.479,133.874,7.081,-63.873
2013-06-30,330.049,71.809,-81.626,-9.817,-86.282,-10.022,31.984,-7.204,-70.844,249.388,-27.854,-65.261,0,0,1.926,-91.189,0.031,-36.862,-36.831,-61.912,-61.912,-59.941,0,-158.684,34.591,7.955,-59.941
2013-03-31,210.00300,70.70200,-13.39800,57.30400,-107.30400,-27.10800,34.17400,-2.72500,-209.59400,57.71300,-22.61800,,,,1.12500,-21.49300,-0.05600,91.90500,91.84900,-284.22400,-284.22400,-60.29700,,-252.67200,-228.71700,8.34800,-60.29700
2012-12-31,159.86,-31.226,-92.768,-123.994,183.793,55.294,3.465,-28.737,242.002,277.868,60.887,-726.163,0,0,7.184,-658.092,-2.983,607.5,604.517,-327.379,-327.379,-61.826,-23.008,192.304,5.977,7.295,-61.826
2012-09-30,241.046,90.315,0.996,91.311,-79.36,3.355,-17.34,-0.562,-46.544,285.813,-62.979,0,0,0,5.637,-57.342,-0.469,0,-0.469,-175.943,-175.943,-63.419,0,-239.831,8.134,7.483,-63.419
2012-06-30,214.101,89.535,-6.898,82.637,-50.832,-38.345,30.321,-18.46,-53.377,243.361,-68.806,-57.756,0,0,-20.548,-147.11,-0.072,0,-0.072,-150.326,-150.326,-57.771,0,-208.169,-114.011,7.532,-57.771
2012-03-31,196.06300,81.31000,-3.23400,78.07600,-42.73200,-36.59900,19.10600,-1.60100,-112.81200,161.32700,-66.27200,-296.51400,,,,-362.78600,-0.05800,,-0.05800,-29.24500,-29.24500,-57.94300,,-87.24600,-306.77900,8.57400,-57.94300
2011-12-31,278.289,70.146,-90.141,-19.995,78.67,10.277,-20.085,-34.319,-8.807,249.487,-71.965,199.76,18.211,18.211,-18.211,127.795,-1.467,-0.036,-1.503,-109.661,-109.661,-58.108,0,-169.272,291.359,5.105,-58.108
2011-09-30,172.28,84.275,78.526,162.801,-33.636,20.764,11.38,-22.689,41.533,376.614,-62.607,-645.268,0,0,0,-707.875,-0.729,-46.111,-46.84,-28.737,-28.737,-58.441,0,-134.018,-483.156,6.018,-58.441
2011-06-30,249.769,68.425,0.484,68.909,-90.463,-26.952,-4.59,3.269,-113.418,205.26,-70.449,-0.681,-18.211,-18.211,0,-89.341,-0.016,8.142,8.126,-54.95,-54.95,-51.264,0,-98.088,21.504,5.974,-51.264
2011-03-31,194.90500,67.63100,-18.48100,49.15000,-78.76400,-60.23400,95.91900,-7.68500,-126.55200,117.50300,-48.29200,-419.12700,124.41000,124.41000,,-343.00900,388.52900,23.00300,411.53200,-9.31400,-9.31400,-51.34100,,350.87700,189.68700,8.03300,-51.34100
2010-12-31,198.348,48.321,-9.955,38.366,139.973,60.842,-44.62,-27.149,114.811,351.525,-39.916,-59.22,93.097,93.097,0,-6.039,-0.041,-33,-33.041,-25.857,-25.857,-51.463,0,-110.361,317.643,3.882,-51.463
2010-09-30,223.759,48.903,26.604,75.507,-58.977,-34.986,-27.928,-30.562,-138.761,160.505,-38.229,-35.213,39.793,39.793,0,-33.649,-59.277,18,-41.277,3.69,3.69,-51.359,0,-88.946,127.078,3.562,-51.359
2010-06-30,169.87,66.073,-5.121,60.952,-100.49,-59.061,63.735,3.08,0.377,231.199,-38.883,-11.485,71.685,71.685,0,21.317,-16.537,-97.5,-114.037,-12.414,-12.414,-48.581,0,-175.032,48.522,5.941,-48.581
2010-03-31,108.12700,65.94000,-3.17800,62.76200,-127.51700,-55.34700,87.99600,4.63500,-83.82300,87.06600,-36.08300,6.00000,-117.99000,-117.99000,,-148.07300,,127.50000,127.50000,-9.25300,-9.25300,-48.69600,,69.55100,-24.07000,7.02200,-48.69600
2009-12-31,99.048,39.463,61.541,101.004,10.698,-13.016,2.949,-49.151,-10.784,189.268,-21.1,-176.534,101.93,101.93,0,-95.704,1.727,-0.192,1.535,21.281,21.281,-48.443,0,-25.627,116.452,2.232,-48.443
2009-09-30,106.884,64.34,4.487,68.827,-43.814,33.884,3.512,35.562,71.1,246.811,-20.531,-8.976,-174.937,-174.937,0,-204.444,-19.59,-100.287,-119.877,1.331,1.331,-48.398,0,-166.944,-96.056,3.887,-48.398
2009-06-30,97.081,63.735,8.87,72.605,24.875,45.533,-5.72,-4.985,22.75,192.436,-23,-33.018,122.626,122.626,0,66.608,-14.545,-14.759,-29.304,2.729,2.729,-46.53,0,-73.105,193.25,5.076,-46.53
2009-03-31,53.42500,63.82500,13.63200,77.45700,127.46500,13.38200,-21.11900,-38.75200,-16.01600,114.86600,-26.72400,0.10500,7.97500,7.97500,,-18.64400,,-77.51100,-77.51100,1.23700,1.23700,-46.50300,,-122.77700,-47.09900,5.96300,-46.50300
