,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2015-06-30,65.6,40.4,1.5,41.9,0,0,0,25.8,25.8,133.3,-53.4,13.6,0,-39.8,2,11.1,13.1,-45.9,-45.9,-27.2,-4.4,-64.4,27.5,5.2,-27.2
2015-03-31,54.4,39.7,5.3,45,0,0,0,-14.2,-14.2,85.2,-35.5,0,0,-35.5,0,31.9,31.9,-37.5,-37.5,-28,-2.2,-35.8,13.2,4.3,-28
2014-12-31,-132,-139,-25.3,-164.3,0,0,0,104.8,104.8,-191.5,104.8,-79.8,0,25,200.4,-210.2,-9.8,84.1,84.1,81.6,7.5,163.4,15.6,-9.4,81.6
2014-09-30,132.00000,139.00000,25.30000,164.30000,,,,-104.80000,-104.80000,191.50000,-104.80000,79.80000,,-25.00000,-200.40000,210.20000,9.80000,-84.10000,-84.10000,-81.60000,-7.50000,-163.40000,-15.60000,9.40000,-81.60000
2014-06-30,65.8,47.2,1.9,49.1,0,0,0,-57,-57,57.9,-30.5,0,0,-30.5,-0.2,19.4,19.2,-40.9,-40.9,-27.1,-6.4,-55.2,-25,4.4,-27.1
2014-03-31,49.2,47.6,-19.2,28.4,0,0,0,-65.1,-65.1,12.5,-31,79.8,0,48.8,0,18.4,18.4,-43.2,-43.2,-27.5,-1.1,-53.4,10.5,3.5,-27.5
2013-12-31,-156.4,-143.5,-28.1,-171.6,0,0,0,65.6,65.6,-262.4,79.6,25.9,0,105.5,0,-15.3,-15.3,35.6,35.6,80.8,13.5,114.6,-41.5,-15.1,80.8
2013-09-30,156.40000,143.50000,28.10000,171.60000,,,,-65.60000,-65.60000,262.40000,-79.60000,-25.90000,,-105.50000,,15.30000,15.30000,-35.60000,-35.60000,-80.80000,-13.50000,-114.60000,41.50000,15.10000,-80.80000
2013-06-30,53.1,47.8,7.4,55.2,0,0,0,-14.3,-14.3,94,-22.1,30.4,0,8.3,0,-69.6,-69.6,0,0,-26.8,0,-96.4,-2.5,6.1,-26.8
2013-03-31,49.3,49.2,8.2,57.4,0,0,0,-98.3,-98.3,8.4,-26.9,0.2,0,-26.7,0,129.3,129.3,-35.6,-35.6,-27.2,-12.7,53.8,38.6,4.5,-27.2
2012-12-31,-133.7,-157.2,-34.6,-191.8,0,0,0,35.3,35.3,-290.2,88.4,19.1,0,107.5,313.6,-227.6,86,0,0,78.3,4.8,169.1,-13.5,-13.1,78.3
2012-09-30,133.70000,157.20000,34.60000,191.80000,,,,-35.30000,-35.30000,290.20000,-88.40000,-19.10000,,-107.50000,-313.60000,227.60000,-86.00000,,,-78.30000,-4.80000,-169.10000,13.50000,13.10000,-78.30000
2012-06-30,42.3,52,18.1,70.1,0,0,0,-17.9,-17.9,94.5,-32.9,0,0,-32.9,-301.9,282.6,-19.3,0,0,-26.1,0.1,-45.3,14.2,3.7,-26.1
2012-03-31,44,55,6.8,61.8,0,0,0,-57,-57,48.8,-22.4,0,0,-22.4,-1.1,5.5,4.4,0,0,-26.1,-1.8,-23.5,3.2,4.9,-26.1
2011-12-31,-164.6,-166.7,-29.7,-196.4,0,0,0,110.5,110.5,-250.5,88.5,102.7,0,191.2,-2.3,-317,-319.3,250.8,250.8,76.8,2.8,11.1,-37.5,-13.5,76.8
2011-09-30,164.60000,166.70000,29.70000,196.40000,,,,-110.50000,-110.50000,250.50000,-88.50000,-102.70000,,-191.20000,2.30000,317.00000,319.30000,-250.80000,-250.80000,-76.80000,-2.80000,-11.10000,37.50000,13.50000,-76.80000
2011-06-30,55.604,56.507,6.778,63.285,0,0,0,-28.677,-28.677,90.212,-33.341,0.026,0,-33.315,2.691,57.511,60.202,-65.318,-65.318,-25.596,-3.231,-33.943,16.639,4.02,-25.596
2011-03-31,52.796,55.593,10.622,66.215,0,0,0,-127.323,-127.323,-8.312,-27.259,-15.826,0,-43.085,-0.091,133.389,133.298,-58.182,-58.182,-26.104,0.431,49.443,-4.339,4.68,-26.104
2010-12-31,-156.794,-156.177,-6.162,-162.339,0,0,0,65.47,65.47,-253.663,62.972,1131.03,0,1194.002,37.994,-151.32,-113.326,45.104,45.104,76.65,11.093,19.521,973.189,-14,76.65
2010-09-30,156.79400,156.17700,6.16200,162.33900,,,,-65.47000,-65.47000,253.66300,-62.97200,-1131.03000,,-1194.00200,-37.99400,151.32000,113.32600,-45.10400,-45.10400,-76.65000,-11.09300,-19.52100,-973.18900,14.00000,-76.65000
2010-06-30,61.577,59.067,5.341,64.408,0,0,0,-0.496,-0.496,125.489,-21.092,0,0,-21.092,-7.21,-52.385,-59.595,0,0,-25.184,1.551,-83.228,16.444,3.443,-25.184
2010-03-31,32.449,42.717,1.909,44.626,0,0,0,-73.852,-73.852,3.223,-17.345,-1222.111,0,-1239.456,-17.476,290.147,272.671,0,0,-25.921,-12.003,234.747,-1001.845,5.814,-25.921
2009-12-31,-125.481,-118.376,-23.515,-141.891,0,0,0,-128.513,-128.513,-395.885,51.9,30.637,0,82.537,-789.59,177.753,-611.837,-202.808,-202.808,71.512,2.458,-740.675,-1060.558,-13.898,71.512
2009-09-30,125.48100,118.37600,23.51500,141.89100,,,,128.51300,128.51300,395.88500,-51.90000,-30.63700,,-82.53700,789.59000,-177.75300,611.83700,202.80800,202.80800,-71.51200,-2.45800,740.67500,1060.55800,13.89800,-71.51200
2009-06-30,49.697,39.775,10.114,49.889,0,0,0,19.36,19.36,118.946,-22.921,-30.694,0,-53.615,0.318,-42.452,-42.134,0,0,-23.236,-0.412,-65.782,6.866,4.714,-23.236
2009-03-31,37.348,38.365,7.151,45.516,0,0,0,65.443,65.443,148.307,-21.978,0,0,-21.978,-2.095,-67.336,-69.431,0,0,-23.226,-2.161,-94.818,29.742,4.86,-23.226
