,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2017-12-31,962.10000,1020.50000,506.70000,243.70000,,2936.80000,610.40000,5816.70000,469.50000,7563.80000,10500.60000,1602.30000,4056.20000,969.70000,5090.10000,6692.40000,3.50000,1350.30000,-7.60000,,3808.20000,10500.60000
2017-09-30,910.90000,1075.10000,576.20000,133.10000,,2695.30000,673.20000,5518.40000,440.10000,6631.70000,9327.00000,1379.30000,3671.90000,797.50000,4469.40000,5848.70000,3.50000,1037.80000,-16.30000,,3478.30000,9327.00000
2017-06-30,968.40000,985.00000,560.60000,187.70000,,2701.70000,562.80000,4761.90000,440.70000,5765.40000,8467.10000,1370.80000,3208.10000,715.20000,3923.30000,5294.10000,3.50000,794.20000,-55.30000,,3173.00000,8467.10000
2017-03-31,817.60000,944.10000,571.60000,184.10000,,2517.40000,552.90000,4735.40000,428.60000,5716.90000,8234.30000,1401.00000,3262.70000,678.70000,3941.40000,5342.40000,3.50000,578.50000,-101.40000,,2891.90000,8234.30000
2016-12-31,803.20000,945.40000,544.60000,195.50000,,2488.70000,547.60000,4726.30000,427.20000,5701.10000,8189.80000,1466.50000,3358.00000,674.30000,4032.30000,5498.80000,3.50000,403.00000,-145.80000,,2691.00000,8189.80000
2016-09-30,724.80000,972.00000,558.10000,104.30000,,2359.20000,538.30000,4823.80000,412.00000,5774.10000,8133.30000,1369.00000,3509.10000,695.60000,4204.70000,5573.70000,3.50000,202.70000,-25.50000,,2559.60000,8133.30000
2016-06-30,487.20000,948.20000,557.50000,169.10000,,2162.00000,534.00000,4689.00000,402.10000,5625.10000,7787.10000,1350.20000,3374.80000,689.70000,4064.50000,5414.70000,3.50000,,-0.80000,2366.60000,2372.40000,7787.10000
2016-03-31,,929.60000,553.60000,88.40000,,1571.60000,519.10000,4723.30000,398.60000,5641.00000,7212.60000,1244.40000,,706.90000,706.90000,1951.30000,,,8.70000,5249.40000,5261.30000,7212.60000
2015-12-31,,979.30000,522.90000,91.90000,,1594.10000,514.80000,4708.00000,393.70000,5616.50000,7210.60000,1323.50000,,704.60000,704.60000,2028.10000,,,-14.40000,5193.90000,5182.50000,7210.60000
2015-09-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2015-06-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2015-03-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2014-12-31,,956.30000,511.20000,,215.90000,1683.40000,1419.40000,4852.60000,338.80000,6610.80000,7355.60000,1285.00000,,838.10000,838.10000,2123.10000,0.00000,,,5232.50000,5232.50000,7355.60000
2013-12-31,,911.50000,494.50000,,249.00000,1655.00000,1362.70000,4841.80000,288.50000,6493.00000,7240.10000,1276.90000,,838.10000,838.10000,2115.00000,0.00000,,,5125.10000,5125.10000,7240.10000
2012-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
