,cash-on-hand,receivables-total,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2019-03-31,42.78400,160.63500,203.41900,9269.37700,280.61300,884.85900,10517.33000,11017.60000,183.98300,3683.73800,521.98800,4205.72600,4614.83100,1.67500,-1263.01100,-6.09600,6402.77300,11017.60000
2018-12-31,45.19000,172.35900,217.54900,9327.71800,387.06900,927.34400,10727.11000,10944.66000,224.80700,3715.21200,554.47600,4269.68800,4494.49500,1.67900,-1255.46500,-0.92700,6450.16800,10944.66000
2018-09-30,44.48600,160.70900,205.19500,9874.27200,412.65300,479.61800,10851.84000,11057.03000,236.25000,3717.20800,551.32900,4268.53700,4504.78700,1.69400,-1240.33100,14.06600,6552.24300,11057.03000
2018-06-30,43.24000,155.54000,198.78000,9934.65300,432.95100,531.66000,10982.95000,11181.73000,215.30000,3831.50000,566.14200,4397.64200,4612.94200,1.69400,-1216.01800,10.31700,6568.78800,11181.73000
2018-03-31,93.63600,159.58700,253.22300,10010.22000,455.58900,431.18100,10980.63000,11233.86000,212.51500,3840.26800,575.69200,4415.96000,4628.47500,1.69400,-1169.82800,4.76400,6605.38100,11233.86000
2017-12-31,49.38100,170.98500,220.36600,9553.05000,478.82600,813.43100,10925.35000,11145.72000,234.27200,3594.97700,583.41400,4178.39100,4412.66300,1.71400,-1158.17000,-6.28900,6733.05400,11145.72000
2017-09-30,30.64100,143.15300,173.79400,9973.47900,508.86800,390.77800,10944.95000,11118.75000,276.36300,3522.13000,683.56800,4205.69800,4482.06100,1.70100,-1153.15300,-14.14100,6636.68400,11118.75000
2017-06-30,104.70100,125.37200,230.07300,10014.23000,540.11900,337.26800,10962.27000,11192.34000,246.46200,3508.02600,703.82100,4211.84700,4458.30900,1.70100,-1122.66600,-16.43500,6734.03500,11192.34000
2017-03-31,44.84200,119.84300,164.68500,10196.73000,606.70700,99.55100,10971.29000,11135.97000,242.63800,3407.22600,721.60500,4128.83100,4371.46900,1.70100,-1080.88200,-15.79100,6764.50300,11135.97000
2016-12-31,17.87900,111.72200,129.60100,4105.80700,118.83100,65.66700,4359.30500,4488.90600,138.93600,1642.42000,83.04800,1725.46800,1864.40400,1.04500,-994.25900,-18.34600,2624.50200,4488.90600
2016-09-30,44.90700,92.74700,148.13400,4064.93200,122.73800,54.02900,4310.15400,4458.28800,145.68900,1627.62100,84.69400,1712.31500,1858.00400,1.04500,-997.88100,-35.73900,2600.28400,4458.28800
2016-06-30,28.44400,94.05600,132.98000,4051.50000,124.32500,59.50000,4303.62200,4436.60200,165.61100,1984.21600,84.75000,2068.96600,2234.57700,0.99500,-950.94100,-80.03800,2202.02500,4436.60200
2016-03-31,31.03000,90.76900,132.28600,3776.19400,112.51300,57.18000,4015.08700,4147.37300,157.73200,1835.30000,71.96800,1907.26800,2065.00000,0.97600,-936.94500,-72.89300,2082.37300,4147.37300
2015-12-31,40.62300,106.16400,146.78700,3808.31900,105.38000,56.02800,4036.09400,4182.88100,164.51500,1864.28500,71.46100,1935.74600,2100.26100,0.97200,-936.02000,-58.69300,2082.62000,4182.88100
2015-09-30,29.02200,86.07700,126.41300,3805.36900,108.40000,53.10600,4044.47400,4170.88700,171.30400,2023.65200,67.88700,2091.53900,2262.84300,0.94200,-907.96200,-62.30700,1908.04400,4170.88700
2015-06-30,33.84000,84.67400,130.79500,3787.83600,46.73700,57.92200,3967.47300,4098.26800,142.41500,1988.70000,57.28600,2045.98600,2188.40100,0.94300,-916.02700,-48.79900,1909.86700,4098.26800
2015-03-31,43.07900,84.84700,140.09500,3809.20000,49.36300,49.72100,3978.30200,4118.39700,166.65900,1994.72700,58.13200,2052.85900,2219.51800,0.94300,-902.84500,-69.27700,1898.87900,4118.39700
2014-12-31,121.78900,86.76700,220.68800,3809.34500,52.36500,43.27000,3976.48200,4197.17000,181.19700,2021.35700,58.13400,2079.49100,2260.68800,0.94100,-882.37200,-57.74800,1936.48200,4197.17000
2014-09-30,110.04700,80.66600,202.84500,3731.30000,52.24000,69.14400,3925.24300,4128.08800,173.99700,2023.24300,56.71900,2079.96200,2253.95900,0.93200,-912.04100,-33.96300,1874.12900,4128.08800
2014-06-30,45.64800,87.18300,144.74800,3702.68200,53.54300,69.13900,3899.02300,4043.77100,141.06300,2031.06300,53.24300,2084.30600,2225.36900,0.92300,-916.57600,-36.41200,1818.40200,4043.77100
2014-03-31,44.35100,84.98600,141.27500,3700.81300,57.02800,65.89200,3894.27600,4035.55100,136.80000,2000.69000,56.97500,2057.66500,2194.46500,0.92300,-898.78700,-28.59900,1841.08600,4035.55100
2013-12-31,90.20400,76.93100,179.09500,3540.50700,44.80500,79.14600,3734.42100,3913.51600,147.04500,1854.69700,50.64000,1905.33700,2052.38200,0.92300,-874.91600,-17.40400,1861.13400,3913.51600
2013-09-30,67.99000,73.80100,167.91900,3550.05900,39.13400,69.88800,3728.63400,3896.55300,147.08700,1864.43700,47.93400,1912.37100,2059.45800,0.92300,-878.75300,-28.43000,1837.09500,3896.55300
2013-06-30,64.49700,72.08200,155.08100,3564.43500,41.33100,70.91500,3744.82200,3899.90300,131.18100,1892.12400,40.56600,1932.69000,2063.87100,0.92300,-871.26600,-31.31900,1836.03200,3899.90300
2013-03-31,28.49200,75.99200,124.21100,3576.58400,40.39100,51.99500,3737.17600,3861.38700,121.12000,1930.44300,34.12800,1964.57100,2085.69100,0.91400,-860.83200,-51.98300,1775.69600,3861.38700
2012-12-31,28.82100,76.59100,129.16300,3570.09000,42.45900,42.24000,3724.29500,3853.45800,127.18500,1941.89100,38.47100,1980.36200,2107.54700,0.90400,-834.81000,-57.71500,1745.91100,3853.45800
2012-09-30,27.48300,76.89700,128.15700,3512.89500,35.58100,53.20000,3669.81700,3797.97400,129.48300,1821.41200,32.64500,1854.05700,1983.54000,0.90400,-756.11400,-64.37800,1814.43400,3797.97400
2012-06-30,29.10500,88.61500,141.58500,3731.24400,26.83500,54.60500,3884.28100,4025.86600,111.99500,2063.29900,32.97300,2096.27200,2208.26700,0.89900,-726.44400,-66.73100,1817.59900,4025.86600
2012-03-31,33.52100,91.96300,149.36700,3706.33600,25.93700,52.14200,3855.50900,4004.87600,104.81900,2023.35800,32.08500,2055.44300,2160.26200,0.89900,-690.84500,-69.08300,1844.61400,4004.87600
2011-12-31,17.45200,85.86500,139.10100,3310.29300,27.05400,440.41900,3847.97000,3987.07100,101.89900,1982.44000,33.07800,2015.51800,2117.41700,0.89900,-662.73500,-71.42900,1869.65400,3987.07100
2011-09-30,21.19500,77.57000,134.69600,3806.96200,26.85500,57.10200,3960.92500,4095.62100,114.87300,2050.34000,32.93400,2083.27400,2198.14700,0.89900,-629.62600,-73.80000,1897.47400,4095.62100
2011-06-30,18.40800,75.06900,129.40800,3746.89100,18.32000,62.75900,3890.88200,4020.29000,121.61700,1970.14500,19.83400,1989.97900,2111.59600,0.89900,-596.89800,-76.16200,1908.69400,4020.29000
2011-03-31,65.76400,73.41200,175.10700,3680.04700,17.40100,55.98200,3816.06500,3991.17200,120.94900,1922.47100,17.28000,1939.75100,2060.70000,0.89900,-568.52600,-78.52300,1930.47200,3991.17200
2010-12-31,22.46000,81.84100,140.23200,3716.86800,18.21900,56.05500,3854.30700,3994.53900,138.19600,2094.46900,17.47200,2111.94100,2250.13700,0.81900,-533.19400,-80.88500,1744.40200,3994.53900
2010-09-30,38.83800,80.63100,156.28300,3734.97400,9.72200,34.45200,3837.39100,3993.67400,144.48100,2002.91900,16.00700,2018.92600,2163.40700,0.81900,-457.37200,-83.24300,1830.26700,3993.67400
2010-06-30,106.43300,73.31800,216.56500,3710.78800,8.78400,28.87400,3806.56100,4023.12600,98.81000,2015.24700,43.90300,2059.15000,2157.96000,0.81900,-429.79800,-73.95000,1865.16600,4023.12600
2010-03-31,119.53800,71.31000,227.66200,3607.14000,9.36100,31.24800,3705.73400,3933.39600,84.34200,1886.52800,50.33200,1936.86000,2021.20200,0.81600,-398.69900,-55.67400,1912.19400,3933.39600
2009-12-31,99.47700,80.16300,217.39300,3637.82700,10.00700,50.20300,3756.41300,3973.80600,99.14500,1886.38000,44.88700,1931.26700,2030.41200,0.81500,-373.34500,-49.97300,1943.39400,3973.80600
2009-09-30,173.79800,75.44900,275.58800,3788.55300,10.66100,39.37800,3895.39500,4170.98300,105.09300,2108.34500,56.22800,2164.57300,2269.66600,0.86000,-361.53000,-64.96900,1901.31700,4170.98300
2009-06-30,126.79200,69.07600,223.85600,3920.04800,11.40800,44.64700,4032.30400,4256.16000,113.00600,2069.12100,45.54800,2181.17600,2294.18200,0.85700,-240.41700,-54.39900,1961.97800,4256.16000
2009-03-31,24.66900,96.22900,157.82600,3938.19100,12.11100,44.92700,4050.64800,4208.47400,113.60700,2260.34600,80.16300,2406.29800,2519.90500,0.75600,-186.22700,-68.58500,1688.56900,4208.47400
