,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2018-09-30,83.72100,1543.34800,144.47100,169.71300,1941.25300,4836.61900,3852.85100,632.98500,9332.33300,11273.58000,1778.26900,3683.91900,319.11300,4056.18600,5834.45500,,,,5363.74500,5439.13000,11273.58000
2018-06-30,76.88600,1557.29800,140.79700,105.54600,1880.52700,4753.09900,3815.20300,609.54000,9188.89000,11069.42000,1447.54400,3864.16200,311.51800,4231.66300,5679.20700,,,,5317.58300,5390.21000,11069.42000
2018-03-31,73.05300,1569.80300,137.24600,104.62400,1884.72600,4700.55200,3843.12600,583.15900,9138.79100,11023.52000,1579.57700,3795.08700,311.90000,4157.91800,5737.49500,,,,5215.64600,5286.02200,11023.52000
2017-12-31,74.42300,1500.89800,136.17700,86.50400,1798.00200,4571.83700,3825.15700,554.03800,8963.82600,10761.83000,1848.03400,3494.39000,306.30400,3862.35800,5710.39200,0.94200,5353.20900,7.17700,-371.81400,5051.43600,10761.83000
2017-09-30,65.42400,1452.01800,135.84900,101.89600,1755.18700,4516.13900,3821.61000,534.69900,8884.17300,10639.36000,1397.49700,3927.39600,298.25200,4311.65300,5709.15000,,,,4865.21200,4930.21000,10639.36000
2017-06-30,66.44600,1456.99900,130.69800,109.01700,1763.16000,4441.87500,3803.38600,531.04500,8789.32600,10552.49000,1322.22900,3988.91200,282.73200,4352.43100,5674.66000,,,,4812.85400,4877.82700,10552.49000
2017-03-31,62.97400,1447.80200,126.48100,94.81700,1732.07400,4396.53600,3787.51500,518.31700,8716.18500,10448.26000,1517.42700,3772.51500,272.68000,4129.51100,5646.93800,,,,4735.96200,4801.32100,10448.26000
2016-12-31,33.74700,1439.55300,125.36500,82.70600,1681.37100,4330.95600,3784.10600,506.61500,8636.43100,10317.80000,1317.37300,4030.23000,275.16700,4402.83500,5720.20800,0.96600,4891.27400,-25.41700,-333.60300,4597.59400,10317.80000
2016-09-30,61.74400,1315.82700,121.61600,88.71200,1587.89900,4028.16700,3615.08500,425.60200,8085.74000,9673.63900,1279.47900,3542.92300,296.15500,3931.04400,5210.52300,,,,4394.70300,4463.11600,9673.63900
2016-06-30,56.27300,1344.91600,117.71000,85.00500,1606.75300,3902.47300,3585.89200,430.49300,7934.17700,9540.93000,1268.03400,3499.37500,306.56100,3904.96900,5173.00300,,,,4302.97800,4367.92700,9540.93000
2016-03-31,54.59000,1374.73700,116.72500,89.38600,1635.43800,3880.55200,3594.90100,437.88300,7929.57100,9565.00900,1685.44000,2792.14400,295.68400,3528.26700,5213.70700,,,,4289.21800,4351.30200,9565.00900
2015-12-31,61.22800,1302.42900,116.03700,103.49000,1718.30400,3835.97800,3596.11400,448.36000,7897.14000,9615.44400,1100.40600,3368.63400,278.83400,4205.87700,5306.28300,0.98300,4566.52100,-23.12900,-294.72800,4309.16100,9615.44400
2015-09-30,39.52300,1328.30000,112.71800,81.45900,1696.55400,3776.09200,3388.37800,310.74100,7510.32400,9206.87800,1196.19600,3009.95400,292.44100,3816.96600,5013.16200,,,,4133.09900,4193.71600,9206.87800
2015-06-30,42.46400,1360.97300,109.11700,71.54800,1708.95900,3686.03700,3316.94500,329.69100,7369.60000,9078.55900,1194.31100,2961.51500,279.28100,3762.43800,4956.74900,,,,4061.75600,4121.81000,9078.55900
2015-03-31,35.07800,1383.96400,108.26900,80.52400,1717.23700,3690.78000,3297.43600,340.14100,7367.11800,9084.35500,1255.27200,3051.57100,277.61700,3864.69300,5119.96500,,,,3906.96300,3964.39000,9084.35500
2014-12-31,32.06900,1282.73500,108.11500,77.65400,1615.13800,3679.68900,3291.21300,348.08400,7359.30500,8974.44300,1182.82700,3210.21500,268.55500,4000.53600,5183.36300,0.98700,4015.38700,-25.23200,-255.19600,3791.08000,8974.44300
2014-09-30,39.71100,1239.47800,104.39000,143.31100,1622.09400,3648.97400,3296.35800,352.25600,7339.49800,8961.59200,1165.46400,3373.34100,280.79700,4138.80200,5304.26600,,,,3603.20400,3657.32600,8961.59200
2014-06-30,14.73200,1186.01200,104.28000,117.49800,1529.88100,3514.67900,3089.17200,365.36400,7018.19100,8548.07200,1115.87300,3070.31100,276.46200,3832.89100,4948.76400,,,,3546.13400,3599.30800,8548.07200
2014-03-31,16.26100,1212.59400,102.27600,97.68500,1543.11300,3468.17200,3053.66600,312.91300,6888.27200,8431.38500,1110.44800,3109.15800,282.17300,3876.78200,4987.23000,,,,3392.11900,3444.15500,8431.38500
2013-12-31,17.23800,1116.96100,101.78100,76.44600,1432.32900,3442.16900,3049.01600,330.32800,6879.39400,8311.72300,1059.88800,3209.76200,284.58900,3951.60600,5011.49400,0.98300,3499.33700,-24.81000,-225.53100,3300.22900,8311.72300
2013-09-30,12.12200,1166.51400,101.24900,90.77100,1503.28000,3424.90100,3039.16900,321.77400,6848.46300,8351.74300,1024.31700,3411.63500,320.21400,4164.95500,5189.27200,,,,3110.77800,3162.47100,8351.74300
2013-06-30,12.55800,1149.47700,100.32400,86.73300,1483.98000,3403.40500,3041.34600,321.61200,6833.27300,8317.25300,1049.15000,3473.10600,310.94800,4224.28900,5273.43900,,,,2991.45700,3043.81400,8317.25300
2013-03-31,17.39500,1149.40200,98.97400,114.88900,1501.35100,3395.78600,3041.32600,306.82700,6815.15700,8316.50800,964.06900,3668.76200,379.72300,4465.78400,5429.85300,,,,2834.90700,2886.65500,8316.50800
2012-12-31,23.47100,1067.19700,99.00000,113.36700,1407.49600,3382.23500,3036.76500,298.45900,6793.34700,8200.84300,894.05800,3727.43100,395.35500,4540.83600,5434.89400,0.97600,2962.43300,-44.15400,-205.91000,2765.94900,8200.84300
2012-09-30,25.65200,1042.53500,97.01300,200.09300,1488.42400,3316.07600,2594.74000,294.73400,6292.64200,7781.06600,838.34800,3440.96200,408.53500,4279.24500,5117.59300,,,,2608.78200,2663.47300,7781.06600
2012-06-30,32.94100,1019.92900,96.88200,183.89900,1456.44600,3296.91500,2610.63700,288.55500,6302.20200,7758.64800,883.61200,3458.50900,393.92800,4285.37700,5168.98900,,,,2536.88400,2589.65900,7758.64800
2012-03-31,41.99900,1116.63400,96.97400,91.62200,1463.14500,3304.23600,2629.76500,280.26500,6320.13600,7783.28100,891.99000,3581.84400,403.07100,4412.48800,5304.47800,,,,2427.31200,2478.80300,7783.28100
2011-12-31,41.22900,969.80200,96.77500,148.77500,1364.90500,3287.98000,2627.60200,272.97800,6300.34000,7665.24500,836.93300,3651.42800,401.90800,4481.19400,5318.12700,0.96600,2494.07600,-51.17500,-147.51500,2347.11800,7665.24500
2011-09-30,39.14700,945.19300,95.77700,188.80100,1371.94900,3250.63100,2605.95100,261.17100,6233.98200,7605.93100,832.89400,3685.23000,428.43600,4504.01700,5336.91100,,,,2221.38200,2269.02000,7605.93100
2011-06-30,34.81600,913.74200,95.55000,202.55700,1368.10600,3218.34300,2607.28300,251.64300,6197.64700,7565.75300,784.53500,3750.92800,402.73700,4548.05200,5332.58700,,,,2186.10700,2233.16600,7565.75300
2011-03-31,52.07600,940.80300,95.12900,194.50500,1401.18400,3239.80200,2596.29200,250.15200,6211.89000,7613.07400,837.18200,3850.85900,376.84400,4636.78900,5473.97100,,,,2094.39300,2139.10300,7613.07400
2010-12-31,29.47400,837.82000,94.33000,248.65800,1331.11600,3252.96700,2589.91400,245.27900,6196.82000,7527.93600,826.29900,3912.10200,380.64900,4677.86600,5504.16500,0.97100,2125.98900,-20.13900,-128.04900,2023.77100,7527.93600
2010-09-30,266.60100,609.08300,84.70800,52.09100,1078.90300,2317.48000,732.34000,125.15000,3188.81100,4267.71400,1013.42600,614.92300,353.38600,1266.15100,2279.57700,0.97300,2086.32600,-20.54500,-123.18200,1988.13700,4267.71400
2010-06-30,12.33700,618.85500,84.68300,55.23500,822.21900,2307.61700,732.75400,118.30300,3167.53800,3989.75700,558.12400,881.34400,346.31000,1501.50300,2059.62700,0.97300,2025.60500,-20.89300,-118.32000,1930.13000,3989.75700
2010-03-31,6.86500,648.83100,83.82200,58.44300,837.85600,2303.48800,733.62600,115.02500,3161.45500,3999.31100,610.27000,891.61500,367.74700,1322.48700,1932.75700,0.97100,1955.47400,-21.22900,-113.46100,2066.55400,3999.31100
2009-12-31,9.18000,602.55900,84.27200,48.85000,796.19700,2315.23800,732.68500,111.70000,3168.26600,3964.46300,582.81700,956.42900,375.58000,1589.25200,2172.06900,0.97000,1879.98100,-21.25300,-108.62700,1792.39400,3964.46300
2009-09-30,13.63000,596.23200,80.72600,56.94500,794.99000,2258.00100,732.68500,106.16700,3106.51900,3901.50900,631.95100,852.27000,396.67800,1301.15600,1933.10700,,,,1728.19400,1968.40200,3901.50900
2009-06-30,10.62300,605.87000,78.88500,52.76200,787.07300,2203.51900,733.88700,102.07900,3049.80300,3836.87600,586.29900,913.14800,389.57200,1322.52600,1908.82500,,,,1677.99600,1928.05100,3836.87600
2009-03-31,9.42300,652.85400,77.02200,53.97200,832.52000,2145.28200,733.88200,112.19300,3002.79700,3835.31700,644.36300,938.84400,403.32500,1353.43600,1997.79900,,,,1596.54400,1837.51800,3835.31700
