,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2011-08-31,485.10000,220.00000,33.10000,3095.20000,3833.40000,310.50000,232.90000,584.90000,3.90000,1158.10000,4991.50000,3337.10000,,83.40000,115.10000,3452.20000,3.60000,951.50000,44.20000,1539.30000,4991.50000
2011-05-31,464.00000,190.50000,30.80000,3566.70000,4257.90000,308.70000,207.30000,590.90000,3.60000,1135.90000,5393.80000,3788.30000,,86.20000,109.30000,3897.60000,3.60000,919.50000,37.50000,1496.20000,5393.80000
2011-02-28,469.70000,163.40000,29.00000,4190.50000,4864.80000,303.70000,182.60000,583.10000,3.60000,1098.00000,5962.80000,4390.50000,,84.40000,104.10000,4494.60000,3.60000,913.00000,29.30000,1468.20000,5962.80000
2010-11-30,463.50000,252.80000,37.20000,3260.40000,4013.90000,279.50000,226.40000,475.80000,3.80000,1008.80000,5022.70000,3485.70000,,78.30000,87.50000,3573.20000,3.60000,894.50000,39.10000,1449.50000,5022.70000
2010-08-31,450.10000,231.40000,28.30000,3290.10000,3999.90000,268.00000,266.30000,480.00000,3.50000,1039.10000,5039.00000,3520.20000,,73.70000,81.80000,3602.00000,3.60000,873.00000,54.20000,1437.00000,5039.00000
2010-05-31,366.80000,215.30000,32.20000,3541.00000,4159.10000,269.30000,290.10000,483.20000,3.50000,1067.20000,5226.30000,3742.20000,,74.30000,82.10000,3824.30000,3.60000,856.30000,42.40000,1402.00000,5226.30000
2010-02-28,395.02590,181.72200,25.03500,4091.52700,4716.53100,264.27300,294.08800,489.64400,3.77200,1071.50000,5788.03100,4312.42300,,72.70200,78.48800,4390.91100,3.61400,852.93600,48.56200,1397.12000,5788.03100
2009-11-30,287.31500,250.81800,27.95800,2996.11500,3562.20600,262.02400,317.43000,493.03700,3.94700,1094.92600,4657.13200,3186.72900,,70.47000,78.21300,3264.94200,3.61400,853.08400,49.63900,1392.19000,4657.13200
2009-08-31,329.17600,224.51900,28.56400,3017.51100,3603.86900,268.31700,304.87400,508.82600,4.15100,1103.87400,4707.74300,3259.65400,,70.18600,83.22700,3342.88100,3.61400,839.36600,43.20100,1364.86200,4707.74300
2009-05-31,492.47900,205.68000,30.11100,3501.37600,4239.82600,274.53000,82.23400,509.95700,4.38100,887.58900,5127.41500,3701.89300,,71.27100,84.04400,3785.93700,3.61000,829.50100,41.94000,1341.47800,5127.41500
2009-02-28,489.57010,187.10900,27.71900,4153.47800,4872.88700,280.95600,82.22100,519.34500,4.48100,902.58100,5775.46800,4365.64700,,67.86000,78.67200,4444.31900,3.60800,827.72600,43.12500,1331.14900,5775.46800
