,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2016-09-30,155.43100,55.83800,65.98300,159.44700,,436.69900,10054.22000,2206.45600,245.96500,12506.64000,12943.34000,2348.98900,5815.24800,242.37600,6057.62400,8406.61300,0.23200,1128.87100,-223.16100,,4536.72700,12943.34000
2016-06-30,145.96400,60.36600,67.69700,166.00300,,440.03000,10068.50000,2206.45600,242.76400,12517.72000,12957.75000,2592.26400,5971.14300,275.98100,6247.12400,8839.38800,0.23200,786.49300,-278.64600,,4118.36100,12957.75000
2016-03-31,154.86700,45.61300,62.38300,130.05300,,392.91600,9489.15300,2206.45600,317.21400,12012.82000,12405.74000,2490.08900,5670.14400,317.89500,5988.03900,8478.12800,0.23200,641.24700,-307.54200,,3927.61100,12405.74000
2015-12-31,115.93700,44.99600,58.17300,121.30500,,340.41100,9458.80500,2206.45600,259.08500,11924.35000,12264.76000,2366.51900,5767.69700,349.66100,6117.35800,8483.87700,0.23200,568.01800,-412.65000,,3780.88000,12264.76000
2015-09-30,230.18000,41.99500,54.94600,114.07500,,441.19600,8723.84400,2206.45600,375.66900,11305.97000,11747.17000,2431.28200,5096.23700,300.75200,5396.98900,7828.27100,0.23200,529.70600,-319.20300,,3918.89400,11747.17000
2015-06-30,172.95800,36.80100,59.80100,130.35700,,399.91700,8674.81500,2347.32500,265.33000,11287.47000,11687.39000,2474.08800,5178.04400,294.80000,5472.84400,7946.93200,0.23200,277.91900,-227.22700,,3740.45500,11687.39000
2015-03-31,121.42200,30.95800,56.63500,115.61100,,324.62600,8628.87000,2365.69800,273.54300,11268.11000,11592.74000,2373.77400,5379.08200,360.48900,5739.57100,8113.34500,0.23200,119.42500,-324.40200,,3479.39200,11592.74000
2014-12-31,84.82400,32.43200,56.55500,109.92400,,283.73500,8623.77300,2206.45600,355.03200,11185.26000,11469.00000,2086.59900,5503.07600,360.50800,5863.58400,7950.18300,0.23000,140.88100,-242.64200,,3518.81300,11469.00000
2014-09-30,55.86900,25.93600,51.26300,57.56800,,190.63600,6319.93300,611.33000,252.15000,7183.41300,7374.04900,1303.02400,3082.34600,104.69500,3187.04100,4490.06500,0.20600,166.49000,-58.47900,,2883.98400,7374.04900
2014-06-30,63.48300,27.14500,52.56600,67.03000,,210.22400,6305.32800,611.33000,187.92100,7104.57900,7314.80300,1379.90000,3129.33700,90.78500,3220.12200,4600.02200,0.20500,-34.58800,-23.01100,,2714.78100,7314.80300
2014-03-31,64.76000,18.00000,48.10600,56.35900,,187.22500,6327.26300,611.33000,193.08100,7131.67400,7318.89900,1256.89000,3290.49300,101.55100,3392.04400,4648.93400,0.20500,-146.20400,-31.66200,,2669.96500,7318.89900
2013-12-31,56.46700,18.26000,43.71500,64.48200,,182.92400,5647.67000,611.33000,209.05400,6468.05400,6650.97800,1075.48800,2841.21400,103.01000,2944.22400,4019.71200,0.20500,-197.47100,-16.69000,,2631.26600,6650.97800
2013-09-30,56.96000,17.71700,45.90100,66.47300,,187.05100,5622.57400,611.33000,184.59400,6418.49800,6605.54900,1077.74500,2830.47700,122.43900,2952.91600,4030.66100,0.20500,-233.56300,-33.09800,,2574.88800,6605.54900
2013-06-30,82.84000,16.37000,45.42900,56.38000,,201.01900,5601.69000,611.33000,174.59400,6387.61400,6588.63300,1171.08300,2918.56600,114.69100,3033.25700,4204.34000,0.20400,-404.42100,-47.40700,,2384.29300,6588.63300
2013-03-31,81.20100,13.38700,42.29100,69.88800,,206.76700,4997.54300,611.33000,176.09000,5784.96300,5991.73000,1046.14200,2416.58000,127.42000,2544.00000,3590.14200,0.20400,-395.58000,-38.54400,,2401.58800,5991.73000
2012-12-31,45.50000,15.06200,39.68100,64.68600,,164.92900,4960.14200,611.33000,202.02600,5773.49800,5938.42700,945.08900,2764.12000,210.43400,2974.55400,3919.64300,0.02500,-299.18500,-17.61900,,2018.78400,5938.42700
2012-09-30,68.69000,15.11000,43.17000,,60.63000,187.62000,,611.33000,159.25000,770.58000,5892.64000,913.11000,2726.74000,241.27000,2968.01000,3881.13000,0.02000,-300.23000,,-23.69000,2011.51000,5892.64000
2012-06-30,65.70000,9.44000,37.78000,,42.27000,155.19000,,610.29000,155.00000,765.29000,5846.17000,990.16000,2760.98000,249.97000,3010.95000,4001.12000,0.02000,-428.42000,,-61.95000,1845.05000,5846.17000
2012-03-31,63.97000,7.98000,39.67000,,73.03000,184.67000,,610.29000,169.78000,780.06990,5580.94000,876.61000,2763.77000,70.85000,2834.62000,3711.24000,0.02000,-464.45000,,-1.11000,1869.69000,5580.94000
2011-12-31,58.92000,8.15000,36.23000,48.82400,48.82000,152.14000,5703.08000,602.79000,167.38000,6473.25000,5562.41000,817.44000,2837.49000,63.00000,2900.49000,3717.94000,0.02000,-467.74000,-19.79400,-19.79000,1844.46000,5562.41000
2011-09-30,47.83000,12.50000,41.56000,,43.22000,145.12000,,602.79000,174.15000,776.93990,5539.39000,784.04000,2847.44000,62.93000,2910.37000,3694.42000,0.02000,-474.70000,,-12.02000,1844.96000,5539.39000
2011-06-30,60.17000,9.30000,39.35000,,58.78000,167.62000,,602.79000,191.82000,794.61000,5606.10000,845.91000,2939.67000,51.39000,2991.06000,3836.98000,0.02000,-584.90000,,22.63000,1769.12000,5606.10000
2011-03-31,49.19000,10.76000,37.27000,,60.49000,157.73000,,602.79000,190.52000,793.31000,5563.97000,782.11000,2992.80000,50.29000,3043.09000,3825.20000,0.02000,-614.08000,,21.76000,1738.76000,5563.97000
2010-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
