,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2013-06-30,1276.80000,1656.70000,49.60000,1431.10000,5018.70000,328.80000,4687.50000,8010.20000,28.90000,13119.90000,18138.60000,3429.70000,5283.90000,310.70000,5954.90000,9384.60000,98.10000,3145.70000,243.90000,8754.00000,18138.60000
2013-03-31,1649.00000,1520.40000,55.60000,1284.00000,4903.50000,337.20000,5022.90000,8170.20000,27.80000,13631.00000,18534.50000,3287.60000,5735.90000,325.00000,6407.70000,9695.30000,98.10000,3054.00000,334.50000,8839.20000,18534.50000
2012-12-31,1123.30000,1083.60000,99.90000,1153.60000,8660.10000,349.60000,,8335.90000,146.80000,8832.30000,17492.40000,3046.60000,5085.40000,,5396.80000,8443.40000,98.10000,2930.10000,530.50000,9049.00000,17492.40000
2012-09-30,1432.80000,1060.40000,55.80000,1221.00000,4160.70000,329.90000,4941.40000,8335.70000,17.20000,13700.30000,17861.00000,3184.30000,4806.60000,359.20000,5479.30000,8663.60000,98.10000,2879.20000,538.20000,9197.40000,17861.00000
2012-06-30,1098.90000,1000.20000,51.40000,1153.80000,3673.00000,314.60000,6269.70000,8218.40000,18.40000,14939.90000,18612.90000,2724.70000,6077.80000,383.80000,6769.40000,9494.10000,98.10000,2879.10000,389.90000,9118.80000,18612.90000
2012-03-31,1069.00000,1277.90000,56.80000,1245.10000,4014.40000,312.10000,6559.20000,8310.10000,17.80000,15315.00000,19329.40000,3374.50000,6122.10000,387.00000,6820.90000,10195.40000,98.10000,2777.70000,481.10000,9134.00000,19329.40000
2011-12-31,1109.70000,967.30000,51.20000,1393.50000,3834.10000,312.80000,6829.80000,8230.70000,17.90000,15512.90000,19347.00000,2974.40000,6582.50000,378.50000,7235.00000,10209.40000,98.10000,2747.50000,373.30000,9137.60000,19347.00000
2011-09-30,1113.70000,1126.30000,56.70000,1360.80000,3982.40000,275.80000,7157.80000,8160.90000,27.80000,15755.40000,19737.80000,3113.20000,7040.90000,341.50000,7657.10000,10770.30000,98.10000,2499.60000,372.40000,8967.50000,19737.80000
2011-06-30,1243.70000,1269.40000,62.70000,1497.80000,4458.70000,281.80000,7543.80000,8409.20000,26.90000,16456.90000,20915.60000,3364.60000,7661.30000,422.30000,8353.20000,11717.80000,98.10000,2496.60000,644.50000,9197.80000,20915.60000
2011-03-31,1128.70000,1512.70000,64.00000,1450.20000,4528.80000,276.10000,7719.70000,8402.60000,27.20000,16609.80000,21138.60000,3423.10000,7623.70000,410.70000,8302.30000,11725.40000,98.10000,2419.40000,615.70000,9413.20000,21138.60000
2010-12-31,1377.20000,1096.90000,64.00000,1397.20000,4274.50000,272.40000,7370.40000,8317.40000,20.90000,16169.60000,20444.10000,3264.50000,7181.10000,408.60000,7818.70000,11083.20000,98.10000,2399.90000,495.50000,9360.90000,20444.10000
2010-09-30,981.60000,1601.20000,70.20000,1354.80000,4461.20000,244.90000,6955.20000,8220.30000,18.50000,15480.50000,19941.70000,3551.20000,7038.00000,230.40000,7544.30000,11095.50000,94.20000,2327.70000,417.20000,8846.20000,19941.70000
2010-06-30,857.30000,1111.70000,67.70000,1242.50000,3658.00000,232.10000,6936.20000,8011.70000,25.60000,15245.90000,18903.90000,2775.00000,6800.10000,250.70000,7308.80000,10083.80000,94.20000,2398.20000,213.60000,8820.10000,18903.90000
2010-03-31,928.80000,1128.10000,68.50000,1300.20000,3645.30000,221.10000,6247.50000,6561.70000,29.60000,13146.20000,16791.50000,2701.10000,5864.80000,224.70000,6089.50000,8790.60000,91.90000,2070.60000,340.50000,8000.90000,16791.50000
2009-12-31,790.00000,672.40000,57.60000,1360.90000,3121.00000,220.70000,842.40000,6606.70000,29.20000,7788.60000,10909.60000,2298.40000,745.70000,244.70000,990.40000,3288.80000,91.90000,1631.40000,393.60000,7620.80000,10909.60000
2009-09-30,962.10000,805.70000,59.60000,1259.10000,3311.80000,209.20000,799.10000,6521.00000,21.30000,7637.80000,10949.60000,2552.70000,745.70000,227.00000,972.70000,3525.40000,91.90000,1565.20000,336.40000,7424.20000,10949.60000
2009-06-30,865.10000,800.90000,62.50000,1130.20000,3056.00000,219.10000,792.50000,6417.40000,26.20000,7521.60000,10577.60000,2408.20000,745.70000,220.90000,966.60000,3374.80000,91.90000,1504.00000,223.80000,7202.80000,10577.60000
2009-03-31,392.10000,669.10000,72.60000,861.80000,2150.50000,201.20000,827.20000,6043.60000,31.50000,7155.20000,9305.70000,1900.40000,850.00000,192.30000,1042.30000,2942.70000,85.30000,1468.10000,-172.40000,6363.00000,9305.70000
