,cash-on-hand,receivables-total,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2015-12-31,224.57700,704.64000,268.78000,1197.99700,142.90600,213.08700,,473.04700,1671.04400,655.54900,1.00700,10.70700,11.71400,667.26300,0.13100,34.46700,-10.29400,1003.78100,1671.04400
2015-09-30,251.81800,731.57400,258.24200,1383.37200,129.22900,197.99200,4.67900,331.90000,1715.27200,664.16900,1.04600,43.58100,44.62700,708.79600,0.13300,47.72900,-6.22700,1006.47600,1715.27200
2015-06-30,313.13100,687.02900,260.23500,1397.43400,124.64900,198.71300,2.40400,325.76600,1723.20000,663.79900,1.08500,43.64100,44.72600,708.52500,0.13400,59.58800,1.15100,1014.67500,1723.20000
2015-03-31,260.88500,661.25100,265.18300,1316.28900,120.34800,198.26000,2.38900,320.99700,1637.28600,607.70500,1.12300,43.83500,44.95800,652.66300,0.13500,47.35900,-5.23200,984.62300,1637.28600
2014-12-31,287.11900,657.67600,245.33700,1323.28300,121.75400,199.48800,2.74200,323.98400,1647.26700,623.36200,1.15900,42.88800,44.04700,667.40900,0.13500,36.83600,14.73000,979.85800,1647.26700
2014-09-30,290.87600,657.10500,239.63000,1314.50500,109.70800,200.07400,2.72600,312.50800,1627.01300,623.90500,1.19600,29.32900,30.52500,654.43000,0.13600,34.39300,25.07600,972.58300,1627.01300
2014-06-30,307.77800,617.20000,230.29800,1273.91900,109.91800,200.88900,3.71900,314.52600,1588.44500,580.89000,1.23100,30.76300,31.99400,612.88400,0.13700,35.43600,40.35700,975.56100,1588.44500
2014-03-31,267.73700,587.24900,220.76500,1187.31700,111.58700,200.71800,3.70900,316.01400,1503.33100,537.54600,1.26600,32.37300,33.63900,571.18500,0.13700,6.83700,38.47600,932.14600,1503.33100
2013-12-31,275.76400,551.90500,231.97800,1172.52800,112.64400,201.38900,3.71000,317.74300,1490.27100,535.85300,1.30000,33.47500,34.77500,570.62800,0.13700,13.31500,38.07100,919.64300,1490.27100
2013-09-30,279.74700,566.07700,207.10900,1166.21400,102.80100,201.97800,3.71100,308.49000,1474.70400,551.92800,1.33300,22.65900,23.99200,575.92000,0.13800,11.63500,39.29300,898.78400,1474.70400
2013-06-30,246.97100,557.31100,204.29100,1119.09900,101.94200,201.91100,5.37200,309.22500,1428.32400,534.89500,1.36500,30.31300,31.67800,566.57300,0.13900,0.05900,32.51800,861.75100,1428.32400
2013-03-31,225.35100,547.50000,199.32500,1076.40100,103.37400,202.65700,5.31300,311.34400,1387.74500,499.08100,1.39700,32.74300,34.14000,533.22100,0.14000,,38.00800,854.52400,1387.74500
2012-12-31,287.63500,512.85200,161.20500,1064.68500,107.68000,203.59500,5.31100,316.58600,1381.27100,501.63700,1.42800,36.19500,37.62300,539.26000,0.13900,,43.77900,842.01100,1381.27100
2012-09-30,289.42800,556.59000,151.83500,1104.82400,105.18400,191.39000,5.30900,301.88300,1406.70700,532.64200,1.45800,36.73500,38.19300,570.83500,0.14100,8.68500,42.71900,835.87200,1406.70700
2012-06-30,258.57800,531.84800,148.60200,1040.66400,105.50400,190.95500,7.27600,303.73500,1344.39900,496.31700,1.48700,37.23500,38.72200,535.03900,0.14200,,38.50700,809.36000,1344.39900
2012-03-31,244.45300,523.45300,149.78100,1006.54900,104.48600,189.87500,7.72700,302.08800,1308.63700,454.91100,1.51600,36.53000,38.04600,492.95700,0.14200,,44.95900,815.68000,1308.63700
2011-12-31,279.33600,493.32700,145.43700,1006.67800,107.97200,189.47300,7.71300,305.15800,1311.83600,473.00100,1.54500,36.78500,38.33000,511.33100,0.14200,,40.88700,800.50500,1311.83600
2011-09-30,242.72600,516.04700,141.16300,1004.99200,106.42400,189.48000,,303.54300,1308.53500,483.39800,1.57200,31.61500,33.18700,516.58500,0.14300,,43.52300,791.95000,1308.53500
2011-06-30,261.07100,495.38100,139.59000,995.11000,107.30000,190.63000,,306.67100,1301.78100,453.22800,1.60000,30.32300,31.92300,485.15100,0.14500,,58.13400,816.63000,1301.78100
2011-03-31,281.83000,466.54000,137.65700,984.64100,106.09700,190.56100,,305.95400,1290.59500,420.43800,1.62600,28.57200,30.19800,450.63600,0.14700,,54.55300,839.95900,1290.59500
2010-12-31,315.13700,423.17500,141.46100,971.86000,103.65100,190.00600,8.46700,302.12400,1273.98400,408.46000,1.65600,29.49700,31.15300,439.61300,0.14600,,47.12000,834.37100,1273.98400
2010-09-30,311.05600,427.77000,129.90500,970.67500,103.77900,189.34200,,313.55700,1284.23200,404.72000,1.68800,27.48600,29.17400,433.89400,0.14700,,47.42800,850.33800,1284.23200
2010-06-30,290.04400,384.64200,128.77900,897.62300,108.31800,188.69000,,316.64700,1214.27000,357.65900,1.71900,26.07100,27.79000,385.44900,0.14800,,30.90400,828.82100,1214.27000
2010-03-31,349.36400,373.48100,,906.45200,116.96800,189.41800,,364.59300,1271.04500,346.60000,1.74900,25.92700,27.67600,374.27600,0.15000,,40.65700,896.76900,1271.04500
2009-12-31,365.79400,362.39200,142.80500,922.63400,124.65800,189.72800,,360.90100,1283.53500,366.96800,1.77900,14.97800,16.75700,383.72500,0.14900,,45.58000,899.81000,1283.53500
2009-09-30,407.64100,364.53300,,961.55200,129.74400,189.79800,,364.69200,1326.24400,362.09800,1.80800,14.34000,16.14800,378.24600,0.15100,,50.92000,947.99800,1326.24400
2009-06-30,385.81800,374.02000,,952.48800,137.28700,189.40100,,371.32300,1323.81100,346.63700,1.83600,14.16900,16.00500,362.64200,0.15200,,41.66000,961.16900,1323.81100
2009-03-31,359.30900,412.11500,,970.76800,141.60300,188.33600,,374.34900,1345.11700,365.21100,1.86500,13.60900,15.47400,380.68500,0.15200,,25.03400,964.43200,1345.11700
