,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2020-06-30,304.30000,329.20000,293.60000,50.00000,977.10000,292.50000,1266.60000,297.70000,1856.80000,2833.90000,463.70000,1428.50000,261.70000,1690.20000,2153.90000,0.90000,906.00000,-231.00000,,680.00000,2833.90000
2020-03-31,248.70000,343.10000,275.50000,54.70000,922.00000,289.20000,1258.30000,288.20000,1835.70000,2757.70000,456.70000,1428.00000,259.20000,1687.20000,2143.90000,0.90000,861.80000,-251.40000,,613.80000,2757.70000
2019-12-31,358.70000,329.80000,269.90000,29.20000,1001.80000,291.40000,1384.20000,177.30000,1965.40000,2967.20000,507.00000,1427.60000,76.70000,1699.80000,2206.80000,0.90000,975.10000,-218.60000,,760.40000,2967.20000
2019-09-30,236.30000,367.50000,293.90000,32.50000,933.10000,281.90000,1372.10000,278.30000,1932.30000,2865.40000,491.20000,1427.00000,260.00000,1687.00000,2178.20000,0.90000,957.10000,-273.00000,,687.20000,2865.40000
2019-06-30,161.20000,380.00000,304.70000,37.30000,883.20000,281.70000,1411.70000,272.70000,1966.10000,2849.30000,517.10000,1393.10000,275.50000,1668.60000,2185.70000,0.90000,892.70000,-233.10000,,663.60000,2849.30000
2019-03-31,160.60000,359.60000,296.80000,33.20000,850.20000,275.10000,1415.00000,260.50000,1950.60000,2800.80000,485.40000,1401.30000,276.70000,1678.00000,2163.40000,0.90000,871.60000,-238.80000,,637.40000,2800.80000
2018-12-31,290.60000,324.90000,280.30000,19.60000,931.60000,276.70000,1430.10000,87.20000,1878.60000,2810.20000,520.80000,1409.50000,28.80000,1635.40000,2156.20000,0.90000,873.60000,-223.50000,,654.00000,2810.20000
2018-09-30,196.50000,361.40000,278.30000,37.10000,873.30000,273.30000,1436.40000,147.10000,1856.80000,2730.10000,486.90000,1417.70000,226.50000,1644.20000,2131.10000,1.00000,771.90000,-188.20000,,599.00000,2730.10000
2018-06-30,189.60000,366.00000,265.40000,31.50000,852.50000,272.50000,1373.40000,133.30000,1779.20000,2631.70000,473.10000,1425.90000,224.00000,1649.90000,2123.00000,0.90000,675.80000,-175.90000,,508.70000,2631.70000
2018-03-31,151.80000,336.40000,271.50000,42.90000,802.60000,277.40000,1423.80000,124.30000,1825.50000,2628.10000,452.10000,1474.10000,240.80000,1714.90000,2167.00000,0.90000,581.90000,-126.80000,,461.10000,2628.10000
2017-12-31,466.20000,296.60000,239.80000,17.00000,1032.70000,252.20000,1155.50000,66.20000,1509.30000,2542.00000,460.80000,1442.30000,23.90000,1675.70000,2136.50000,1.00000,544.40000,-152.90000,,405.50000,2542.00000
2017-09-30,334.90000,302.80000,257.10000,29.80000,924.60000,246.10000,1149.10000,127.50000,1522.70000,2447.30000,432.20000,1412.00000,231.00000,1643.00000,2075.20000,1.00000,543.50000,-182.50000,,372.10000,2447.30000
2017-06-30,245.50000,310.90000,247.80000,35.00000,839.20000,241.30000,1132.50000,121.60000,1495.40000,2334.60000,436.80000,1394.10000,234.30000,1628.40000,2065.20000,0.90000,468.90000,-204.50000,,269.40000,2334.60000
2017-03-31,189.60000,268.90000,238.00000,45.70000,742.20000,232.10000,1092.80000,118.30000,1443.20000,2185.40000,398.50000,1404.80000,227.10000,1631.90000,2030.40000,1.00000,401.80000,-251.40000,,155.00000,2185.40000
2016-12-31,312.40000,260.00000,220.60000,22.20000,829.30000,226.60000,1074.20000,45.00000,1418.10000,2247.40000,429.60000,1415.60000,32.60000,1701.40000,2131.00000,1.00000,376.60000,-264.30000,,116.40000,2247.40000
2016-09-30,214.50000,277.10000,228.30000,82.40000,802.30000,226.40000,1126.10000,151.80000,1504.30000,2306.60000,432.30000,1426.40000,292.40000,1718.80000,2151.10000,1.00000,350.70000,-216.80000,,155.50000,2306.60000
2016-06-30,169.10000,348.30000,225.30000,85.20000,827.90000,227.10000,1118.70000,171.80000,1517.60000,2345.50000,469.70000,1437.10000,295.90000,1733.00000,2202.70000,1.00000,360.60000,-231.20000,,142.80000,2345.50000
2016-03-31,125.50000,325.80000,216.50000,42.60000,710.40000,226.10000,1111.70000,221.80000,1559.60000,2270.00000,406.10000,1446.90000,339.30000,1786.20000,2192.30000,1.00000,277.30000,-205.70000,,77.70000,2270.00000
2015-12-31,199.70000,303.40000,204.10000,17.40000,735.10000,224.80000,1086.50000,124.70000,1527.90000,2263.00000,447.10000,1457.50000,63.30000,1786.20000,2233.30000,1.00000,232.40000,-232.20000,,29.70000,2263.00000
2015-09-30,175.20000,273.10000,216.30000,56.80000,875.70000,227.90000,1083.70000,221.70000,1533.30000,2409.00000,517.20000,1575.90000,287.90000,1863.80000,2381.00000,1.00000,170.20000,-174.60000,,28.00000,2409.00000
2015-06-30,201.00000,274.70000,205.90000,241.60000,923.20000,207.80000,650.00000,208.60000,1066.40000,1989.60000,479.00000,1190.50000,247.40000,1437.90000,1916.90000,1.00000,207.10000,-173.10000,,72.70000,1989.60000
2015-03-31,229.60000,255.80000,184.90000,233.40000,903.70000,206.30000,610.30000,207.10000,1023.70000,1927.40000,482.10000,1202.70000,241.10000,1443.80000,1925.90000,1.00000,152.80000,-178.70000,,1.50000,1927.40000
2014-12-31,290.50000,230.40000,169.30000,55.60000,1001.70000,207.20000,609.80000,125.00000,1014.20000,2015.90000,532.50000,1215.00000,70.90000,1464.90000,1997.40000,1.00000,142.40000,-148.20000,,18.50000,2015.90000
2014-09-30,251.40000,287.30000,180.70000,214.60000,934.00000,212.50000,643.00000,202.70000,1058.20000,1992.20000,464.20000,1249.20000,272.80000,1522.00000,1986.20000,1.00000,95.40000,-129.70000,,6.00000,1992.20000
2014-06-30,193.20000,295.60000,174.10000,220.80000,887.60000,210.30000,662.70000,207.50000,1080.50000,1968.10000,437.40000,1256.90000,285.00000,1541.90000,1979.30000,1.00000,55.50000,-104.30000,,-11.20000,1968.10000
2014-03-31,245.50000,284.10000,167.20000,217.10000,913.90000,208.90000,650.60000,204.50000,1064.00000,1977.90000,461.50000,1264.40000,280.30000,1544.70000,2006.20000,1.00000,28.00000,-109.80000,,-28.30000,1977.90000
2013-12-31,267.60000,260.00000,187.50000,193.60000,946.80000,200.20000,651.00000,124.10000,1053.80000,2000.60000,490.50000,1272.00000,75.80000,1545.10000,2035.60000,1.00000,1.10000,-96.70000,,-35.00000,2000.60000
2013-09-30,368.50000,306.40000,163.20000,165.00000,1003.10000,,650.80000,64.60000,715.40000,1925.10000,371.60000,2.70000,154.80000,252.50000,624.10000,0.00000,,,1301.00000,1301.00000,1925.10000
2013-06-30,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2013-03-31,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2012-12-31,317.50000,288.20000,166.40000,137.80000,909.90000,586.80000,788.40000,53.50000,1428.70000,1983.80000,382.70000,2.80000,140.10000,234.90000,617.60000,0.00000,,,1366.20000,1366.20000,1983.80000
2012-09-30,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2011-12-31,376.80000,287.40000,163.80000,133.70000,961.70000,558.00000,788.40000,41.50000,1387.90000,2036.20000,374.50000,3.50000,130.00000,225.90000,600.40000,0.00000,,,1435.80000,1435.80000,2036.20000
2010-12-31,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
