,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2012-03-31,138.98500,384.12500,78.24400,,676.82000,69.66300,517.25400,86.11100,673.02810,1349.84800,911.05200,140.00000,127.01500,267.01500,1178.06700,0.07800,776.80100,8.44700,171.78100,1349.84800
2011-12-31,142.73900,421.03300,63.52100,,705.78500,68.13200,515.61000,90.34500,674.08700,1379.87200,921.13700,150.00000,126.95100,276.95100,1198.08800,0.07800,742.57900,5.79300,181.78400,1379.87200
2011-09-30,156.90300,349.28700,66.86900,,633.68600,57.10900,518.02500,95.61100,670.74500,1304.43100,834.49200,157.50000,118.37200,275.87200,1110.36400,0.07800,697.55500,5.81000,194.06700,1304.43100
2011-06-30,125.34100,360.56400,73.83800,,625.60900,52.92200,524.56400,92.87700,670.36300,1295.97200,799.36700,165.00000,115.78600,280.78600,1080.15300,0.07800,667.09100,14.36300,215.81900,1295.97200
2011-03-31,109.00300,345.03500,92.22100,,616.24000,45.44300,525.73500,87.95600,659.13400,1275.37400,784.21800,172.50000,108.62600,281.12600,1065.34400,0.07800,634.86800,16.28800,210.03000,1275.37400
2010-12-31,120.18100,364.81800,64.14800,,621.10200,47.61400,523.84900,93.09300,664.55600,1285.65800,811.15200,180.00000,107.45000,287.45000,1098.60200,0.07800,605.67700,14.63800,187.05600,1285.65800
2010-09-30,148.41200,299.98700,69.62600,,571.84800,44.27200,525.76800,94.48500,664.52500,1236.37300,927.37700,51.50000,103.27300,154.77300,1082.15000,0.07800,568.98300,14.49600,154.22300,1236.37300
2010-06-30,122.36400,284.09800,57.02600,,517.96700,45.20500,522.45900,88.64000,656.30400,1174.27100,892.49600,77.25000,97.54400,174.79400,1067.29000,0.07800,548.90800,6.46300,106.98100,1174.27100
2010-03-31,105.91300,303.16500,61.71700,,534.27200,48.09000,530.93700,67.52800,646.55510,1180.82700,882.45400,103.00000,79.42100,182.42100,1064.87500,0.07800,528.79500,9.40100,115.95200,1180.82700
2009-12-31,116.57400,317.59800,53.40000,,557.82500,52.46600,537.72500,67.26300,657.45400,1215.27900,898.17300,124.00000,80.57100,204.57100,1102.74400,0.07800,509.39200,11.32200,112.53500,1215.27900
2009-09-30,112.77800,251.05000,47.56300,,455.70700,52.36200,407.26300,81.50800,541.13300,996.84000,696.20900,145.00000,80.80700,225.80700,922.01600,0.07800,483.67600,10.38700,74.82400,996.84000
2009-06-30,96.96400,252.22800,42.83200,,435.98900,55.62400,403.27100,77.32400,536.21900,972.20800,661.89100,197.25000,76.95600,274.20600,936.09700,0.07800,463.60900,5.91200,36.11100,972.20800
2009-03-31,70.26300,259.03900,42.14400,,418.21000,57.80000,399.07400,73.60700,530.48100,948.69100,641.54900,222.00000,80.67000,302.67000,944.21900,0.07800,446.42400,-0.02500,4.47200,948.69100
