,cash-on-hand,receivables-total,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2016-06-30,843.76500,265.97700,1109.74200,58.09500,1530.33000,16.92600,1637.91900,2747.66100,467.71000,,41.93100,44.09100,511.80100,0.93200,1918.12500,-39.94100,2235.86000,2747.66100
2016-03-31,863.87700,254.80200,1118.67900,60.15100,1543.80600,5.96600,1640.14900,2758.82800,474.82400,,43.53000,50.10100,524.92500,0.93200,1848.49700,-41.09300,2233.90300,2758.82800
2015-12-31,784.61400,291.81200,1076.42600,61.92400,1552.90100,5.75700,1653.47800,2729.90400,484.14600,,49.24000,51.33100,535.47700,0.93200,1792.02900,-52.16400,2194.42700,2729.90400
2015-09-30,776.92300,239.63000,1045.26400,58.59000,1567.77100,5.66500,1656.30200,2701.56600,411.95700,,48.61700,78.01300,489.97000,0.93200,1724.00800,-46.36600,2211.59600,2701.56600
2015-06-30,841.17000,246.90000,1110.35500,60.66400,1544.97000,6.07900,1635.67500,2746.03000,430.31000,,45.29400,74.41500,504.72500,0.93200,1657.97500,-44.51200,2241.30500,2746.03000
2015-03-31,761.18300,248.80500,1029.28800,62.49600,1559.82200,6.34600,1651.80600,2681.09400,444.11100,,50.81000,85.71800,529.82900,0.93200,1595.64000,-49.38400,2151.26500,2681.09400
2014-12-31,788.77800,293.53700,1082.31500,64.64300,1571.49400,6.18700,1670.56400,2752.87900,465.07500,,54.11300,70.30300,535.37800,0.93200,1539.50800,-31.75400,2217.50100,2752.87900
2014-09-30,817.47000,231.32200,1075.02000,65.09900,1591.26800,4.07400,1714.01800,2789.03800,407.28000,32.00900,52.86100,126.04100,533.32100,0.93200,1469.87500,-18.53400,2255.71700,2789.03800
2014-06-30,783.55900,256.76500,1064.65700,62.48700,1615.39400,5.70300,1734.53900,2799.19600,447.03700,29.57500,54.30600,132.38700,579.42400,0.93200,1404.39600,0.81400,2219.77200,2799.19600
2014-03-31,858.24300,252.55100,1132.26200,59.63100,1549.76800,8.19000,1660.96700,2793.22900,441.74700,23.78700,60.81900,142.76900,584.51600,0.93200,1341.36000,-1.71300,2208.71300,2793.22900
2013-12-31,742.98600,298.57900,1067.59600,60.53800,1547.09400,10.58600,1654.78600,2722.38200,440.43100,18.13600,60.67000,145.70500,586.13600,0.93200,1284.81800,-2.64400,2136.24600,2722.38200
2013-09-30,707.77400,228.56400,959.95600,54.95200,1561.10800,13.20600,1658.32300,2618.27900,386.95600,11.22200,60.68800,143.02500,529.98100,0.93200,1208.88900,-0.17400,2088.29800,2618.27900
2013-06-30,659.86400,235.14700,915.48400,50.27900,1572.26500,15.85100,1660.55200,2576.03600,425.66600,6.25800,67.31900,152.53500,578.20100,0.93200,1146.45900,-5.65100,1997.83500,2576.03600
2013-03-31,651.48100,264.09700,931.60800,50.82200,1581.97600,19.59400,1668.09200,2599.70000,419.30600,,90.85400,174.50600,593.81200,0.93200,1090.51400,-0.27400,2005.88800,2599.70000
2012-12-31,577.15500,312.86600,913.35900,52.25300,1602.42000,24.39300,1694.05800,2607.41700,477.38700,,96.91700,189.73900,667.12600,0.93200,1039.49100,8.65100,1940.29100,2607.41700
2012-09-30,555.34100,249.09800,825.83100,51.17800,1621.68600,45.81300,1732.47300,2558.30400,453.10700,,111.53800,208.70700,661.81400,0.93200,983.42800,14.37300,1896.49000,2558.30400
2012-06-30,551.95200,271.17500,841.15300,51.65900,1576.79100,31.94200,1672.06900,2513.22200,463.91700,26.57400,106.92300,228.45600,692.37300,0.93200,931.80900,7.32400,1820.84900,2513.22200
2012-03-31,558.44500,255.16200,830.80200,46.80900,1595.25100,34.86300,1686.25600,2517.05800,457.01600,26.57400,107.53300,239.14900,696.16500,0.93100,881.54700,11.80400,1820.89300,2517.05800
2011-12-31,472.40400,247.89800,740.03300,45.63800,1608.79500,46.94200,1708.43700,2448.47000,438.75100,53.14900,100.47900,255.24600,693.99700,0.92700,836.00800,11.87600,1754.47300,2448.47000
2011-09-30,406.88000,199.27500,626.42700,40.25100,1626.51700,48.85800,1721.47800,2347.90500,371.47900,79.72300,93.99500,283.40900,654.88800,0.92300,788.55100,15.47700,1693.01700,2347.90500
2011-06-30,630.25990,203.36800,854.25100,38.52900,1292.97100,49.26500,1383.72400,2237.97500,347.45700,106.29800,74.22400,250.22400,597.68100,0.92200,743.00500,23.33000,1640.29400,2237.97500
2011-03-31,550.46900,217.49600,784.74500,37.43600,1302.73400,51.48500,1393.61500,2178.36000,330.52600,116.93000,83.79700,271.20100,601.72700,0.92000,697.57400,20.10100,1576.63300,2178.36000
2010-12-31,472.93400,224.00600,714.63300,36.92100,1313.40300,56.12300,1412.24300,2126.87600,311.36900,127.56300,82.98900,285.57800,596.94700,0.91600,655.33300,16.96200,1529.92900,2126.87600
2010-09-30,495.83600,170.72800,686.39200,34.71500,1325.40800,65.54200,1432.09000,2118.48200,355.54300,138.20000,72.23100,302.79900,658.34200,0.90900,606.19300,16.34500,1460.14000,2118.48200
2010-06-30,416.58500,145.25200,578.74200,33.56500,1330.62400,5.25300,1374.80800,1953.55000,273.26700,148.83900,33.74000,277.73300,551.00000,0.90800,570.06300,3.56800,1402.55000,1953.55000
2010-03-31,390.31200,161.19900,566.08200,34.08100,1344.68400,5.62800,1388.44900,1954.53100,278.35700,180.26000,37.06800,317.13600,595.49300,0.90400,534.57000,6.69800,1359.03800,1954.53100
2009-12-31,343.84400,153.81900,515.49000,35.13100,1361.13700,5.84800,1404.69200,1920.18200,266.76600,198.66800,34.80400,340.78500,607.55100,0.89700,502.20100,8.81200,1312.63100,1920.18200
2009-09-30,293.70600,117.86000,430.48100,36.03400,1379.03500,6.24900,1422.24800,1852.72900,244.20000,205.34400,32.16000,351.48800,595.68800,0.89700,464.57100,9.77000,1257.04100,1852.72900
2009-06-30,254.18700,128.48200,399.30700,36.24600,1392.22300,6.18300,1435.81700,1835.12400,264.95200,211.91100,32.06700,361.43100,626.38300,0.89700,434.04200,4.06900,1208.74100,1835.12400
2009-03-31,229.60300,137.64600,378.20800,37.06500,1400.74600,7.65300,1446.36000,1824.56800,264.75100,242.40300,36.30000,398.89300,663.64400,0.89700,406.90500,-9.56800,1160.92400,1824.56800
