,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2018-01-31,1635.70000,365.10000,209.40000,,2210.20000,264.70000,722.30000,287.10000,143.20000,1417.30000,3627.50000,1856.40000,,230.10000,1138.00000,2994.40000,1575.90000,-935.60000,-7.20000,633.10000,3627.50000
2017-10-31,1503.20000,350.80000,185.50000,,2039.50000,256.90000,777.40000,289.80000,122.90000,1447.00000,3486.50000,1743.00000,,231.40000,1078.00000,2821.00000,1573.20000,-900.70000,-7.00000,665.50000,3486.50000
2017-07-31,1375.00000,432.10000,169.20000,,1976.30000,211.10000,789.30000,292.50000,169.10000,1462.00000,3438.30000,1201.30000,524.70000,147.60000,1477.40000,2678.70000,1599.70000,-836.70000,-3.40000,759.60000,3438.30000
2017-04-30,1372.00000,364.10000,159.10000,,1895.20000,192.30000,719.10000,295.30000,148.20000,1354.90000,3250.10000,1054.70000,518.40000,137.10000,1382.30000,2437.00000,1615.80000,-798.50000,-4.20000,813.10000,3250.10000
2017-01-31,1354.40000,386.10000,139.90000,,1880.40000,154.10000,790.50000,203.00000,146.60000,1294.20000,3174.60000,993.60000,512.30000,127.50000,1310.40000,2304.00000,1613.30000,-737.60000,-5.10000,870.60000,3174.60000
2016-10-31,1390.00000,346.50000,129.40000,,1865.90000,125.00000,708.40000,205.20000,102.00000,1140.60000,3006.50000,1400.90000,,147.20000,748.70000,2149.60000,1542.20000,-683.40000,-1.90000,856.90000,3006.50000
2016-07-31,1285.60000,348.70000,139.70000,,1774.00000,117.20000,652.80000,207.50000,106.70000,1084.20000,2858.20000,846.80000,500.20000,79.40000,1116.50000,1963.30000,1515.50000,-621.60000,1.00000,894.90000,2858.20000
2016-04-30,1087.50000,267.60000,91.10000,,1446.20000,100.50000,682.90000,209.90000,67.50000,1060.80000,2507.00000,1239.00000,,150.20000,609.00000,1848.00000,1330.50000,-672.10000,0.60000,659.00000,2507.00000
2016-01-31,964.60000,254.40000,88.10000,,1307.10000,92.60000,631.10000,212.20000,73.60000,1009.50000,2316.60000,1186.40000,,149.80000,537.40000,1723.80000,1195.40000,-601.90000,-0.70000,592.80000,2316.60000
2015-10-31,761.30000,196.40000,82.20000,,1039.90000,76.70000,694.50000,214.50000,68.80000,1054.50000,2094.40000,1078.20000,,145.20000,472.40000,1550.60000,1083.60000,-539.40000,-0.40000,543.80000,2094.40000
2015-07-31,789.00000,212.40000,72.60000,,1074.00000,62.90000,538.80000,216.20000,73.30000,891.20000,1965.20000,1032.20000,,155.30000,445.10000,1477.30000,988.70000,-500.70000,-0.10000,487.90000,1965.20000
2015-04-30,822.97300,150.52300,67.01300,,1040.50900,59.54600,408.46500,199.28700,76.62500,743.92300,1784.43200,944.00700,,147.64100,386.14700,1330.15400,0.00800,-454.73700,0.14000,454.27800,1784.43200
2015-01-31,675.05700,135.25100,51.19600,,861.50400,52.63900,463.90800,201.25800,93.47500,811.28000,1672.78400,415.07400,476.87200,53.41300,741.64900,1156.72300,0.00800,-408.80200,0.22100,516.06100,1672.78400
2014-10-31,771.49900,116.22400,45.84400,,933.56700,49.82300,289.01100,202.48400,65.47100,606.78900,1540.35600,360.96600,471.85600,30.28500,686.17900,1047.14500,0.00800,-365.79400,-0.01300,493.21100,1540.35600
2014-07-31,772.50200,135.51800,50.30600,,958.32600,48.74400,201.88000,202.98800,66.52800,520.14000,1478.46600,348.17100,466.87500,32.17700,661.71200,1009.88300,0.00800,-335.72600,-0.10500,468.58300,1478.46600
2014-04-30,367.97000,114.78900,33.68600,,516.44500,48.48800,103.90200,204.69900,6.85300,363.94200,880.38700,435.35100,,36.63600,173.34300,608.69400,0.00700,-303.66800,0.06100,271.69300,880.38700
2014-01-31,438.21200,86.09000,30.98500,,555.28700,45.73500,63.10500,,24.89900,133.73900,689.02600,262.80900,,19.51200,141.77300,404.58200,0.00700,-157.08100,0.04300,284.44400,689.02600
2013-10-31,436.73300,91.43900,24.16000,,552.33200,42.40900,33.64200,,11.56000,87.61100,639.94300,228.32900,,14.49600,121.83500,350.16400,0.00700,-117.13500,0.00500,289.77900,639.94300
2013-07-31,419.62100,87.46100,22.61700,,529.69900,32.08600,17.31400,1.35800,5.14900,55.90700,585.60600,206.10200,,11.79900,107.08400,313.18600,0.00700,-109.27400,-0.01600,272.42000,585.60600
2013-04-30,361.69700,91.48900,19.53800,,472.72400,29.50000,29.76700,,6.78600,66.05300,538.77700,182.01800,,7.54200,92.87800,274.89600,0.00700,-93.43800,0.02300,263.88100,538.77700
2013-01-31,337.44400,68.58600,20.64400,,426.67400,25.98000,30.87100,,6.62400,63.47500,490.14900,168.99600,,6.88700,77.63300,246.62900,0.00700,-86.15600,-0.01100,243.52000,490.14900
2012-10-31,321.55700,56.36900,16.81300,,394.73900,22.96500,20.56700,,6.02600,49.55800,444.29700,142.61600,,6.89600,65.89200,208.50800,0.00700,-83.54300,-0.02700,235.78900,444.29700
2012-07-31,322.64200,45.64200,13.37300,,381.65700,20.97900,,,5.16800,26.14700,407.80400,122.00600,,7.21500,56.72700,178.73300,0.00700,-80.02800,,229.07100,407.80400
2012-04-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
2012-01-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
2011-10-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
2011-07-31,40.51700,29.67700,,6.64000,76.84000,17.59600,,0.00000,1.66000,19.25600,91.17200,67.10100,,71.45000,160.00900,162.62600,0.00200,-80.76500,,-71.45400,91.17000
2010-07-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
