,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2020-06-30,416471.00000,1366394.00000,9025.00000,450395.00000,34565.00000,108387.00000,602372.00000,1968766.00000,1546355.00000,230921.00000,11368.00000,242289.00000,1788644.00000,9136.00000,159952.00000,-798.00000,180122.00000,1968766.00000
2020-03-31,317699.00000,1339957.00000,9108.00000,475185.00000,35913.00000,121186.00000,641392.00000,1981349.00000,1545059.00000,237342.00000,15618.00000,252960.00000,1798019.00000,9136.00000,165308.00000,-1564.00000,183330.00000,1981349.00000
2019-12-31,323123.00000,1300156.00000,9309.00000,485633.00000,39337.00000,93120.00000,627399.00000,1927555.00000,1502301.00000,228191.00000,9079.00000,237270.00000,1739571.00000,9136.00000,166697.00000,-1311.00000,187984.00000,1927555.00000
2019-09-30,330895.00000,1303075.00000,9315.00000,488299.00000,38857.00000,104404.00000,640875.00000,1943950.00000,1508935.00000,230651.00000,9948.00000,240599.00000,1749534.00000,9136.00000,166320.00000,-1639.00000,194416.00000,1943950.00000
2019-06-30,346754.00000,1311119.00000,9435.00000,473396.00000,39918.00000,89520.00000,612269.00000,1923388.00000,1473476.00000,241476.00000,8399.00000,249875.00000,1723351.00000,9136.00000,164551.00000,-2224.00000,200037.00000,1923388.00000
2019-03-31,317967.00000,1272350.00000,8825.00000,471529.00000,41183.00000,93905.00000,615442.00000,1887792.00000,1445327.00000,236339.00000,7393.00000,243732.00000,1689059.00000,9136.00000,160776.00000,-3682.00000,198733.00000,1887792.00000
2018-12-31,323483.00000,1283985.00000,8920.00000,469848.00000,42510.00000,90620.00000,611898.00000,1895883.00000,1461274.00000,229044.00000,8499.00000,237543.00000,1698817.00000,9136.00000,158163.00000,-6336.00000,197066.00000,1895883.00000
2018-09-30,308182.00000,1261451.00000,8802.00000,468850.00000,43819.00000,90059.00000,611530.00000,1872981.00000,1443393.00000,221323.00000,8586.00000,229909.00000,1673302.00000,9136.00000,154576.00000,-6873.00000,199679.00000,1872981.00000
2018-06-30,309235.00000,1268224.00000,8882.00000,467398.00000,43247.00000,91949.00000,611476.00000,1879700.00000,1445840.00000,219284.00000,8507.00000,227791.00000,1673631.00000,9136.00000,150803.00000,-5461.00000,206069.00000,1879700.00000
2018-03-31,335811.00000,1294271.00000,8828.00000,472037.00000,42897.00000,97355.00000,621117.00000,1915388.00000,1474293.00000,227302.00000,7883.00000,235185.00000,1709478.00000,9136.00000,147928.00000,-4921.00000,205910.00000,1915388.00000
2017-12-31,353596.00000,1320563.00000,8847.00000,478239.00000,41636.00000,102472.00000,631194.00000,1951757.00000,1509862.00000,225020.00000,8796.00000,233816.00000,1743678.00000,9136.00000,145263.00000,-2144.00000,208079.00000,1951757.00000
2017-09-30,380715.00000,1341676.00000,8449.00000,414633.00000,41325.00000,128856.00000,593263.00000,1934939.00000,1479725.00000,238893.00000,9497.00000,248390.00000,1728115.00000,9136.00000,141761.00000,-1627.00000,206824.00000,1934939.00000
2017-06-30,368561.00000,1339874.00000,8403.00000,409594.00000,40761.00000,132239.00000,590997.00000,1930871.00000,1474221.00000,238869.00000,11636.00000,250505.00000,1724726.00000,9136.00000,139524.00000,-2110.00000,206145.00000,1930871.00000
2017-03-31,408771.00000,1374083.00000,8320.00000,407560.00000,41276.00000,120325.00000,577481.00000,1951564.00000,1480146.00000,256468.00000,12461.00000,268929.00000,1749075.00000,9136.00000,136032.00000,-3178.00000,202489.00000,1951564.00000
2016-12-31,361164.00000,1343738.00000,8333.00000,407947.00000,41058.00000,129039.00000,586377.00000,1930115.00000,1460049.00000,255077.00000,14492.00000,269569.00000,1729618.00000,9136.00000,133075.00000,-3137.00000,200497.00000,1930115.00000
2016-09-30,403558.00000,1380907.00000,8322.00000,390832.00000,38476.00000,123587.00000,561217.00000,1942124.00000,1483331.00000,254835.00000,,254835.00000,1738166.00000,9136.00000,130288.00000,2184.00000,203958.00000,1942124.00000
2016-06-30,396021.00000,1365664.00000,8289.00000,353426.00000,38712.00000,123144.00000,523571.00000,1889235.00000,1442647.00000,243927.00000,,243927.00000,1686574.00000,9136.00000,127076.00000,2948.00000,202661.00000,1889235.00000
2016-03-31,392789.00000,1346747.00000,8349.00000,334899.00000,39695.00000,119492.00000,502435.00000,1849182.00000,1422790.00000,227888.00000,,227888.00000,1650678.00000,9136.00000,123891.00000,1774.00000,198504.00000,1849182.00000
2015-12-31,354056.00000,1278952.00000,8704.00000,347555.00000,39252.00000,113169.00000,508680.00000,1787632.00000,1380285.00000,199536.00000,13920.00000,213456.00000,1593741.00000,9136.00000,120866.00000,297.00000,193891.00000,1787632.00000
2015-09-30,346100.00000,1259944.00000,8800.00000,345074.00000,38739.00000,98708.00000,491321.00000,1751265.00000,1371948.00000,185274.00000,,185274.00000,1557222.00000,9136.00000,117593.00000,2389.00000,194043.00000,1751265.00000
2015-06-30,332170.00000,1234943.00000,8692.00000,340769.00000,39628.00000,96585.00000,485674.00000,1720617.00000,1350190.00000,179751.00000,,179751.00000,1529941.00000,9136.00000,114093.00000,2068.00000,190676.00000,1720617.00000
2015-03-31,390388.00000,1263730.00000,8696.00000,324736.00000,38696.00000,101879.00000,474007.00000,1737737.00000,1364481.00000,183292.00000,,183292.00000,1547773.00000,9136.00000,110676.00000,3777.00000,189964.00000,1737737.00000
2014-12-31,356255.00000,1226745.00000,8743.00000,312925.00000,39685.00000,99057.00000,460410.00000,1687155.00000,1317950.00000,183943.00000,,183943.00000,1501893.00000,9136.00000,107040.00000,3518.00000,185262.00000,1687155.00000
2014-09-30,347719.00000,1203391.00000,8768.00000,289009.00000,40960.00000,94727.00000,433464.00000,1636855.00000,1269279.00000,184586.00000,,184586.00000,1453865.00000,9136.00000,103494.00000,3118.00000,182990.00000,1636855.00000
2014-06-30,331028.00000,1177695.00000,8977.00000,279069.00000,40801.00000,92332.00000,421179.00000,1598874.00000,1249447.00000,167878.00000,,167878.00000,1417325.00000,9136.00000,99926.00000,4117.00000,181549.00000,1598874.00000
2014-03-31,306265.00000,1135337.00000,9020.00000,270327.00000,41809.00000,90214.00000,411370.00000,1546707.00000,1216816.00000,153422.00000,,153422.00000,1370238.00000,9136.00000,96368.00000,2752.00000,176469.00000,1546707.00000
2013-12-31,296525.00000,1121205.00000,9156.00000,264353.00000,42446.00000,86342.00000,402297.00000,1523502.00000,1199496.00000,152998.00000,,152998.00000,1352494.00000,9136.00000,92361.00000,1386.00000,171008.00000,1523502.00000
2013-09-30,261167.00000,1083932.00000,9120.00000,259399.00000,41342.00000,94262.00000,404123.00000,1488055.00000,1168030.00000,151212.00000,,151212.00000,1319242.00000,9136.00000,88625.00000,2289.00000,168813.00000,1488055.00000
2013-06-30,225223.00000,1050028.00000,9190.00000,249439.00000,40998.00000,90908.00000,390535.00000,1440563.00000,1153411.00000,123375.00000,,123375.00000,1276786.00000,9136.00000,84923.00000,1797.00000,163777.00000,1440563.00000
2013-03-31,222295.00000,1052446.00000,9263.00000,248160.00000,38879.00000,87886.00000,384188.00000,1436634.00000,1147048.00000,126191.00000,,126191.00000,1273239.00000,9136.00000,81264.00000,5145.00000,163395.00000,1436634.00000
2012-12-31,216655.00000,1046428.00000,9428.00000,235199.00000,38335.00000,93578.00000,376540.00000,1422968.00000,1136678.00000,127379.00000,,127379.00000,1264057.00000,9136.00000,77679.00000,5650.00000,158911.00000,1422968.00000
2012-09-30,178020.00000,993900.00000,9165.00000,229350.00000,37737.00000,104563.00000,380815.00000,1374715.00000,1087855.00000,130801.00000,,130801.00000,1218656.00000,9105.00000,73994.00000,6435.00000,156059.00000,1374715.00000
2012-06-30,155865.00000,964059.00000,9317.00000,226846.00000,38617.00000,97365.00000,372145.00000,1336204.00000,1061783.00000,124984.00000,,124984.00000,1186767.00000,9054.00000,70456.00000,4629.00000,149437.00000,1336204.00000
2012-03-31,166839.00000,958915.00000,9291.00000,230266.00000,39792.00000,95535.00000,374884.00000,1333799.00000,1057198.00000,129752.00000,,129752.00000,1186950.00000,9008.00000,67239.00000,4216.00000,146849.00000,1333799.00000
2011-12-31,141621.00000,941575.00000,9531.00000,222613.00000,39126.00000,101022.00000,372292.00000,1313867.00000,1046826.00000,125354.00000,,125354.00000,1172180.00000,8931.00000,64385.00000,3207.00000,141687.00000,1313867.00000
2011-09-30,165904.00000,949418.00000,9607.00000,207176.00000,38807.00000,99937.00000,355527.00000,1304945.00000,1032487.00000,133214.00000,,133214.00000,1165701.00000,8902.00000,61135.00000,3828.00000,139244.00000,1304945.00000
2011-06-30,167235.00000,931029.00000,9613.00000,186298.00000,40976.00000,91818.00000,328705.00000,1259734.00000,978946.00000,142872.00000,,142872.00000,1121818.00000,8876.00000,57942.00000,5422.00000,137916.00000,1259734.00000
2011-03-31,167909.00000,931630.00000,9545.00000,167906.00000,41848.00000,93737.00000,313036.00000,1244666.00000,961120.00000,148603.00000,,148603.00000,1109723.00000,8854.00000,54855.00000,5021.00000,134943.00000,1244666.00000
2010-12-31,148095.00000,935393.00000,9644.00000,172654.00000,40656.00000,99781.00000,322735.00000,1258128.00000,973256.00000,156983.00000,,156983.00000,1130239.00000,8787.00000,51918.00000,4738.00000,127889.00000,1258128.00000
2010-09-30,121821.00000,898735.00000,9636.00000,176875.00000,38330.00000,97208.00000,322049.00000,1220784.00000,932476.00000,163143.00000,,163143.00000,1095619.00000,8756.00000,48953.00000,5502.00000,125165.00000,1220784.00000
2010-06-30,138601.00000,922862.00000,10508.00000,157927.00000,39108.00000,95457.00000,303000.00000,1225862.00000,919392.00000,185072.00000,,185072.00000,1104464.00000,8743.00000,46126.00000,4844.00000,121398.00000,1225862.00000
2010-03-31,117521.00000,913705.00000,10405.00000,162487.00000,41432.00000,95601.00000,309925.00000,1223630.00000,905597.00000,199879.00000,,199879.00000,1105476.00000,8743.00000,43636.00000,4087.00000,118154.00000,1223630.00000
2009-12-31,111004.00000,914085.00000,10736.00000,172710.00000,41935.00000,104180.00000,329561.00000,1243646.00000,925426.00000,203861.00000,,203861.00000,1129287.00000,8743.00000,41563.00000,3009.00000,114359.00000,1243646.00000
2009-09-30,77922.00000,895230.00000,11040.00000,183814.00000,39714.00000,98827.00000,333395.00000,1228625.00000,885409.00000,214292.00000,,214292.00000,1099701.00000,7927.00000,41485.00000,4088.00000,128924.00000,1228625.00000
2009-06-30,76718.00000,922701.00000,11151.00000,206795.00000,41514.00000,102015.00000,361475.00000,1284176.00000,933378.00000,229416.00000,,229416.00000,1162794.00000,7927.00000,39165.00000,-590.00000,121382.00000,1284176.00000
2009-03-31,87308.00000,953719.00000,11215.00000,178468.00000,37473.00000,105016.00000,332172.00000,1285891.00000,928184.00000,250650.00000,,250650.00000,1178834.00000,7273.00000,36949.00000,-3624.00000,107057.00000,1285891.00000
