,cash-on-hand,receivables-total,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2016-12-31,367.35400,,1069.37500,20394.75000,1033.22500,669.24600,22097.22000,23166.60000,991.69000,11127.33000,202.19000,11646.16000,12637.85000,88.51400,-2487.69500,-57.53400,10528.75000,23166.60000
2016-09-30,178.80000,821.66300,1000.46300,20601.40000,1043.07500,781.32400,22425.80000,23426.26000,1000.89300,11252.33000,286.88600,11854.93000,12855.82000,88.43100,-2420.76600,-49.61400,10570.45000,23426.26000
2016-06-30,122.94800,1003.56100,1126.50900,19213.75000,1043.47900,709.73400,20966.96000,22093.47000,815.44400,10901.13000,306.65300,11528.25000,12343.70000,85.24600,-2313.28700,-44.19500,9749.77600,22093.47000
2016-03-31,128.41100,1002.59800,1131.00900,19508.48000,1044.98300,576.81900,21130.28000,22261.29000,805.31500,11247.73000,204.36400,11785.45000,12590.76000,84.35400,-2208.47400,-19.93200,9670.52900,22261.29000
2015-12-31,130.91900,857.11200,988.03100,19625.22000,1047.49700,601.17000,21273.89000,22261.92000,860.24400,11207.00000,230.86900,11776.25000,12636.49000,83.57900,-2111.95800,-7.56500,9625.42700,22261.92000
2015-09-30,139.72200,766.70700,906.42900,19771.59000,1052.32100,683.64100,21507.55000,22413.98000,858.78800,11268.56000,264.29700,11885.51000,12744.30000,83.23800,-1992.84800,-0.59200,9669.67400,22413.98000
2015-06-30,254.49200,,1043.90000,21365.10000,,1797.88200,23231.26000,24275.16000,1103.99000,11507.86000,199.40400,12077.43000,13181.42000,82.98200,-1772.52900,10.18000,11093.75000,24275.16000
2015-03-31,343.99700,,1117.77000,21418.66000,,1832.05600,23322.10000,24439.87000,1093.95100,11603.92000,257.24600,12232.96000,13326.91000,82.71800,-1660.85600,4.35700,11112.96000,24439.87000
2014-12-31,127.11900,802.88100,930.00000,16772.99000,363.97100,3098.95200,20235.91000,21165.91000,812.83900,10844.35000,409.98900,11598.68000,12411.52000,74.65600,-1526.38800,13.12100,8754.39700,21165.91000
2014-09-30,143.34100,,550.89200,18925.81000,,1109.56400,20100.27000,20651.16000,1034.35200,10469.11000,163.08000,10993.64000,12027.99000,73.60300,-1398.37800,16.15600,8623.17300,20651.16000
2014-06-30,162.14900,,576.20000,17886.27000,,1264.91700,19214.59000,19790.79000,1032.00400,9602.43900,169.29200,10028.12000,11060.13000,73.60200,-1294.04800,26.25500,8730.65900,19790.79000
2014-03-31,135.90100,,511.97500,18096.47000,,1034.60000,19190.79000,19702.77000,999.18100,9481.05100,160.11500,9893.66500,10892.85000,73.59900,-1218.96700,18.46400,8809.92200,19702.77000
2013-12-31,179.47300,,555.70200,18075.59000,,1037.99100,19175.79000,19731.49000,1055.86400,9364.99200,156.66000,9771.81900,10827.68000,74.48800,-1126.54100,19.65900,8903.81100,19731.49000
2013-09-30,152.87200,,553.76100,18174.94000,,1095.41200,19325.60000,19879.36000,1081.34200,9413.31800,171.92100,9833.60800,10914.95000,74.34500,-1021.62800,21.29300,8964.40800,19879.36000
2013-06-30,156.91300,,627.35400,17135.85000,,982.55900,18169.23000,18796.58000,938.17400,8420.07300,184.21700,8851.88100,9790.05500,74.24800,-943.38400,19.75200,9006.52700,18796.58000
2013-03-31,156.91500,,647.02200,16995.74000,,1010.08300,18059.90000,18706.92000,968.77800,8295.90800,194.30200,8751.33200,9720.11000,73.96900,-861.43400,21.82800,8986.81100,18706.92000
2012-12-31,173.82100,,808.82300,17111.53000,,1017.09400,18171.18000,18980.00000,1042.72100,8413.64600,174.55500,8847.91600,9890.63700,73.90400,-777.92700,23.35400,9089.36300,18980.00000
2012-09-30,135.43800,,351.21300,16919.68000,,1144.58300,18089.69000,18440.90000,1105.36900,7494.77400,113.90800,7873.79800,8979.16700,73.89600,-680.88800,23.62600,9461.73200,18440.90000
2012-06-30,167.68600,,380.87900,16723.95000,,1091.67900,17841.38000,18222.26000,1107.22700,7204.72700,116.63500,7592.42800,8699.65500,73.85500,-609.48700,21.40400,9522.60600,18222.26000
2012-03-31,167.64400,,389.86200,15747.02000,,1025.47700,16799.10000,17188.96000,1118.68800,6430.36400,106.26400,6808.03600,7926.72400,72.27300,-500.80800,23.92600,9262.23500,17188.96000
2011-12-31,122.39700,,334.97400,15913.73000,,996.53500,16936.94000,17271.91000,1123.29100,6429.11600,102.83700,6792.67500,7915.96600,72.24000,-412.18100,22.06200,9355.94400,17271.91000
2011-09-30,142.26500,,444.52900,15996.04000,,752.77500,16761.24000,17205.77000,1194.69100,6313.14100,92.81700,6680.81000,7875.50100,72.02500,-439.01500,19.23700,9330.26900,17205.77000
2011-06-30,90.96300,,725.43500,8580.94800,,311.52100,8908.59900,9634.03300,427.70900,5007.08000,,5286.74800,5714.45700,47.06300,-412.69400,28.21200,3919.57600,9634.03300
2011-03-31,77.29800,,207.90600,5243.42400,,225.62700,5486.19200,5694.09800,238.13700,2571.36800,,2809.51400,3047.65100,40.81800,-300.38200,28.09700,2646.44700,5694.09800
2010-12-31,60.75200,,210.01500,5279.51900,,248.95400,5548.00600,5758.02100,226.43900,2900.04400,,3141.37700,3367.81600,39.39100,-255.62800,26.86800,2390.20500,5758.02100
2010-09-30,75.77500,,240.60400,5273.35300,,264.12100,5560.21300,5800.81700,236.73300,2895.54700,,3147.89800,3384.63100,39.34600,-249.04700,23.81600,2416.18600,5800.81700
2010-06-30,71.27800,,212.14800,5018.59000,,206.48800,5249.96900,5462.11700,198.02500,2580.84900,,2832.67800,3030.70300,39.34300,-222.85300,16.50600,2431.41400,5462.11700
2010-03-31,173.75200,,321.47700,5071.38400,,213.00000,5312.34800,5633.82500,219.34700,2698.17100,,2950.85800,3170.20500,39.34100,-196.97200,25.15400,2463.62000,5633.82500
2009-12-31,147.22900,,279.11600,5129.10700,,178.77000,5337.12900,5616.24500,208.41900,2670.10100,,2923.76600,3132.18500,39.16000,-165.71000,19.66900,2484.06000,5616.24500
2009-09-30,167.36600,,292.77600,5080.52700,,186.20300,5294.53400,5587.31000,210.60600,2615.14200,4.62800,2874.39200,3084.99800,39.15500,-139.47800,15.08000,2502.31200,5587.31000
2009-06-30,140.99300,,266.09900,5098.78000,,176.41300,5304.76200,5570.86100,181.61100,2616.30400,5.30500,2876.78400,3058.39500,39.13800,-109.01200,-1.41100,2512.46600,5570.86100
2009-03-31,134.08100,,264.15700,5130.89600,,168.85800,5329.68900,5593.84600,203.89600,2942.40100,6.30700,3204.27800,3408.17400,35.86700,-117.12400,-18.32200,2185.67200,5593.84600
