,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2017-12-31,383.00000,1973.00000,,235.00000,149.00000,2740.00000,1793.00000,734.00000,17751.00000,593.00000,21106.00000,23846.00000,5807.00000,7840.00000,5429.00000,14457.00000,20264.00000,5.00000,7242.00000,-17.00000,,3582.00000,23846.00000
2017-09-30,508.00000,1914.00000,,225.00000,297.00000,2944.00000,1894.00000,720.00000,17940.00000,400.00000,21292.00000,24236.00000,5608.00000,8271.00000,4918.00000,14116.00000,19724.00000,5.00000,7310.00000,-49.00000,,4512.00000,24236.00000
2017-06-30,498.00000,1804.00000,,243.00000,285.00000,2830.00000,2102.00000,762.00000,17351.00000,442.00000,21051.00000,23881.00000,5363.00000,7911.00000,4712.00000,13617.00000,18980.00000,5.00000,7040.00000,-156.00000,,4901.00000,23881.00000
2017-03-31,738.00000,1752.00000,,231.00000,400.00000,3121.00000,2109.00000,745.00000,17125.00000,439.00000,20804.00000,23925.00000,5223.00000,8161.00000,4482.00000,13534.00000,18757.00000,5.00000,6750.00000,-312.00000,,5168.00000,23925.00000
2016-12-31,858.00000,1695.00000,,230.00000,588.00000,3371.00000,2335.00000,728.00000,16868.00000,477.00000,20769.00000,24140.00000,5147.00000,8197.00000,4419.00000,13636.00000,18783.00000,5.00000,6501.00000,-497.00000,,5357.00000,24140.00000
2016-09-30,1078.00000,1705.00000,,168.00000,836.00000,3787.00000,2411.00000,830.00000,17223.00000,419.00000,21215.00000,25002.00000,5229.00000,8506.00000,4118.00000,13932.00000,19161.00000,5.00000,6375.00000,-169.00000,,5841.00000,25002.00000
2016-06-30,679.00000,1152.00000,,71.00000,57.00000,1959.00000,1056.00000,179.00000,2420.00000,223.00000,4691.00000,6650.00000,3244.00000,4057.00000,2811.00000,6868.00000,10112.00000,5.00000,5185.00000,-173.00000,,-3462.00000,6650.00000
2016-03-31,99.00000,1143.00000,,79.00000,103.00000,1424.00000,1042.00000,169.00000,2414.00000,234.00000,4697.00000,6121.00000,3247.00000,3859.00000,2682.00000,6541.00000,9788.00000,5.00000,5025.00000,-177.00000,,-3667.00000,6121.00000
2015-12-31,96.00000,1103.00000,,77.00000,108.00000,1384.00000,1029.00000,165.00000,2394.00000,223.00000,4698.00000,6082.00000,3233.00000,3807.00000,2616.00000,6439.00000,9672.00000,5.00000,4878.00000,-196.00000,,-3590.00000,6082.00000
2015-09-30,95.00000,1144.00000,,58.00000,169.00000,1723.00000,985.00000,174.00000,2420.00000,247.00000,4430.00000,6153.00000,3509.00000,3689.00000,2544.00000,6233.00000,9742.00000,5.00000,4740.00000,-120.00000,,-3589.00000,6153.00000
2015-06-30,140.00000,1188.00000,,68.00000,201.00000,1906.00000,987.00000,216.00000,2414.00000,247.00000,4415.00000,6321.00000,3517.00000,3303.00000,2534.00000,5837.00000,9354.00000,5.00000,4573.00000,-88.00000,,-3033.00000,6321.00000
2015-03-31,120.00000,1172.00000,,64.00000,161.00000,1828.00000,1446.00000,217.00000,2289.00000,400.00000,4975.00000,6803.00000,3030.00000,3703.00000,2607.00000,6310.00000,9340.00000,5.00000,4401.00000,-90.00000,,-2537.00000,6803.00000
2014-12-31,104.00000,1100.00000,,64.00000,342.00000,1610.00000,1460.00000,224.00000,2245.00000,260.00000,5223.00000,6833.00000,3038.00000,3447.00000,2548.00000,5995.00000,9033.00000,5.00000,4286.00000,-70.00000,,-2200.00000,6833.00000
2014-09-30,150.00000,1030.00000,,54.00000,111.00000,1552.00000,1736.00000,234.00000,2236.00000,277.00000,5295.00000,6847.00000,2738.00000,3521.00000,2430.00000,5951.00000,8689.00000,5.00000,4156.00000,-53.00000,,-1842.00000,6847.00000
2014-06-30,192.00000,1057.00000,,58.00000,28.00000,1537.00000,1647.00000,229.00000,2228.00000,352.00000,5293.00000,6830.00000,2690.00000,3397.00000,2463.00000,5860.00000,8550.00000,5.00000,4030.00000,-39.00000,,-1720.00000,6830.00000
2014-03-31,184.00000,1035.00000,,59.00000,52.00000,1565.00000,1569.00000,222.00000,2000.00000,541.00000,5100.00000,6665.00000,2596.00000,3295.00000,2399.00000,5694.00000,8290.00000,5.00000,3917.00000,-41.00000,,-1625.00000,6665.00000
2013-12-31,126.00000,1081.00000,,67.00000,377.00000,1903.00000,1543.00000,222.00000,2005.00000,332.00000,4891.00000,6794.00000,2675.00000,3147.00000,2387.00000,5534.00000,8209.00000,5.00000,3837.00000,-44.00000,,-1415.00000,6794.00000
2013-09-30,144.00000,972.00000,,57.00000,256.00000,1646.00000,1489.00000,228.00000,1989.00000,320.00000,4834.00000,6480.00000,2422.00000,3104.00000,2363.00000,5467.00000,7889.00000,5.00000,3763.00000,-49.00000,,-1409.00000,6480.00000
2013-06-30,108.00000,1006.00000,,60.00000,24.00000,1404.00000,1634.00000,228.00000,1991.00000,303.00000,4973.00000,6377.00000,2467.00000,3037.00000,2366.00000,5403.00000,7870.00000,5.00000,3662.00000,-54.00000,,-1493.00000,6377.00000
2013-03-31,221.00000,1080.00000,11.00000,56.00000,11.00000,1626.00000,1574.00000,230.00000,1993.00000,257.00000,4897.00000,6523.00000,2358.00000,3206.00000,2336.00000,5542.00000,7900.00000,5.00000,3549.00000,-46.00000,,-1377.00000,6523.00000
2012-12-31,88.00000,1028.00000,,57.00000,22.00000,1475.00000,1539.00000,216.00000,1989.00000,267.00000,4867.00000,6342.00000,2773.00000,2528.00000,2326.00000,4854.00000,7627.00000,5.00000,3509.00000,-44.00000,,-1285.00000,6342.00000
2012-09-30,105.00000,841.00000,11.00000,45.00000,10.00000,1158.00000,1421.00000,217.00000,1772.00000,275.00000,4707.00000,5865.00000,2690.00000,2101.00000,2370.00000,4471.00000,7161.00000,5.00000,3434.00000,-49.00000,,-1296.00000,5865.00000
2012-06-30,105.00000,939.00000,12.00000,48.00000,70.00000,1355.00000,1383.00000,223.00000,1720.00000,283.00000,4652.00000,6007.00000,2642.00000,2153.00000,2336.00000,4489.00000,7131.00000,5.00000,3335.00000,-53.00000,,-1124.00000,6007.00000
2012-03-31,290.00000,863.00000,12.00000,62.00000,7.00000,1464.00000,1367.00000,268.00000,1727.00000,273.00000,4707.00000,6171.00000,2906.00000,1772.00000,2341.00000,4113.00000,7019.00000,5.00000,3249.00000,-38.00000,,-848.00000,6171.00000
2011-12-31,102.00000,875.00000,11.00000,54.00000,,1324.00000,1168.00000,265.00000,1721.00000,261.00000,4586.00000,5910.00000,2558.00000,1816.00000,2317.00000,4133.00000,6691.00000,5.00000,3212.00000,-48.00000,,-781.00000,5910.00000
2011-09-30,220.00000,1011.00000,1029.00000,85.00000,99.00000,2678.00000,1480.00000,271.00000,1716.00000,213.00000,5787.00000,8465.00000,3100.00000,2623.00000,2312.00000,4935.00000,8035.00000,5.00000,3165.00000,-16.00000,,430.00000,8465.00000
2011-06-30,117.00000,1006.00000,1365.00000,93.00000,120.00000,2938.00000,1483.00000,278.00000,1719.00000,336.00000,5853.00000,8791.00000,2917.00000,2440.00000,2298.00000,4738.00000,7655.00000,5.00000,3401.00000,-11.00000,,1136.00000,8791.00000
2011-03-31,144.00000,944.00000,1459.00000,104.00000,107.00000,2999.00000,1412.00000,313.00000,1677.00000,224.00000,5761.00000,8760.00000,2423.00000,2720.00000,2231.00000,4951.00000,7374.00000,5.00000,3310.00000,2.00000,,1386.00000,8760.00000
2010-12-31,505.00000,938.00000,1489.00000,81.00000,123.00000,3382.00000,1307.00000,250.00000,1643.00000,205.00000,5601.00000,8983.00000,2501.00000,2691.00000,2206.00000,4897.00000,7398.00000,5.00000,3286.00000,-2.00000,,1585.00000,8983.00000
2010-09-30,223.00000,931.00000,1455.00000,74.00000,155.00000,3061.00000,1327.00000,245.00000,1623.00000,188.00000,5728.00000,8789.00000,2496.00000,2600.00000,2338.00000,4938.00000,7434.00000,5.00000,3191.00000,6.00000,,1355.00000,8789.00000
2010-06-30,100.00000,956.00000,1467.00000,93.00000,93.00000,2951.00000,1335.00000,245.00000,1610.00000,202.00000,5696.00000,8647.00000,2351.00000,2769.00000,2303.00000,5072.00000,7423.00000,5.00000,3130.00000,-5.00000,,1224.00000,8647.00000
2010-03-31,118.00000,946.00000,1503.00000,110.00000,84.00000,3015.00000,1339.00000,243.00000,1618.00000,219.00000,5778.00000,8793.00000,2313.00000,3124.00000,2286.00000,5410.00000,7723.00000,5.00000,3038.00000,0.00000,,1070.00000,8793.00000
2009-12-31,115.00000,838.00000,1444.00000,68.00000,131.00000,2851.00000,1362.00000,249.00000,1606.00000,393.00000,5082.00000,7933.00000,2287.00000,2234.00000,2270.00000,4504.00000,6791.00000,5.00000,3103.00000,13.00000,,1142.00000,7933.00000
2009-09-30,130.00000,908.00000,1465.00000,78.00000,125.00000,2963.00000,1371.00000,257.00000,1609.00000,443.00000,5304.00000,8267.00000,2491.00000,2523.00000,2268.00000,4791.00000,7282.00000,5.00000,3038.00000,8.00000,,985.00000,8267.00000
2009-06-30,125.00000,863.00000,2001.00000,96.00000,138.00000,3398.00000,1455.00000,326.00000,1591.00000,451.00000,5345.00000,8743.00000,2405.00000,2713.00000,2206.00000,4919.00000,7324.00000,5.00000,3540.00000,-4.00000,31.00000,1419.00000,8743.00000
2009-03-31,168.00000,832.00000,1994.00000,,268.00000,3437.00000,1449.00000,311.00000,1587.00000,446.00000,5267.00000,8704.00000,2406.00000,2834.00000,2127.00000,4961.00000,7367.00000,5.00000,3541.00000,-27.00000,,1337.00000,8704.00000
