,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2019-03-31,281.80000,1882.10000,2791.60000,,298.40000,5253.90000,1927.40000,13028.30000,1250.70000,16206.40000,21460.30000,5766.20000,3909.40000,2521.80000,7757.39900,13523.60000,442.30000,6291.30000,-1813.30000,-6.30000,7936.70000,21460.30000
2018-12-31,288.70000,1607.80000,2373.50000,240.50000,58.90000,4569.40000,1915.20000,12441.10000,482.30000,14838.60000,19408.00000,4001.60000,3819.80000,2446.00000,7566.50000,11568.10000,442.30000,6219.00000,-1814.30000,-10.50000,7839.90000,19408.00000
2018-09-30,368.70000,2236.20000,2649.70000,,300.80000,5555.40000,1846.20000,12554.10000,492.00000,14892.30000,20447.70000,6052.00000,2830.60000,2468.00000,6310.60000,12362.60000,442.30000,6424.30000,-1751.20000,-13.30000,8085.10000,20447.70000
2018-06-30,385.80000,2151.40000,2444.20000,,341.20000,5322.60000,1817.10000,12544.40000,495.50000,14857.00000,20179.60000,5638.90000,2831.20000,2451.00000,6352.90000,11991.80000,442.30000,6273.90000,-1772.40000,-14.40000,8187.80000,20179.60000
2018-03-31,405.60000,1986.10000,2350.30000,,335.90000,5077.90000,1770.20000,12325.10000,510.00000,14605.30000,19683.20000,4810.20000,2827.60000,2534.50000,6431.20000,11241.40000,442.30000,6074.50000,-1493.30000,-15.50000,8441.80000,19683.20000
2017-12-31,637.50000,1628.70000,2018.40000,234.60000,39.80000,4559.00000,1742.50000,12283.50000,512.70000,14538.70000,19097.70000,4391.50000,2828.20000,2507.00000,6401.20000,10792.70000,442.30000,5998.70000,-1589.10000,-18.80000,8305.00000,19097.70000
2017-09-30,483.30000,2009.80000,2247.40000,,288.20000,5028.70000,1677.30000,12240.80000,826.40000,14744.50000,19773.20000,4002.20000,3818.00000,2116.20000,7752.20000,11754.40000,442.30000,5803.90000,-1618.80000,-20.00000,8018.80000,19773.20000
2017-06-30,539.50000,1927.90000,2078.00000,,293.70000,4839.10000,1649.80000,12020.20000,803.20000,14473.20000,19312.30000,3866.90000,3817.40000,2099.80000,7739.00000,11605.90000,442.30000,5624.40000,-1722.40000,-21.10000,7706.40000,19312.30000
2017-03-31,378.00000,1728.00000,1976.70000,,285.60000,4368.30000,1538.30000,11967.50000,788.00000,14293.80000,18662.10000,4214.40000,3815.60000,2001.60000,7629.60000,11844.00000,442.30000,5433.80000,-1807.70000,-22.30000,6818.10000,18662.10000
2016-12-31,1131.80000,1302.80000,1478.00000,193.20000,682.70000,4788.50000,1451.20000,8993.50000,401.70000,10846.40000,15634.90000,2807.50000,3815.30000,1258.80000,6453.80000,9261.30000,442.30000,5127.30000,-1921.20000,-25.90000,6373.60000,15634.90000
2016-09-30,420.80000,1730.20000,1720.30000,,390.80000,4262.10000,1480.10000,9589.30000,389.20000,11458.60000,15720.70000,3463.00000,3815.10000,983.60000,6176.50000,9639.50000,442.30000,4958.70000,-1681.80000,-27.10000,6081.20000,15720.70000
2016-06-30,568.20000,1571.00000,1688.60000,,465.40000,4293.20000,1462.50000,9592.60000,392.50000,11447.60000,15740.80000,3709.90000,3814.10000,952.80000,6180.80000,9890.70000,442.30000,4793.80000,-1711.20000,-28.40000,5850.10000,15740.80000
2016-03-31,352.20000,1592.80000,1685.00000,,386.80000,4016.80000,1462.90000,9700.90000,426.80000,11590.60000,15607.40000,3696.60000,3817.20000,900.70000,6195.60000,9892.20000,442.30000,4601.80000,-1614.40000,-29.60000,5715.20000,15607.40000
2015-12-31,465.40000,1331.80000,1526.40000,172.40000,166.10000,3662.10000,1450.20000,9625.80000,389.70000,11465.70000,15127.80000,2802.60000,3792.10000,1178.60000,6466.00000,9268.60000,442.30000,4491.70000,-1694.20000,-34.90000,5859.20000,15127.80000
2015-09-30,293.30000,1690.90000,1867.00000,,422.10000,4273.30000,1407.60000,9739.60000,450.40000,11597.60000,15870.90000,3422.30000,3847.30000,1227.50000,6728.00000,10150.30000,442.30000,4306.40000,-1581.70000,-36.20000,5720.60000,15870.90000
2015-06-30,391.90000,1645.90000,1839.60000,,467.40000,4344.80000,1419.20000,9798.70000,436.10000,11654.00000,15998.80000,3385.00000,3823.20000,1217.50000,6747.30000,10132.30000,442.30000,4157.00000,-1455.30000,-37.50000,5866.50000,15998.80000
2015-03-31,435.50000,1612.80000,1742.20000,,534.20000,4324.70000,1411.50000,9788.60000,418.90000,11619.00000,15943.70000,3446.80000,3855.70000,1246.60000,6799.70000,10246.50000,442.30000,4006.40000,-1527.50000,-38.80000,5697.20000,15943.70000
2014-12-31,496.60000,1396.70000,1562.70000,180.50000,312.30000,3948.80000,1454.10000,10027.20000,419.00000,11900.30000,15849.10000,2832.00000,3839.80000,922.80000,6505.20000,9337.20000,442.30000,3926.30000,-1270.20000,-43.60000,6511.90000,15849.10000
2014-09-30,486.80000,1861.10000,1758.00000,,346.20000,4452.10000,1448.10000,10355.90000,477.70000,12281.70000,16733.80000,3387.30000,3856.80000,822.20000,6302.50000,9689.80000,442.30000,3863.90000,-785.90000,-44.90000,7044.00000,16733.80000
2014-06-30,515.70000,1788.80000,1721.70000,,374.40000,4400.60000,1483.70000,10589.60000,484.90000,12558.20000,16958.80000,3387.00000,3849.30000,851.10000,6434.50000,9821.50000,442.30000,3708.20000,-502.90000,-46.20000,7137.30000,16958.80000
2014-03-31,432.60000,1795.80000,1663.10000,,379.70000,4271.20000,1482.40000,10618.90000,460.40000,12561.70000,16832.90000,3455.80000,3831.10000,825.90000,6397.80000,9853.60000,442.30000,3569.40000,-494.20000,-47.60000,6979.30000,16832.90000
2013-12-31,496.20000,1578.50000,1473.30000,170.60000,298.00000,4016.60000,1478.60000,10600.00000,439.90000,12518.50000,16535.10000,3236.00000,3799.40000,975.50000,6418.60000,9654.60000,442.30000,3484.90000,-499.00000,-53.20000,6880.50000,16535.10000
2013-09-30,469.10000,1936.40000,1629.50000,,396.20000,4431.20000,1455.40000,10688.80000,448.30000,12592.50000,17023.70000,3948.80000,3396.90000,867.10000,6056.60000,10005.40000,442.30000,3506.00000,-481.00000,-58.60000,7018.30000,17023.70000
2013-06-30,561.70000,1794.30000,1475.80000,,425.10000,4256.90000,1398.00000,10613.30000,434.70000,12446.00000,16702.90000,3929.90000,3428.90000,846.10000,6048.50000,9978.40000,442.30000,3416.80000,-645.90000,-60.00000,6724.50000,16702.90000
2013-03-31,557.50000,1782.70000,1539.70000,,546.00000,4425.90000,1354.60000,10679.40000,437.60000,12471.60000,16897.50000,4132.60000,3494.10000,795.40000,6105.80000,10238.40000,442.30000,3304.80000,-530.20000,-61.40000,6659.10000,16897.50000
2012-12-31,716.00000,1525.80000,1304.60000,199.10000,365.80000,4111.30000,1329.90000,9947.00000,455.80000,11732.70000,15844.00000,3074.70000,3526.50000,753.60000,6042.20000,9116.90000,442.30000,3299.50000,-388.00000,-62.80000,6727.10000,15844.00000
2012-09-30,769.50000,1829.90000,1702.00000,,452.50000,4753.90000,1385.50000,10694.50000,280.30000,12360.30000,17114.20000,4670.30000,2728.90000,747.40000,5180.00000,9850.30000,442.30000,2886.90000,-270.00000,-64.20000,7263.90000,17114.20000
2012-06-30,577.80000,1675.80000,1574.90000,,477.30000,4305.80000,1295.20000,10447.00000,302.40000,12044.60000,16350.40000,3771.10000,2924.50000,1066.10000,5687.10000,9458.20000,442.30000,2850.90000,-547.60000,-65.60000,6892.20000,16350.40000
2012-03-31,883.60000,1725.80000,1589.70000,,404.20000,4603.30000,1268.20000,10178.00000,300.80000,11747.00000,16350.30000,3437.10000,2905.70000,1073.00000,5651.60000,9088.70000,440.70000,2762.20000,-272.30000,-67.10000,7261.60000,16350.30000
2011-12-31,906.90000,1445.00000,1270.90000,201.90000,1264.80000,5089.50000,1142.60000,9382.10000,334.80000,10859.50000,15949.00000,3329.90000,2925.80000,1051.70000,5552.30000,8882.20000,440.70000,2707.30000,-349.20000,-68.50000,7066.80000,15949.00000
2011-09-30,851.90000,1836.90000,1604.60000,314.80000,129.10000,4737.30000,1225.80000,10142.00000,377.90000,11745.70000,16483.00000,3810.30000,2738.70000,1155.00000,5571.00000,9381.30000,440.70000,2609.80000,-181.60000,-70.00000,7101.70000,16483.00000
2011-06-30,1915.00000,1624.60000,1448.40000,199.20000,151.80000,5339.00000,1186.40000,9094.10000,414.00000,10694.50000,16033.50000,3404.70000,2729.00000,742.20000,5045.00000,8449.70000,440.70000,2521.40000,78.40000,-71.50000,7583.80000,16033.50000
2011-03-31,1883.50000,1547.80000,1413.60000,203.30000,126.30000,5174.50000,1144.90000,9062.50000,374.10000,10581.50000,15756.00000,2992.10000,3008.50000,792.60000,5378.10000,8370.20000,440.70000,2392.50000,33.30000,-73.00000,7385.80000,15756.00000
2010-12-31,1742.80000,1399.70000,1262.00000,222.90000,223.80000,4851.20000,1156.00000,8793.40000,338.80000,10288.20000,15139.40000,2747.40000,3018.10000,763.40000,5322.30000,8069.70000,440.70000,2301.80000,-116.30000,-74.50000,7069.70000,15139.40000
2010-09-30,1635.90000,1699.40000,1396.80000,110.20000,260.00000,5102.30000,1141.80000,8255.50000,373.10000,9770.39900,14872.70000,3157.10000,2719.20000,729.90000,4778.00000,7935.10000,440.70000,2219.90000,-174.80000,-76.10000,6937.60000,14872.70000
2010-06-30,1598.40000,1550.00000,1295.20000,106.60000,322.20000,4872.40000,1067.00000,7711.20000,345.00000,9123.20000,13995.60000,3074.70000,2318.70000,672.50000,4286.40000,7361.10000,440.70000,2152.50000,-384.40000,-77.60000,6634.50000,13995.60000
2010-03-31,1505.40000,1557.40000,1397.60000,146.60000,376.90000,4983.90000,1030.10000,8190.10000,430.60000,9650.80000,14634.70000,3158.90000,2743.40000,649.60000,4937.40000,8096.30000,427.20000,2160.80000,-117.60000,-79.20000,6538.40000,14634.70000
2009-12-31,400.70000,532.00000,366.20000,73.20000,39.80000,1411.90000,575.90000,2594.80000,186.50000,3357.20000,4769.10000,1192.00000,1084.70000,223.80000,1565.60000,2757.60000,230.90000,2295.50000,-76.50000,-80.80000,2011.50000,4769.10000
2009-09-30,207.40000,650.50000,437.50000,,109.70000,1405.10000,572.20000,2628.00000,112.20000,3397.60000,4802.70000,1238.60000,1086.60000,542.40000,1629.00000,2867.60000,230.90000,2374.70000,-87.00000,-82.40000,1935.10000,4802.70000
2009-06-30,156.30000,654.90000,466.50000,,98.20000,1375.90000,573.90000,2600.70000,199.20000,3373.80000,4749.70000,1118.30000,1276.90000,534.60000,1811.50000,2929.80000,230.90000,2333.70000,-123.70000,-84.00000,1819.90000,4749.70000
2009-03-31,128.00000,659.10000,503.70000,,100.30000,1391.10000,566.10000,2570.10000,196.40000,3332.60000,4723.70000,1098.10000,1385.40000,534.00000,1919.40000,3017.50000,230.90000,2288.00000,-172.80000,-85.60000,1706.20000,4723.70000
