,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2020-03-31,41142.00000,6362.00000,1844.00000,2410.00000,,51758.00000,2961.00000,78.00000,33764.00000,2638.00000,39441.00000,91199.00000,16471.00000,63284.00000,17900.00000,82143.00000,98614.00000,18.00000,5973.00000,-3697.00000,,-7415.00000,91199.00000
2019-12-31,39924.00000,5428.00000,1813.00000,2354.00000,,49519.00000,2962.00000,93.00000,34253.00000,2288.00000,39596.00000,89115.00000,15585.00000,62975.00000,17597.00000,81702.00000,97287.00000,18.00000,4717.00000,-3596.00000,,-8172.00000,89115.00000
2019-09-30,10648.00000,5529.00000,1929.00000,2060.00000,,20166.00000,2894.00000,131.00000,34573.00000,1677.00000,39275.00000,59441.00000,17493.00000,33126.00000,15990.00000,50174.00000,67667.00000,18.00000,3673.00000,-2528.00000,,-8226.00000,59441.00000
2019-06-30,5416.00000,5482.00000,1895.00000,2307.00000,,15100.00000,2879.00000,1473.00000,36101.00000,1589.00000,42042.00000,57142.00000,16941.00000,31619.00000,16000.00000,48767.00000,65708.00000,18.00000,3384.00000,-2491.00000,,-8566.00000,57142.00000
2019-03-31,5228.00000,5680.00000,1702.00000,1803.00000,,14413.00000,2860.00000,1477.00000,36452.00000,1567.00000,42356.00000,56769.00000,13904.00000,35066.00000,14509.00000,50691.00000,64595.00000,18.00000,4234.00000,-2516.00000,,-7826.00000,56769.00000
2018-12-31,8061.00000,5384.00000,1605.00000,1895.00000,,16945.00000,2883.00000,1420.00000,36896.00000,1208.00000,42407.00000,59352.00000,17239.00000,35002.00000,14490.00000,50559.00000,67798.00000,18.00000,3368.00000,-2480.00000,,-8446.00000,59352.00000
2018-09-30,8785.00000,5780.00000,1786.00000,2114.00000,,18465.00000,2950.00000,1463.00000,42343.00000,943.00000,47699.00000,66164.00000,15387.00000,36487.00000,15721.00000,53698.00000,69085.00000,18.00000,6789.00000,-2559.00000,,-2921.00000,66164.00000
2018-06-30,3743.00000,5793.00000,1580.00000,2729.00000,,13845.00000,2787.00000,1505.00000,42595.00000,909.00000,47796.00000,61641.00000,17224.00000,30579.00000,15543.00000,47792.00000,65016.00000,18.00000,5495.00000,-2639.00000,,-3375.00000,61641.00000
2018-03-31,9474.00000,5841.00000,1738.00000,3391.00000,,20444.00000,2828.00000,2057.00000,43110.00000,903.00000,48898.00000,69342.00000,17058.00000,30906.00000,15521.00000,48731.00000,65789.00000,18.00000,4977.00000,-2630.00000,,3553.00000,69342.00000
2017-12-31,9789.00000,5088.00000,1605.00000,4741.00000,,21223.00000,2803.00000,2090.00000,43344.00000,1326.00000,49563.00000,70786.00000,16641.00000,30953.00000,15605.00000,49048.00000,65689.00000,18.00000,5459.00000,-2727.00000,,5097.00000,70786.00000
2017-09-30,9554.00000,4891.00000,1785.00000,2700.00000,,18930.00000,2697.00000,1971.00000,43915.00000,1327.00000,49910.00000,68840.00000,13033.00000,33974.00000,8999.00000,49120.00000,62153.00000,18.00000,6547.00000,-2613.00000,,6687.00000,68840.00000
2017-06-30,7205.00000,4859.00000,1582.00000,3316.00000,,16962.00000,2657.00000,2052.00000,44018.00000,1305.00000,50032.00000,66994.00000,12259.00000,33817.00000,8518.00000,48726.00000,60985.00000,18.00000,5951.00000,-2548.00000,,6009.00000,66994.00000
2017-03-31,6248.00000,4677.00000,1427.00000,3195.00000,,15547.00000,2612.00000,2123.00000,44119.00000,1263.00000,50117.00000,65664.00000,8844.00000,36526.00000,8499.00000,51822.00000,60666.00000,18.00000,5063.00000,-2542.00000,,4998.00000,65664.00000
2016-12-31,6423.00000,4758.00000,1444.00000,3562.00000,,16187.00000,2604.00000,1783.00000,44313.00000,1212.00000,49912.00000,66099.00000,9781.00000,36440.00000,8352.00000,51682.00000,61463.00000,18.00000,4378.00000,-2586.00000,,4636.00000,66099.00000
2016-09-30,7950.00000,4999.00000,1630.00000,1711.00000,,16290.00000,2638.00000,1378.00000,44770.00000,1550.00000,50336.00000,66626.00000,9103.00000,37284.00000,7646.00000,51054.00000,60157.00000,18.00000,4011.00000,-2340.00000,,6469.00000,66626.00000
2016-06-30,8002.00000,5048.00000,1756.00000,1985.00000,,16791.00000,2618.00000,1400.00000,44957.00000,1445.00000,50420.00000,67211.00000,9272.00000,37328.00000,7791.00000,52299.00000,61571.00000,18.00000,3349.00000,-2390.00000,,5640.00000,67211.00000
2016-03-31,8600.00000,4753.00000,1789.00000,1480.00000,,16622.00000,2597.00000,387.00000,32786.00000,1328.00000,37098.00000,53720.00000,10662.00000,29490.00000,3513.00000,38415.00000,49077.00000,18.00000,2673.00000,-2423.00000,,4643.00000,53720.00000
2015-12-31,8407.00000,4730.00000,1719.00000,1458.00000,,16314.00000,2565.00000,145.00000,32877.00000,1149.00000,36736.00000,53050.00000,10894.00000,29240.00000,3695.00000,38211.00000,49105.00000,17.00000,2248.00000,-2561.00000,,3945.00000,53050.00000
2015-09-30,9249.00000,4574.00000,1841.00000,1148.00000,,17912.00000,2546.00000,74.00000,33065.00000,1235.00000,36920.00000,54832.00000,8813.00000,31359.00000,3801.00000,41156.00000,49969.00000,17.00000,1654.00000,-2499.00000,,4863.00000,54832.00000
2015-06-30,8279.00000,4367.00000,1623.00000,1381.00000,,16877.00000,2517.00000,134.00000,33146.00000,1181.00000,36978.00000,53855.00000,11258.00000,27116.00000,3918.00000,37093.00000,48351.00000,17.00000,1256.00000,-2374.00000,,5504.00000,53855.00000
2015-03-31,7924.00000,4356.00000,1022.00000,1050.00000,,15408.00000,2431.00000,93.00000,7012.00000,1755.00000,11291.00000,26699.00000,11050.00000,10683.00000,3589.00000,14272.00000,25322.00000,16.00000,739.00000,-2467.00000,,1377.00000,26699.00000
2014-12-31,8374.00000,3735.00000,1124.00000,1952.00000,,16081.00000,2485.00000,92.00000,7375.00000,1480.00000,11432.00000,27513.00000,11393.00000,10538.00000,3681.00000,14378.00000,25771.00000,16.00000,535.00000,-2031.00000,,1742.00000,27513.00000
2014-09-30,10323.00000,3995.00000,1008.00000,1705.00000,,17555.00000,2432.00000,124.00000,7542.00000,801.00000,10899.00000,28454.00000,6635.00000,14469.00000,2705.00000,17174.00000,23809.00000,16.00000,2131.00000,-913.00000,,4645.00000,28454.00000
2014-06-30,10246.00000,3811.00000,1048.00000,1585.00000,,17794.00000,2387.00000,130.00000,7939.00000,795.00000,11251.00000,29045.00000,6317.00000,14470.00000,3040.00000,17510.00000,23827.00000,16.00000,2299.00000,-420.00000,,5218.00000,29045.00000
2014-03-31,9100.00000,4590.00000,1104.00000,1460.00000,,17329.00000,2333.00000,119.00000,8073.00000,803.00000,11328.00000,28657.00000,6216.00000,14386.00000,3358.00000,17744.00000,23960.00000,16.00000,1874.00000,-426.00000,,4697.00000,28657.00000
2013-12-31,9895.00000,4803.00000,1150.00000,1234.00000,,17848.00000,2298.00000,118.00000,8167.00000,767.00000,11350.00000,29198.00000,6879.00000,14292.00000,3535.00000,17827.00000,24706.00000,16.00000,1567.00000,-442.00000,,4492.00000,29198.00000
2013-09-30,9596.00000,3798.00000,1172.00000,558.00000,,16543.00000,2244.00000,123.00000,8192.00000,1150.00000,11709.00000,28252.00000,6875.00000,14375.00000,3425.00000,17800.00000,24675.00000,16.00000,1081.00000,-981.00000,,3577.00000,28252.00000
2013-06-30,8754.00000,3755.00000,1085.00000,626.00000,,15662.00000,2213.00000,121.00000,8221.00000,1693.00000,12248.00000,27910.00000,6805.00000,14326.00000,3221.00000,17547.00000,24352.00000,16.00000,758.00000,-1169.00000,,3558.00000,27910.00000
2013-03-31,7479.00000,4299.00000,1037.00000,711.00000,,14923.00000,2200.00000,118.00000,8213.00000,1715.00000,12246.00000,27169.00000,6766.00000,14601.00000,2845.00000,17446.00000,24212.00000,16.00000,330.00000,-1237.00000,,2957.00000,27169.00000
2012-12-31,7976.00000,4298.00000,1091.00000,1320.00000,,15354.00000,2247.00000,119.00000,8453.00000,835.00000,11654.00000,27008.00000,6776.00000,14630.00000,2239.00000,16869.00000,23645.00000,,,-350.00000,3713.00000,3363.00000,27008.00000
2012-09-30,4585.60500,3097.51000,958.87800,,,10930.74000,2138.89800,202.61900,8523.25900,,11799.24000,22729.98000,5367.89200,,1693.25100,1693.25100,7061.14300,,,-164.91800,15833.75000,15668.84000,22729.98000
2012-06-30,74.53700,2994.00500,862.77500,,,5992.96000,2092.02100,237.00300,8513.85500,,11716.59000,17709.55000,4839.72100,,1364.75800,1364.75800,6204.47900,,,-325.49300,11830.57000,11505.08000,17709.55000
2012-03-31,42.99100,3646.76300,915.79400,,,6751.04800,2168.58200,221.46600,8908.69800,,12210.51000,18961.56000,5514.95900,,1395.83500,1395.83500,6910.79400,,,194.18000,11856.59000,12050.77000,18961.56000
2011-12-31,653.00000,3817.00000,872.00000,543.00000,,7354.00000,2144.00000,229.00000,9010.00000,784.00000,12167.00000,19521.00000,5897.00000,32.00000,1660.00000,1692.00000,7589.00000,,,-25.00000,11957.00000,11932.00000,19521.00000
2011-09-30,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2011-06-30,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2011-03-31,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2010-12-31,10.77000,3373.10000,836.27000,,5635.15000,8218.49000,6101.92000,137.36000,9888.36000,,16660.56000,21134.71000,3761.24000,,1670.45000,1670.45000,5431.70000,0.00000,,,15703.00000,15703.00000,21134.71000
2009-12-31,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
