,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2017-12-31,3083.00000,146393.00000,2055.00000,47574.00000,11385.00000,14235.00000,75249.00000,221642.00000,168299.00000,23648.00000,,23648.00000,191947.00000,3910.00000,16259.00000,-1467.00000,29695.00000,221642.00000
2017-09-30,3127.00000,145660.00000,2043.00000,46631.00000,11407.00000,14599.00000,74680.00000,220340.00000,169624.00000,20863.00000,,20863.00000,190487.00000,3945.00000,15656.00000,-1036.00000,29853.00000,220340.00000
2017-06-30,3428.00000,147059.00000,2084.00000,45283.00000,11452.00000,15314.00000,74133.00000,221192.00000,169105.00000,21738.00000,,21738.00000,190843.00000,4040.00000,15321.00000,-1073.00000,30349.00000,221192.00000
2017-03-31,4480.00000,146889.00000,2104.00000,44877.00000,11524.00000,15107.00000,73612.00000,220501.00000,168841.00000,21635.00000,,21635.00000,190476.00000,4057.00000,14933.00000,-1125.00000,30025.00000,220501.00000
2016-12-31,4424.00000,147973.00000,2107.00000,43606.00000,11544.00000,14046.00000,71303.00000,219276.00000,167385.00000,21965.00000,,21965.00000,189350.00000,4047.00000,14809.00000,-1132.00000,29926.00000,219276.00000
2016-09-30,3626.00000,147227.00000,2059.00000,47199.00000,11347.00000,14790.00000,75395.00000,222622.00000,169755.00000,22776.00000,,22776.00000,192531.00000,4057.00000,14459.00000,-750.00000,30091.00000,222622.00000
2016-06-30,3459.00000,146663.00000,2088.00000,47006.00000,11352.00000,14750.00000,75196.00000,221859.00000,167681.00000,24435.00000,,24435.00000,192116.00000,4073.00000,14104.00000,-837.00000,29743.00000,221859.00000
2016-03-31,3444.00000,138627.00000,2001.00000,46480.00000,10075.00000,15222.00000,73778.00000,212405.00000,161343.00000,22823.00000,,22823.00000,184166.00000,3912.00000,13791.00000,-917.00000,28239.00000,212405.00000
2015-12-31,4167.00000,139693.00000,2007.00000,43827.00000,10114.00000,14306.00000,70254.00000,209947.00000,158838.00000,23769.00000,,23769.00000,182607.00000,3902.00000,13464.00000,-1028.00000,27340.00000,209947.00000
2015-09-30,3358.00000,138867.00000,2038.00000,43494.00000,10046.00000,14364.00000,69942.00000,208809.00000,156662.00000,24883.00000,,24883.00000,181545.00000,3901.00000,13172.00000,-796.00000,27264.00000,208809.00000
2015-06-30,3000.00000,126313.00000,1900.00000,40620.00000,8567.00000,13617.00000,64704.00000,191017.00000,142614.00000,23271.00000,,23271.00000,165885.00000,3667.00000,12891.00000,-748.00000,25132.00000,191017.00000
2015-03-31,2512.00000,123075.00000,1879.00000,42089.00000,8244.00000,13941.00000,66153.00000,189228.00000,141053.00000,23437.00000,,23437.00000,164490.00000,3616.00000,12632.00000,-733.00000,24738.00000,189228.00000
2014-12-31,2699.00000,122532.00000,1827.00000,41147.00000,8218.00000,13110.00000,64302.00000,186834.00000,139145.00000,23312.00000,,23312.00000,162457.00000,3603.00000,12317.00000,-751.00000,24377.00000,186834.00000
2014-09-30,2309.00000,121495.00000,1842.00000,41891.00000,8339.00000,13455.00000,65527.00000,187022.00000,140353.00000,22355.00000,,22355.00000,162708.00000,3601.00000,11982.00000,-442.00000,24314.00000,187022.00000
2014-06-30,2740.00000,122365.00000,1857.00000,41368.00000,8374.00000,14048.00000,65647.00000,188012.00000,142120.00000,21927.00000,,21927.00000,164047.00000,3598.00000,11634.00000,-406.00000,23965.00000,188012.00000
2014-03-31,3108.00000,119098.00000,1854.00000,41308.00000,8378.00000,14013.00000,65553.00000,184651.00000,137711.00000,23384.00000,,23384.00000,161095.00000,3592.00000,11382.00000,-500.00000,23556.00000,184651.00000
2013-12-31,2587.00000,117994.00000,1869.00000,40205.00000,8430.00000,14512.00000,65016.00000,183010.00000,138708.00000,21493.00000,,21493.00000,160201.00000,3533.00000,11044.00000,-593.00000,22809.00000,183010.00000
2013-09-30,3506.00000,120250.00000,1876.00000,36394.00000,8374.00000,14156.00000,60800.00000,181050.00000,138554.00000,20402.00000,,20402.00000,158956.00000,3525.00000,10669.00000,-860.00000,22094.00000,181050.00000
2013-06-30,3501.00000,119882.00000,1893.00000,38228.00000,8336.00000,14396.00000,62853.00000,182735.00000,141377.00000,19362.00000,,19362.00000,160739.00000,3515.00000,10564.00000,-784.00000,21996.00000,182735.00000
2013-03-31,3841.00000,119862.00000,1880.00000,37289.00000,8205.00000,13601.00000,60975.00000,180837.00000,141292.00000,18316.00000,,18316.00000,159608.00000,3507.00000,10178.00000,-612.00000,21229.00000,180837.00000
2012-12-31,4286.00000,120632.00000,1888.00000,38731.00000,8104.00000,15144.00000,63867.00000,184499.00000,144162.00000,19114.00000,,19114.00000,163276.00000,3499.00000,10129.00000,-559.00000,21223.00000,184499.00000
2012-09-30,4078.00000,120290.00000,1940.00000,37238.00000,7999.00000,14554.00000,61731.00000,182021.00000,142268.00000,19221.00000,,19221.00000,161489.00000,3498.00000,9761.00000,-409.00000,20532.00000,182021.00000
2012-06-30,4404.00000,116920.00000,1816.00000,37643.00000,7689.00000,14461.00000,61609.00000,178529.00000,137042.00000,22561.00000,,22561.00000,159603.00000,3494.00000,9433.00000,-541.00000,18926.00000,178529.00000
2012-03-31,4661.00000,114115.00000,1822.00000,37865.00000,7195.00000,13755.00000,60637.00000,174752.00000,134102.00000,22768.00000,,22768.00000,156870.00000,3492.00000,9064.00000,-616.00000,17882.00000,174752.00000
2011-12-31,4898.00000,114947.00000,1855.00000,36407.00000,7085.00000,14285.00000,59632.00000,174579.00000,135296.00000,21803.00000,,21803.00000,157099.00000,3486.00000,8772.00000,-713.00000,17480.00000,174579.00000
2011-09-30,4851.00000,111166.00000,1864.00000,32784.00000,7022.00000,14841.00000,56511.00000,167677.00000,127983.00000,22153.00000,,22153.00000,150136.00000,3486.00000,8493.00000,-356.00000,17541.00000,167677.00000
2011-06-30,3369.00000,107649.00000,1846.00000,27961.00000,7352.00000,14502.00000,51661.00000,159310.00000,118881.00000,23380.00000,,23380.00000,142261.00000,3484.00000,8241.00000,-574.00000,17049.00000,159310.00000
2011-03-31,3083.00000,106909.00000,1830.00000,26220.00000,7425.00000,14655.00000,50130.00000,157039.00000,117778.00000,22591.00000,,22591.00000,140369.00000,3481.00000,8042.00000,-706.00000,16670.00000,157039.00000
2010-12-31,3327.00000,109805.00000,1840.00000,23169.00000,7346.00000,14921.00000,47276.00000,157081.00000,118853.00000,21730.00000,,21730.00000,140583.00000,3472.00000,7935.00000,-747.00000,16498.00000,157081.00000
2010-09-30,3291.00000,108618.00000,1831.00000,24497.00000,7133.00000,15151.00000,48612.00000,157230.00000,118332.00000,22111.00000,,22111.00000,140443.00000,3468.00000,7833.00000,-335.00000,16787.00000,157230.00000
2010-06-30,3351.00000,107577.00000,1835.00000,23662.00000,7301.00000,14708.00000,47506.00000,155083.00000,116257.00000,22086.00000,,22086.00000,138343.00000,3464.00000,7729.00000,-237.00000,16740.00000,155083.00000
2010-03-31,3158.00000,107456.00000,1798.00000,32654.00000,7531.00000,14261.00000,56244.00000,163700.00000,125744.00000,21428.00000,,21428.00000,147172.00000,3459.00000,7624.00000,-292.00000,16528.00000,163700.00000
2009-12-31,3555.00000,110224.00000,1583.00000,33253.00000,7525.00000,13179.00000,55540.00000,165764.00000,128147.00000,21376.00000,,21376.00000,149523.00000,3449.00000,7539.00000,-417.00000,16241.00000,165764.00000
2009-09-30,3363.00000,111347.00000,1591.00000,34133.00000,7467.00000,10790.00000,53981.00000,165328.00000,127869.00000,21317.00000,,21317.00000,149186.00000,3437.00000,7458.00000,-364.00000,16142.00000,165328.00000
2009-06-30,3023.00000,101247.00000,1577.00000,31033.00000,6603.00000,11938.00000,51151.00000,152398.00000,119496.00000,18110.00000,,18110.00000,137606.00000,3240.00000,7409.00000,-730.00000,14792.00000,152398.00000
2009-03-31,2764.00000,101134.00000,1583.00000,19008.00000,6378.00000,15322.00000,42291.00000,143425.00000,109288.00000,17955.00000,,17955.00000,127243.00000,2803.00000,7385.00000,-683.00000,16182.00000,143425.00000
