,cash-on-hand,receivables-total,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2016-12-31,328.00000,7389.00000,7717.00000,991.00000,39757.00000,611.00000,171856.00000,216859.00000,224576.00000,35049.00000,4494.00000,168130.00000,172624.00000,207673.00000,4.00000,13114.00000,-337.00000,16903.00000,224576.00000
2016-09-30,810.00000,26789.00000,27599.00000,1001.00000,73719.00000,567.00000,121422.00000,200831.00000,228430.00000,79409.00000,4635.00000,125728.00000,130363.00000,209772.00000,5.00000,13282.00000,987.00000,18658.00000,228430.00000
2016-06-30,461.00000,26777.00000,27238.00000,1005.00000,75144.00000,498.00000,119532.00000,200378.00000,227616.00000,79790.00000,4634.00000,124633.00000,129267.00000,209057.00000,5.00000,12923.00000,900.00000,18559.00000,227616.00000
2016-03-31,479.00000,26730.00000,27209.00000,995.00000,73910.00000,498.00000,120319.00000,200284.00000,227493.00000,79554.00000,4633.00000,125194.00000,129827.00000,209381.00000,5.00000,12789.00000,254.00000,18112.00000,227493.00000
2015-12-31,448.00000,26726.00000,27174.00000,974.00000,72918.00000,498.00000,121762.00000,201174.00000,228348.00000,78902.00000,5084.00000,126720.00000,131804.00000,210706.00000,5.00000,12550.00000,-329.00000,17642.00000,228348.00000
2015-09-30,665.00000,26688.00000,27353.00000,932.00000,74405.00000,498.00000,123493.00000,204100.00000,231453.00000,79283.00000,5359.00000,128607.00000,133966.00000,213249.00000,5.00000,12215.00000,140.00000,18204.00000,231453.00000
2015-06-30,493.00000,26479.00000,26972.00000,874.00000,74440.00000,498.00000,133394.00000,214048.00000,241020.00000,79001.00000,5358.00000,138434.00000,143792.00000,222793.00000,5.00000,11921.00000,188.00000,18227.00000,241020.00000
2015-03-31,500.00000,26234.00000,26734.00000,848.00000,76576.00000,498.00000,137904.00000,220226.00000,246960.00000,79174.00000,5653.00000,143056.00000,148709.00000,227883.00000,5.00000,11583.00000,1150.00000,19077.00000,246960.00000
2014-12-31,399.00000,26349.00000,26748.00000,831.00000,76278.00000,498.00000,135938.00000,218265.00000,245013.00000,79687.00000,5653.00000,140953.00000,146606.00000,226293.00000,5.00000,11191.00000,928.00000,18720.00000,245013.00000
2014-09-30,440.00000,26354.00000,26794.00000,816.00000,76231.00000,498.00000,138003.00000,220306.00000,247100.00000,79868.00000,5819.00000,142578.00000,148397.00000,228265.00000,5.00000,10886.00000,1077.00000,18835.00000,247100.00000
2014-06-30,1512.00000,26516.00000,28028.00000,807.00000,76239.00000,498.00000,144079.00000,226685.00000,254713.00000,80794.00000,5819.00000,148672.00000,154491.00000,235285.00000,5.00000,10577.00000,1162.00000,19428.00000,254713.00000
2014-03-31,1285.00000,26605.00000,27890.00000,870.00000,97084.00000,498.00000,141278.00000,245033.00000,272923.00000,103155.00000,5818.00000,144176.00000,149994.00000,253149.00000,5.00000,11111.00000,659.00000,19774.00000,272923.00000
2013-12-31,1428.00000,26795.00000,28223.00000,877.00000,98401.00000,498.00000,143884.00000,249661.00000,277884.00000,105799.00000,6106.00000,147074.00000,153180.00000,258979.00000,5.00000,10683.00000,-79.00000,18905.00000,277884.00000
2013-09-30,1422.00000,26788.00000,28210.00000,895.00000,103064.00000,498.00000,145138.00000,255737.00000,283947.00000,109423.00000,6389.00000,149207.00000,155596.00000,265019.00000,5.00000,10439.00000,-17.00000,18928.00000,283947.00000
2013-06-30,1740.00000,26301.00000,28041.00000,911.00000,105520.00000,498.00000,153659.00000,266792.00000,294833.00000,110793.00000,6735.00000,158292.00000,165027.00000,275820.00000,5.00000,10213.00000,74.00000,19013.00000,294833.00000
2013-03-31,1985.00000,25979.00000,27964.00000,921.00000,114838.00000,498.00000,147702.00000,269057.00000,297021.00000,116120.00000,6459.00000,153522.00000,159981.00000,276101.00000,5.00000,10449.00000,1649.00000,20920.00000,297021.00000
2012-12-31,2421.00000,8208.00000,10629.00000,977.00000,134250.00000,654.00000,144336.00000,287884.00000,298513.00000,117358.00000,6967.00000,151741.00000,158708.00000,276066.00000,5.00000,10745.00000,2843.00000,22447.00000,298513.00000
2012-09-30,2705.00000,8372.00000,11077.00000,979.00000,137168.00000,664.00000,151493.00000,297644.00000,308721.00000,119706.00000,6996.00000,159037.00000,166033.00000,285739.00000,5.00000,10847.00000,3295.00000,22982.00000,308721.00000
2012-06-30,2338.00000,8480.00000,10818.00000,1001.00000,134935.00000,1006.00000,148073.00000,293159.00000,303977.00000,119446.00000,7379.00000,155191.00000,162570.00000,282016.00000,5.00000,10887.00000,2256.00000,21961.00000,303977.00000
2012-03-31,2059.00000,8124.00000,10183.00000,1017.00000,133600.00000,1006.00000,155790.00000,300365.00000,310548.00000,120614.00000,6530.00000,162130.00000,168660.00000,289274.00000,5.00000,11042.00000,1328.00000,21274.00000,310548.00000
2011-12-31,2581.00000,8214.00000,10795.00000,1029.00000,134948.00000,1006.00000,146144.00000,291814.00000,302609.00000,122311.00000,6530.00000,152282.00000,158812.00000,281123.00000,5.00000,11001.00000,1251.00000,21486.00000,302609.00000
2011-09-30,2589.00000,8778.00000,11367.00000,1029.00000,136178.00000,1036.00000,145648.00000,294231.00000,305598.00000,123445.00000,6566.00000,152806.00000,159372.00000,282817.00000,5.00000,12447.00000,1065.00000,22781.00000,305598.00000
2011-06-30,1898.00000,8269.00000,10167.00000,1020.00000,132072.00000,1036.00000,160228.00000,307302.00000,317469.00000,122209.00000,6582.00000,167003.00000,173585.00000,295794.00000,5.00000,12503.00000,-77.00000,21675.00000,317469.00000
2011-03-31,2317.00000,8377.00000,10694.00000,1132.00000,129689.00000,1051.00000,166728.00000,311844.00000,322538.00000,121322.00000,6592.00000,173625.00000,180217.00000,301539.00000,5.00000,12533.00000,-764.00000,20999.00000,322538.00000
2010-12-31,2062.00000,8135.00000,10197.00000,1150.00000,130995.00000,1051.00000,161371.00000,308149.00000,318346.00000,122517.00000,6589.00000,168929.00000,175518.00000,298035.00000,5.00000,12077.00000,-1001.00000,20311.00000,318346.00000
2010-09-30,1707.00000,8612.00000,10319.00000,1143.00000,133590.00000,1051.00000,156716.00000,303607.00000,313926.00000,123545.00000,6987.00000,162485.00000,169472.00000,293017.00000,5.00000,11488.00000,194.00000,20909.00000,313926.00000
2010-06-30,2998.00000,8856.00000,11854.00000,1150.00000,128071.00000,1051.00000,159507.00000,302296.00000,314150.00000,121854.00000,7052.00000,166353.00000,173405.00000,295259.00000,5.00000,11049.00000,-1379.00000,18891.00000,314150.00000
2010-03-31,2079.00000,8581.00000,10660.00000,1032.00000,127351.00000,1204.00000,163443.00000,306622.00000,317282.00000,122533.00000,7431.00000,169478.00000,176909.00000,299442.00000,5.00000,11006.00000,-2377.00000,17840.00000,317282.00000
2009-12-31,2142.00000,8788.00000,10930.00000,1026.00000,125556.00000,1204.00000,154375.00000,296787.00000,307717.00000,123343.00000,6632.00000,159848.00000,166480.00000,289823.00000,4.00000,11164.00000,-3312.00000,17894.00000,307717.00000
2009-09-30,2417.00000,9086.00000,11503.00000,1032.00000,129439.00000,1204.00000,158682.00000,305217.00000,316720.00000,126952.00000,6686.00000,165601.00000,172287.00000,299239.00000,4.00000,10689.00000,-3217.00000,17481.00000,316720.00000
2009-06-30,2558.00000,9358.00000,11916.00000,1024.00000,121361.00000,1204.00000,137094.00000,277784.00000,289700.00000,125780.00000,6689.00000,143769.00000,150458.00000,276238.00000,4.00000,10991.00000,-6610.00000,13462.00000,289700.00000
2009-03-31,1851.00000,10082.00000,11933.00000,1062.00000,116333.00000,1036.00000,127427.00000,264235.00000,276168.00000,126896.00000,6959.00000,134426.00000,141385.00000,268281.00000,4.00000,10111.00000,-7801.00000,7887.00000,276168.00000
