,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2013-09-30,6108.00000,195073.00000,3792.00000,61408.00000,13906.00000,15709.00000,94815.00000,289888.00000,208796.00000,30159.00000,9183.00000,39342.00000,248138.00000,6.00000,19731.00000,-839.00000,41750.00000,289888.00000
2013-06-30,5030.00000,199837.00000,3766.00000,62602.00000,13900.00000,16437.00000,96705.00000,296542.00000,211955.00000,34465.00000,9081.00000,43546.00000,255501.00000,6.00000,18804.00000,-792.00000,41041.00000,296542.00000
2013-03-31,7764.00000,202279.00000,3736.00000,63968.00000,13900.00000,16280.00000,97884.00000,300163.00000,213575.00000,36637.00000,8655.00000,45292.00000,258867.00000,6.00000,17876.00000,473.00000,41296.00000,300163.00000
2012-12-31,11486.00000,214114.00000,3587.00000,63988.00000,13904.00000,17325.00000,98804.00000,312918.00000,214183.00000,48662.00000,9574.00000,58236.00000,272419.00000,6.00000,16853.00000,739.00000,40499.00000,312918.00000
2012-09-30,6729.00000,206508.00000,3519.00000,61464.00000,13901.00000,16597.00000,95481.00000,301989.00000,214590.00000,37410.00000,10317.00000,47727.00000,262317.00000,6.00000,16054.00000,781.00000,39672.00000,301989.00000
2012-06-30,6349.00000,206866.00000,3556.00000,55289.00000,13864.00000,16997.00000,89706.00000,296572.00000,215494.00000,34773.00000,9113.00000,43886.00000,259380.00000,6.00000,14905.00000,350.00000,37192.00000,296572.00000
2012-03-31,31746.00000,203388.00000,3062.00000,60810.00000,13595.00000,13626.00000,91093.00000,294481.00000,217682.00000,32115.00000,7734.00000,39849.00000,257531.00000,6.00000,14841.00000,253.00000,36950.00000,294481.00000
2011-12-31,6629.00000,139501.00000,2748.00000,38759.00000,13592.00000,11419.00000,66518.00000,206019.00000,130156.00000,38097.00000,8100.00000,46197.00000,176353.00000,5.00000,13462.00000,169.00000,29666.00000,206019.00000
2011-09-30,7342.00000,134385.00000,2785.00000,38400.00000,13593.00000,10985.00000,65763.00000,200148.00000,130160.00000,32874.00000,7736.00000,40610.00000,170770.00000,5.00000,13091.00000,291.00000,29378.00000,200148.00000
2011-06-30,7971.00000,133661.00000,2754.00000,39474.00000,13596.00000,10268.00000,66092.00000,199753.00000,129161.00000,35160.00000,6751.00000,41911.00000,171072.00000,5.00000,12287.00000,442.00000,28681.00000,199753.00000
2011-03-31,10527.00000,130806.00000,2739.00000,41566.00000,13597.00000,10592.00000,68494.00000,199300.00000,127827.00000,37827.00000,6096.00000,43923.00000,171750.00000,5.00000,11399.00000,245.00000,27550.00000,199300.00000
2010-12-31,6851.00000,128586.00000,2749.00000,41537.00000,13591.00000,11040.00000,68917.00000,197503.00000,124215.00000,40279.00000,6468.00000,46747.00000,170962.00000,5.00000,10406.00000,248.00000,26541.00000,197503.00000
2010-09-30,7628.00000,129136.00000,2722.00000,39926.00000,13593.00000,11556.00000,67797.00000,196933.00000,120623.00000,43386.00000,6863.00000,50249.00000,170872.00000,5.00000,9730.00000,469.00000,26061.00000,196933.00000
2010-06-30,8645.00000,130518.00000,2730.00000,39424.00000,13588.00000,11229.00000,66971.00000,197489.00000,118602.00000,47290.00000,6327.00000,53617.00000,172219.00000,5.00000,8969.00000,467.00000,25270.00000,197489.00000
2010-03-31,10784.37000,134735.30000,2735.19200,38251.02000,13589.34000,11396.74000,65972.29000,200707.60000,118308.50000,52672.10000,5352.67300,58024.77000,176333.20000,5.04100,8417.81900,158.91600,24374.38000,200707.60000
2009-12-31,9186.00000,104010.00000,2736.00000,38910.00000,13596.00000,10394.00000,65636.00000,169646.00000,117458.00000,19874.00000,5724.00000,25598.00000,143056.00000,5.00000,10727.00000,83.00000,26590.00000,169646.00000
2009-09-30,4127.20300,104471.00000,2773.17300,37776.61000,13524.98000,9958.19000,64032.95000,168503.90000,115086.10000,21334.95000,5860.73900,27195.69000,142281.70000,5.02100,10404.25000,56.52400,26222.15000,168503.90000
2009-06-30,4771.92700,107854.90000,2824.78500,37754.71000,13381.06000,10095.88000,64056.43000,171911.30000,117384.00000,23353.21000,5844.54900,29197.76000,146581.70000,5.01900,10001.30000,-398.77900,25329.58000,171911.30000
2009-03-31,7754.32500,114588.80000,2790.73300,36417.94000,13076.75000,10513.24000,62798.67000,177387.50000,121775.70000,22868.30000,5999.32700,28867.63000,150643.30000,4.42500,10296.69000,-852.04700,26744.16000,177387.50000
