,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2019-12-31,824.00000,1418.00000,1219.00000,,2851.00000,6312.00000,2117.00000,28459.00000,509.00000,32024.00000,38336.00000,4009.00000,6694.00000,2627.00000,11583.00000,15592.00000,218.00000,2183.00000,-508.00000,20694.00000,22744.00000,38336.00000
2019-09-30,1001.00000,1566.00000,1339.00000,,3121.00000,7027.00000,2073.00000,28265.00000,524.00000,31920.00000,38947.00000,4718.00000,6307.00000,2974.00000,11304.00000,16022.00000,222.00000,2019.00000,-756.00000,21288.00000,22925.00000,38947.00000
2019-06-30,530.00000,648.00000,360.00000,,1040.00000,2578.00000,894.00000,6210.00000,262.00000,7539.00000,10117.00000,2268.00000,2763.00000,1711.00000,4486.00000,6754.00000,119.00000,2173.00000,-707.00000,1778.00000,3363.00000,10117.00000
2019-03-31,334.00000,530.00000,433.00000,,988.00000,2285.00000,904.00000,6273.00000,239.00000,7507.00000,9792.00000,1606.00000,3412.00000,1108.00000,4579.00000,6185.00000,118.00000,1986.00000,-217.00000,1720.00000,3607.00000,9792.00000
2018-12-31,343.00000,596.00000,425.00000,,947.00000,2311.00000,901.00000,6300.00000,241.00000,7541.00000,9852.00000,1822.00000,3411.00000,1147.00000,4618.00000,6440.00000,118.00000,1824.00000,-211.00000,1681.00000,3412.00000,9852.00000
2018-09-30,305.00000,583.00000,413.00000,,987.00000,2288.00000,898.00000,6333.00000,253.00000,7601.00000,9889.00000,1956.00000,3410.00000,1195.00000,4689.00000,6645.00000,118.00000,1680.00000,-202.00000,1648.00000,3244.00000,9889.00000
2018-06-30,288.00000,640.00000,411.00000,,885.00000,2224.00000,900.00000,6361.00000,247.00000,7627.00000,9851.00000,1850.00000,3408.00000,1236.00000,4723.00000,6573.00000,118.00000,1648.00000,-202.00000,1714.00000,3278.00000,9851.00000
2018-03-31,443.00000,892.00000,963.00000,,116.00000,2414.00000,879.00000,6396.00000,232.00000,7656.00000,10070.00000,2146.00000,3391.00000,1347.00000,4787.00000,6933.00000,119.00000,1543.00000,-249.00000,1724.00000,3137.00000,10070.00000
2017-12-31,422.00000,666.00000,942.00000,,102.00000,2132.00000,878.00000,6422.00000,215.00000,7724.00000,9856.00000,1741.00000,3391.00000,1696.00000,5121.00000,6862.00000,119.00000,1424.00000,-254.00000,1705.00000,2994.00000,9856.00000
2017-09-30,388.00000,730.00000,896.00000,,113.00000,2127.00000,890.00000,6453.00000,220.00000,7972.00000,10099.00000,1918.00000,3395.00000,1764.00000,5194.00000,7112.00000,119.00000,1387.00000,-250.00000,1731.00000,2987.00000,10099.00000
2017-06-30,484.00000,647.00000,841.00000,,101.00000,2073.00000,904.00000,6470.00000,234.00000,8017.00000,10090.00000,1926.00000,3396.00000,1806.00000,5236.00000,7162.00000,120.00000,1343.00000,-276.00000,1741.00000,2928.00000,10090.00000
2017-03-31,302.00000,782.00000,894.00000,,106.00000,2876.00000,895.00000,6503.00000,221.00000,8231.00000,11107.00000,1732.00000,3859.00000,2591.00000,6461.00000,8193.00000,122.00000,1554.00000,-461.00000,1699.00000,2914.00000,11107.00000
2016-12-31,361.00000,773.00000,1001.00000,,133.00000,2612.00000,908.00000,7285.00000,263.00000,9006.00000,11618.00000,1665.00000,4087.00000,2704.00000,6795.00000,8460.00000,124.00000,1495.00000,-523.00000,2061.00000,3158.00000,11618.00000
2016-09-30,284.00000,997.00000,962.00000,,182.00000,2425.00000,988.00000,7495.00000,260.00000,9353.00000,11778.00000,1856.00000,4087.00000,2776.00000,6868.00000,8724.00000,124.00000,1384.00000,-497.00000,2042.00000,3054.00000,11778.00000
2016-06-30,487.00000,749.00000,867.00000,,124.00000,2624.00000,924.00000,6583.00000,252.00000,9385.00000,12009.00000,1981.00000,4120.00000,2802.00000,6971.00000,8952.00000,125.00000,1330.00000,-495.00000,2096.00000,3057.00000,12009.00000
2016-03-31,302.00000,1198.00000,992.00000,,360.00000,2866.00000,1007.00000,7516.00000,149.00000,9034.00000,11900.00000,2012.00000,4319.00000,2194.00000,6521.00000,8533.00000,124.00000,1232.00000,-70.00000,2080.00000,3367.00000,11900.00000
2015-12-31,511.00000,1091.00000,1070.00000,,122.00000,2835.00000,1102.00000,7632.00000,152.00000,9262.00000,12097.00000,2139.00000,4443.00000,2252.00000,6706.00000,8845.00000,124.00000,1127.00000,-66.00000,2066.00000,3252.00000,12097.00000
2015-09-30,320.00000,1108.00000,1107.00000,,132.00000,3053.00000,1150.00000,8050.00000,146.00000,9511.00000,12564.00000,1871.00000,4901.00000,2315.00000,7230.00000,9101.00000,124.00000,1342.00000,-48.00000,2044.00000,3463.00000,12564.00000
2015-06-30,481.00000,1255.00000,1015.00000,,165.00000,3183.00000,1165.00000,8123.00000,154.00000,9944.00000,13127.00000,2274.00000,5053.00000,2386.00000,7451.00000,9725.00000,124.00000,1258.00000,-16.00000,2031.00000,3402.00000,13127.00000
2015-03-31,487.70000,668.10000,635.70000,,113.80000,2022.10000,705.50000,1872.20000,163.50000,2812.40000,4834.50000,1047.60000,1575.80000,370.70000,1946.50000,2994.10000,104.20000,1363.10000,-139.10000,512.50000,1840.40000,4834.50000
2014-12-31,469.50000,603.60000,649.60000,,107.00000,1946.00000,724.50000,1900.40000,158.40000,2852.20000,4798.20000,1027.90000,1575.80000,383.10000,1958.90000,2986.80000,104.10000,1286.50000,-77.90000,498.90000,1811.40000,4798.20000
2014-09-30,449.10000,617.70000,648.30000,,96.60000,1924.60000,730.50000,1939.30000,158.50000,2912.00000,4836.60000,1082.20000,1575.80000,382.60000,1958.40000,3040.60000,104.60000,1231.40000,-35.60000,495.70000,1796.00000,4836.60000
2014-06-30,561.00000,594.20000,618.70000,,105.20000,1991.30000,728.10000,1968.70000,155.80000,2939.90000,4931.20000,1114.60000,1575.80000,415.40000,1991.20000,3105.80000,105.50000,1226.30000,-14.90000,509.10000,1825.40000,4931.20000
2014-03-31,349.60000,826.50000,674.00000,,89.80000,2053.30000,685.50000,1974.40000,157.50000,2905.30000,4958.60000,1175.90000,1575.80000,411.90000,1987.70000,3163.60000,106.50000,1199.00000,-32.10000,522.00000,1795.00000,4958.60000
2013-12-31,334.40000,737.90000,688.80000,,92.20000,1972.40000,668.90000,1987.90000,155.40000,2911.70000,4884.10000,1150.80000,1577.10000,443.00000,2020.10000,3170.90000,106.70000,1146.90000,-38.90000,498.90000,1713.20000,4884.10000
2013-09-30,337.20000,702.00000,656.30000,,78.70000,1889.50000,651.90000,2000.40000,143.60000,2891.20000,4780.70000,1136.50000,1577.10000,437.00000,2014.10000,3150.60000,106.80000,1090.20000,-34.20000,467.50000,1630.10000,4780.70000
2013-06-30,321.00000,733.00000,668.70000,,77.20000,1948.10000,653.20000,2000.10000,132.20000,2910.30000,4858.40000,1297.40000,1577.10000,422.70000,1999.80000,3297.20000,106.90000,1079.90000,-58.60000,433.10000,1561.20000,4858.40000
2013-03-31,459.00000,740.60000,646.30000,,89.80000,2125.30000,666.90000,2050.90000,163.50000,2951.00000,5076.30000,1441.60000,1576.10000,382.40000,1958.50000,3400.10000,109.20000,1163.70000,-43.30000,443.80000,1676.20000,5076.30000
2012-12-31,328.10000,737.80000,624.50000,,77.70000,2259.20000,666.60000,2089.50000,144.10000,2982.10000,5241.30000,1163.20000,1879.20000,372.80000,2252.00000,3415.20000,112.40000,1222.20000,10.10000,478.10000,1826.10000,5241.30000
2012-09-30,326.80000,681.90000,646.80000,,83.10000,2358.40000,668.60000,2115.40000,139.50000,2995.90000,5354.30000,1255.30000,1882.90000,362.80000,2245.70000,3501.00000,113.00000,1251.30000,14.80000,467.30000,1853.30000,5354.30000
2012-06-30,356.00000,762.20000,617.80000,,71.20000,2600.40000,659.40000,2117.00000,135.70000,2992.40000,5592.80000,1414.40000,1883.00000,349.30000,2232.30000,3646.70000,112.10000,1416.60000,-22.60000,432.80000,1946.10000,5592.80000
2012-03-31,299.00000,937.70000,743.00000,,73.20000,2208.60000,701.70000,2443.60000,164.50000,3440.30000,5648.90000,1503.90000,1883.20000,360.50000,2243.70000,3747.60000,112.60000,1343.60000,11.50000,425.70000,1901.30000,5648.90000
2011-12-31,387.00000,911.60000,701.30000,,73.50000,2227.80000,894.40000,2831.00000,182.70000,3944.40000,6172.20000,1661.10000,1883.20000,354.40000,2258.50000,3919.60000,112.60000,1754.20000,-28.90000,405.90000,2252.60000,6172.20000
2011-09-30,305.40000,936.90000,690.50000,,85.50000,2182.20000,906.00000,2841.00000,171.80000,3948.80000,6131.00000,1725.70000,1886.80000,326.40000,2236.30000,3962.00000,113.00000,1666.40000,-18.60000,398.70000,2169.00000,6131.00000
2011-06-30,366.90000,892.10000,720.80000,,63.70000,2216.80000,715.60000,2877.30000,193.50000,3956.00000,6172.80000,1430.50000,1887.20000,343.10000,2230.30000,3660.80000,123.10000,1889.00000,18.70000,471.20000,2512.00000,6172.80000
2011-03-31,885.10000,826.80000,693.90000,,70.70000,2633.00000,758.80000,2379.40000,214.60000,3396.30000,6029.30000,1310.10000,1886.80000,336.30000,2223.10000,3533.20000,125.00000,1864.80000,17.60000,477.10000,2496.10000,6029.30000
2010-12-31,740.80000,759.40000,651.90000,,64.90000,2370.40000,706.90000,2331.60000,198.40000,3297.00000,5667.40000,1069.30000,1876.30000,333.30000,2209.60000,3278.90000,125.80000,1795.90000,-3.10000,469.30000,2388.50000,5667.40000
2010-09-30,341.40000,709.30000,670.80000,,63.30000,1933.30000,672.20000,2349.10000,187.90000,3273.40000,5206.70000,1418.30000,1176.40000,317.70000,1494.10000,2912.40000,126.60000,1715.10000,-10.90000,462.90000,2294.30000,5206.70000
2010-06-30,455.20000,751.30000,615.30000,,37.50000,2004.60000,609.70000,1874.00000,147.60000,2739.00000,4743.60000,1051.80000,1176.60000,325.10000,1501.70000,2553.50000,127.50000,1621.40000,-20.40000,461.10000,2190.10000,4743.60000
2010-03-31,405.70000,656.60000,647.20000,,58.10000,1911.90000,584.30000,1883.20000,154.60000,2715.80000,4627.70000,1013.10000,1176.70000,321.00000,1497.70000,2510.80000,128.30000,1537.30000,-12.00000,463.30000,2116.90000,4627.70000
2009-12-31,310.20000,683.40000,672.20000,,66.10000,1874.60000,521.50000,1892.20000,148.70000,2655.10000,4529.70000,1010.70000,1176.90000,328.60000,1505.50000,2516.20000,129.30000,1436.60000,-14.70000,462.30000,2013.50000,4529.70000
2009-09-30,231.10000,742.70000,633.50000,,65.70000,1797.80000,532.20000,1842.10000,140.80000,2593.20000,4391.00000,982.50000,1177.10000,310.60000,1487.70000,2470.20000,130.20000,1362.30000,-31.00000,459.30000,1920.80000,4391.00000
2009-06-30,281.20000,791.80000,607.20000,,62.00000,1859.40000,543.20000,1842.70000,134.50000,2605.70000,4465.10000,1109.70000,1177.30000,309.00000,1486.30000,2596.00000,131.40000,1322.80000,-51.40000,466.30000,1869.10000,4465.10000
2009-03-31,456.00000,886.30000,660.70000,,72.80000,2187.50000,467.10000,1514.80000,162.60000,2144.50000,4332.00000,997.00000,827.50000,128.20000,1155.70000,2152.70000,131.40000,1679.20000,-84.50000,453.20000,2179.30000,4332.00000
