,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2019-09-30,2301.72900,2986.38700,4331.24000,1605.28300,11224.64000,2021.50500,1077.52800,6298.25700,1057.73400,11792.87000,23017.51000,4128.30000,3525.04000,1714.70400,5466.14700,9594.44700,,,,,13423.06000,23017.51000
2019-06-30,2624.09000,2537.76700,4399.44800,1561.01100,11122.32000,1876.85500,1067.68800,6386.45600,1004.06900,11395.79000,22518.10000,4150.37000,3520.81800,1645.64800,5390.81600,9541.18700,,,,,12976.92000,22518.10000
2019-03-31,3719.85900,2412.32600,4276.06000,1399.87300,11808.12000,1842.04000,1060.38300,6473.60500,1000.75300,11317.45000,23125.57000,4226.53900,3501.10400,1558.99900,5308.38900,9534.92800,,,,,13590.64000,23125.57000
2018-12-31,4764.62600,2491.08300,4062.05000,1119.82400,12437.58000,1877.19900,1081.56000,6666.86300,952.00400,11344.10000,23781.68000,4478.23400,3574.29600,1684.46000,5555.42400,10033.66000,45.58660,10862.72000,336.58500,,13748.02000,23781.68000
2018-09-30,3427.05800,3023.25200,3956.31900,1119.33100,11525.96000,1828.22900,1145.49200,6569.13900,1051.66200,11097.39000,22623.35000,4123.05000,3471.70600,1637.66300,5531.54500,9654.59600,,,,,12968.76000,22623.35000
2018-06-30,3553.94800,2073.45400,3837.19000,1524.26200,10988.85000,1889.79400,1168.15200,6763.71100,1038.99300,11359.04000,22347.89000,4031.94200,3586.98300,1356.22500,5409.39600,9441.33700,,,,,12906.56000,22347.89000
2018-03-31,3926.18800,2252.01700,3972.16000,1159.75000,11324.25000,1916.93700,1192.93900,6991.32100,1143.03300,11593.20000,22917.45000,3850.10000,3661.29500,1373.01600,5470.30900,9320.40900,,,,,13597.04000,22917.45000
2017-12-31,3716.76600,2070.03100,3343.88000,1049.93600,10180.61000,1809.38400,1110.18100,6450.73500,681.23180,10386.78000,20567.39000,3777.35000,3391.01300,961.09410,4722.73200,8500.08200,43.85560,8150.93300,284.27040,,12067.31000,20567.39000
2017-09-30,3146.98300,2118.36100,3524.13700,958.33960,9747.82000,1824.06600,1184.58500,6764.79200,702.12420,10815.70000,20563.52000,3495.57700,3522.02100,1009.23000,4907.34800,8402.92500,,,,,12160.59000,20563.52000
2017-06-30,2766.12300,1802.34800,3451.21700,827.57040,8847.25800,1724.34400,1102.51000,6465.10500,698.18690,10155.51000,19002.76000,3438.12500,3295.64900,859.36620,4526.77300,7964.89800,,,,,11037.87000,19002.76000
2017-03-31,4087.59900,1291.30900,3192.51800,774.33760,9345.76300,1728.99200,,6461.97900,661.90630,9117.27600,18463.04000,3064.31400,3240.04800,805.66920,4482.76100,7547.07400,,,,,10915.96000,18463.04000
2016-12-31,4489.33000,1269.92300,3077.32000,633.07810,9469.65100,1867.09600,,6857.39900,677.57670,9570.46700,19040.12000,3630.30800,3399.24600,704.07870,4542.46500,8172.77200,43.59010,6952.21900,665.25700,,10867.34000,19040.12000
2016-09-30,4811.15100,1697.67900,3008.39200,762.89050,10280.11000,1770.74500,,3642.10700,695.17960,6231.74100,16511.85000,3650.13900,2666.71400,450.77360,3365.24000,7015.37900,,,,,9496.47500,16511.85000
2016-06-30,3305.90800,1419.48100,3067.74600,771.31450,8564.44900,1817.73500,,3747.77200,724.42770,6465.84600,15030.29000,4202.96900,1018.96700,379.49980,1620.35900,5823.32800,,,,,9206.96600,15030.29000
2016-03-31,3462.28300,1323.50900,3033.80000,659.82400,8479.41600,1743.38700,,3578.45000,533.72810,6020.60400,14500.02000,3581.87000,1262.39200,343.20550,1757.83900,5339.70800,,,,,9160.31100,14500.02000
2015-12-31,3785.04000,1203.91700,2857.87000,563.97660,8558.63100,1799.60100,,3733.96600,500.65940,6204.17100,14762.80000,3450.20400,1249.72600,462.83030,1997.64100,5447.84400,43.06800,5867.70400,524.46410,,9314.95800,14762.80000
2015-09-30,2982.76900,1716.85300,2822.66600,510.57210,8174.82900,1705.17100,,3686.60000,477.75040,5961.42200,14136.25000,3016.59200,1252.00900,517.24770,2057.64300,5074.23500,,,,,9062.01600,14136.25000
2015-06-30,2787.62400,1696.35800,2867.38100,539.93620,8088.31300,1680.20700,,3673.24800,481.19700,5933.10400,14021.42000,3156.98400,1234.29800,523.78570,2056.20500,5213.18900,,,,,8808.22900,14021.42000
2015-03-31,3203.81500,1641.80700,2943.08500,621.57510,8606.45000,1719.46200,,3820.19800,532.97220,6169.47500,14775.92000,3605.40600,1304.21300,446.06220,2054.23400,5659.64100,,,,,9116.28400,14775.92000
2014-12-31,3661.35000,1659.75000,3389.49000,788.84000,9499.45000,3461.62000,,4096.07000,664.74000,8260.66000,16222.70000,3840.17000,1528.53000,552.04000,2396.03000,6236.21000,52.40000,6179.30000,,281.83000,9986.48000,16222.70000
2014-06-30,3758.12000,1897.00000,3587.97000,508.79000,9751.90000,,117.13000,4918.27000,418.21000,5888.74000,17389.86000,4201.51000,1528.61000,420.35000,2514.20000,6715.72000,55.16000,5048.37000,,948.40000,10674.14000,17389.86000
2014-03-31,4108.47000,1549.76000,3491.62000,773.64000,9923.51000,,,3811.08000,515.84000,4503.85000,16114.75000,4053.25000,1503.84000,449.24000,2389.99000,6443.26000,0.00000,,,0.00000,9671.48000,16114.75000
2013-12-31,3998.94000,1499.37000,3178.65000,655.09000,9332.07000,3231.91000,,3700.94000,457.69000,7575.85000,15293.69000,3810.44000,1421.52000,382.23000,2288.17000,6098.62000,53.25000,5813.45000,,-56.37000,9195.06000,15293.69000
2013-09-30,3608.08000,1394.24000,3284.85000,758.65000,9045.84000,,,3569.80000,403.89000,4060.72000,14660.71000,3653.92000,1430.14000,347.73000,2259.66000,5913.59000,0.00000,,,0.00000,8747.12000,14660.71000
2013-06-30,3115.35000,1129.86000,3080.61000,368.13000,7693.97000,,86.05000,4454.81000,314.84000,5164.80000,14343.87000,3250.64000,957.09000,352.33000,1885.71000,5136.36000,0.00000,,,0.00000,9207.50000,14343.87000
2013-03-31,3460.88000,1308.48000,2649.46000,592.42000,8011.25000,,,219.00000,436.02000,708.25000,10056.67000,3099.35000,986.18000,338.54000,1446.37000,4545.74000,0.00000,,,0.00000,5510.92000,10056.67000
2012-12-31,3469.37000,1119.49000,2388.24000,523.20000,7500.33000,2687.20000,,204.63000,450.33000,3392.88000,9530.61000,2683.16000,972.13000,531.30000,1617.00000,4300.18000,48.19000,5056.12000,,101.58000,5230.43000,9530.61000
2012-09-30,7759.54000,408.95000,2422.46000,532.72000,11123.69000,,,708.66000,433.60000,1386.65000,13807.94000,2880.34000,931.29000,522.70000,1773.09000,4653.45000,0.00000,,,0.00000,9154.49000,13807.94000
2012-06-30,3510.62000,811.79000,2232.86000,418.04000,6973.33000,,,663.75000,368.95000,1306.68000,9782.56000,2666.32000,949.04000,771.57000,2028.51000,4694.85000,0.00000,,,0.00000,5087.71000,9782.56000
2012-03-31,3926.43000,997.93000,2117.00000,340.99000,7382.37000,,,603.84000,412.30000,1283.58000,10140.32000,2741.82000,961.35000,1003.04000,2258.18000,5000.02000,0.00000,,,0.00000,5140.29000,10140.32000
2011-12-31,3804.85000,1336.39000,2274.02000,337.89000,7753.16000,,,589.29000,422.85000,1307.83000,10528.45000,3109.84000,1016.88000,937.49000,2237.66000,5347.51000,0.00000,,,0.00000,5180.93000,10528.45000
2011-09-30,4018.46000,1313.95000,2067.21000,316.45000,7716.08000,,,543.98000,346.32000,1213.97000,10431.36000,2875.55000,1032.61000,1238.48000,2567.01000,5442.57000,0.00000,,,0.00000,4988.78000,10431.36000
2011-06-30,3945.60000,1377.02000,2326.26000,312.38000,7961.28000,,,558.29000,302.88000,1217.72000,10560.66000,3208.02000,1009.67000,1214.28000,2527.55000,5735.59000,0.00000,,,0.00000,4825.06000,10560.66000
2011-03-31,3690.48000,1392.80000,2149.08000,314.15000,7546.52000,,,554.22000,304.72000,1188.00000,9894.79000,3337.91000,945.34000,806.58000,2029.03000,5366.96000,0.00000,,,0.00000,4527.83000,9894.79000
2010-12-31,2589.13000,1491.89000,1991.98000,283.50000,6356.52000,,,567.14000,345.64000,1223.77000,8570.00000,2838.51000,937.09000,510.97000,1717.88000,4556.42000,0.00000,,,0.00000,4013.57000,8570.00000
2010-09-30,1997.22000,1180.53000,1881.75000,434.15000,5493.67000,,,631.03000,178.43000,1037.82000,7466.64000,2785.67000,949.45000,91.08000,1318.43000,4104.12000,0.00000,,,0.00000,3362.51000,7466.64000
2010-06-30,1516.77000,1035.55000,1670.79000,541.19000,4764.31000,,,216.42000,120.46000,498.17000,6210.39000,2274.90000,929.76000,90.73000,1282.09000,3557.00000,0.00000,,,0.00000,2653.39000,6210.39000
2010-03-31,1506.56000,872.65000,1601.06000,575.85000,4556.12000,,,220.17000,137.31000,534.69000,6089.43000,2234.97000,986.27000,81.61000,1345.13000,3580.11000,0.00000,,,0.00000,2509.32000,6089.43000
2009-12-31,1446.30000,556.43000,1343.53000,487.32000,3833.59000,,,208.61000,107.45000,501.90000,5198.36000,1456.19000,924.76000,79.56000,1267.06000,2723.27000,54.42000,2022.38000,,38.38000,2475.09000,5198.36000
2009-09-30,1454.76000,576.19000,1260.90000,418.98000,3710.84000,,,210.96000,97.25000,584.67000,5098.18000,1356.51000,943.41000,83.18000,1303.39000,2659.92000,0.00000,,,0.00000,2438.26000,5098.18000
2009-06-30,1488.31000,290.85000,1261.41000,396.09000,3436.67000,,,213.62000,101.30000,585.79000,4828.72000,1281.62000,887.97000,82.28000,1243.45000,2525.08000,0.00000,,,0.00000,2303.63000,4828.72000
2009-03-31,1505.52000,389.57000,1225.29000,412.60000,3532.99000,,,216.18000,155.34000,598.05000,4898.39000,1330.92000,865.10000,85.28000,1218.35000,2549.28000,0.00000,,,0.00000,2349.10000,4898.39000
