,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2018-06-30,1884.00000,7173.00000,4901.00000,621.00000,,14579.00000,21465.00000,14177.00000,4136.00000,469.00000,40247.00000,54826.00000,11732.00000,11023.00000,1035.00000,18134.00000,29866.00000,6.00000,17500.00000,-680.00000,,24960.00000,54826.00000
2018-03-31,842.00000,6124.00000,4743.00000,416.00000,,12125.00000,21500.00000,13934.00000,4141.00000,432.00000,40007.00000,52132.00000,9236.00000,11579.00000,1019.00000,18596.00000,27832.00000,6.00000,16537.00000,-504.00000,,24300.00000,52132.00000
2017-12-31,3119.00000,7506.00000,3395.00000,370.00000,,14390.00000,21460.00000,13941.00000,4146.00000,434.00000,39981.00000,54371.00000,10107.00000,10069.00000,875.00000,16836.00000,26943.00000,6.00000,16306.00000,-617.00000,,27428.00000,54371.00000
2017-09-30,1547.00000,6355.00000,4455.00000,578.00000,,12935.00000,21303.00000,13899.00000,4154.00000,421.00000,39777.00000,52712.00000,9905.00000,9495.00000,871.00000,18848.00000,28753.00000,6.00000,13464.00000,-684.00000,,23959.00000,52712.00000
2017-06-30,2161.00000,5594.00000,4245.00000,456.00000,,12456.00000,21293.00000,13507.00000,4159.00000,413.00000,39372.00000,51828.00000,8874.00000,9472.00000,861.00000,19148.00000,28022.00000,6.00000,13001.00000,-809.00000,,23806.00000,51828.00000
2017-03-31,1513.00000,5690.00000,4387.00000,580.00000,,12170.00000,21240.00000,13359.00000,4165.00000,471.00000,39235.00000,51405.00000,8730.00000,9601.00000,873.00000,18950.00000,27680.00000,6.00000,12814.00000,-952.00000,,23725.00000,51405.00000
2016-12-31,2711.00000,6397.00000,3150.00000,422.00000,,12680.00000,20855.00000,13534.00000,4158.00000,426.00000,38973.00000,51653.00000,9463.00000,9588.00000,918.00000,18465.00000,27928.00000,6.00000,12608.00000,-995.00000,,23725.00000,51653.00000
2016-09-30,2337.00000,5001.00000,3905.00000,721.00000,,11964.00000,20447.00000,13277.00000,4159.00000,407.00000,38290.00000,50254.00000,10100.00000,7275.00000,939.00000,15843.00000,25943.00000,6.00000,12775.00000,-792.00000,,24311.00000,50254.00000
2016-06-30,2232.00000,5597.00000,3993.00000,821.00000,,12643.00000,20247.00000,12936.00000,4171.00000,364.00000,37718.00000,50361.00000,10400.00000,7330.00000,989.00000,15895.00000,26295.00000,6.00000,12597.00000,-752.00000,,24066.00000,50361.00000
2016-03-31,1723.00000,4737.00000,4108.00000,648.00000,,11216.00000,20075.00000,12449.00000,4176.00000,330.00000,37030.00000,48246.00000,7419.00000,8803.00000,982.00000,17184.00000,24603.00000,6.00000,12434.00000,-657.00000,,23643.00000,48246.00000
2015-12-31,3074.00000,5173.00000,3477.00000,532.00000,,12256.00000,19721.00000,12143.00000,4181.00000,279.00000,36324.00000,48580.00000,7531.00000,8843.00000,942.00000,17111.00000,24642.00000,6.00000,12348.00000,-653.00000,,23938.00000,48580.00000
2015-09-30,4822.00000,5198.00000,4388.00000,641.00000,,15049.00000,19257.00000,10601.00000,4154.00000,354.00000,34366.00000,49415.00000,8875.00000,8908.00000,950.00000,16508.00000,25383.00000,6.00000,12000.00000,-588.00000,,24032.00000,49415.00000
2015-06-30,5089.00000,6567.00000,4126.00000,752.00000,,16534.00000,18765.00000,10070.00000,4155.00000,350.00000,33340.00000,49874.00000,10075.00000,8923.00000,929.00000,16576.00000,26651.00000,6.00000,10726.00000,-469.00000,,23223.00000,49874.00000
2015-03-31,5390.00000,5737.00000,4166.00000,851.00000,,16144.00000,17918.00000,10529.00000,4156.00000,330.00000,32933.00000,49077.00000,9864.00000,8914.00000,929.00000,16618.00000,26482.00000,6.00000,10021.00000,-694.00000,,22595.00000,49077.00000
2014-12-31,5207.00000,7255.00000,3397.00000,833.00000,,16692.00000,17346.00000,10189.00000,4174.00000,291.00000,32000.00000,48692.00000,11094.00000,7793.00000,972.00000,15561.00000,26655.00000,6.00000,9309.00000,-531.00000,,22037.00000,48692.00000
2014-09-30,3108.00000,8766.00000,5673.00000,647.00000,,18194.00000,16951.00000,10237.00000,4094.00000,174.00000,31456.00000,49650.00000,13769.00000,6178.00000,1035.00000,13687.00000,27456.00000,6.00000,8439.00000,-25.00000,,22194.00000,49650.00000
2014-06-30,4956.00000,10110.00000,4928.00000,611.00000,,20605.00000,16092.00000,10038.00000,3875.00000,212.00000,30217.00000,50822.00000,15120.00000,6174.00000,1062.00000,13747.00000,28867.00000,6.00000,7541.00000,186.00000,,21955.00000,50822.00000
2014-03-31,5326.00000,9120.00000,5908.00000,705.00000,,21059.00000,15751.00000,10001.00000,3878.00000,158.00000,29788.00000,50847.00000,15164.00000,6177.00000,1192.00000,13854.00000,29018.00000,6.00000,6962.00000,77.00000,,21829.00000,50847.00000
2013-12-31,5400.00000,9632.00000,3354.00000,851.00000,,19237.00000,15398.00000,11220.00000,3794.00000,149.00000,30561.00000,49798.00000,12931.00000,6131.00000,1298.00000,14475.00000,27406.00000,6.00000,5622.00000,37.00000,,22392.00000,49798.00000
2013-09-30,5942.00000,9744.00000,4737.00000,662.00000,,21085.00000,15077.00000,10728.00000,3941.00000,152.00000,29898.00000,50983.00000,14680.00000,6132.00000,1258.00000,14309.00000,28989.00000,6.00000,5030.00000,-367.00000,,21994.00000,50983.00000
2013-06-30,4220.00000,9793.00000,5033.00000,1483.00000,,20529.00000,14679.00000,10624.00000,3944.00000,153.00000,29400.00000,49929.00000,14005.00000,6455.00000,971.00000,14234.00000,28239.00000,6.00000,4687.00000,-566.00000,,21690.00000,49929.00000
2013-03-31,4753.00000,9910.00000,5811.00000,696.00000,,21170.00000,15257.00000,10498.00000,4071.00000,155.00000,29981.00000,51151.00000,14951.00000,6958.00000,1018.00000,14822.00000,29773.00000,6.00000,3923.00000,-622.00000,,21378.00000,51151.00000
2012-12-31,3474.00000,10403.00000,3430.00000,655.00000,,17962.00000,15407.00000,10471.00000,4068.00000,165.00000,30111.00000,48073.00000,12482.00000,6961.00000,1055.00000,14785.00000,27267.00000,6.00000,2713.00000,-314.00000,,20806.00000,48073.00000
2012-09-30,4430.00000,10793.00000,5743.00000,907.00000,,21873.00000,15311.00000,10800.00000,4070.00000,176.00000,30357.00000,52230.00000,16386.00000,7393.00000,1328.00000,15238.00000,31624.00000,6.00000,2164.00000,-129.00000,,20606.00000,52230.00000
2012-06-30,3104.00000,9213.00000,5496.00000,713.00000,,18526.00000,15169.00000,10640.00000,4072.00000,168.00000,30049.00000,48575.00000,14371.00000,7396.00000,1275.00000,15225.00000,29596.00000,6.00000,692.00000,-358.00000,,18979.00000,48575.00000
2012-03-31,6050.00000,11320.00000,5040.00000,718.00000,,23128.00000,14854.00000,10795.00000,4059.00000,162.00000,29870.00000,52998.00000,14712.00000,5971.00000,1245.00000,13343.00000,28055.00000,,,160.00000,,24943.00000,52998.00000
2011-12-31,,10025.00000,3466.00000,457.00000,,13948.00000,14771.00000,10306.00000,4064.00000,122.00000,29263.00000,43211.00000,12384.00000,361.00000,1253.00000,7534.00000,19918.00000,,,122.00000,,23293.00000,43211.00000
2011-09-30,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2011-06-30,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2011-03-31,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2010-12-31,,10213.00000,4113.00000,,378.00000,14704.00000,24616.00000,9918.00000,4410.00000,514.00000,39458.00000,44955.00000,12503.00000,388.00000,1221.00000,6426.00000,18929.00000,0.00000,,,26026.00000,26026.00000,44955.00000
2009-12-31,,6842.00000,3842.00000,,684.00000,11368.00000,24297.00000,9398.00000,4426.00000,450.00000,38571.00000,42880.00000,9335.00000,403.00000,1344.00000,6605.00000,15940.00000,0.00000,,,26940.00000,26940.00000,42880.00000
